"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","SN18203677","S","SFR/D","2815","Clark WAY  ","CHIC","","STD","$336,000","$243.48","3/2,0,0,0","1380/B","2018/BLD","0.16/6,970","0/0","Y","N","2","08/21/18","CRMLSM"
"1","180047158","S","SFR/D","1456","Paradise Rd.   ","SD","","","$346,000","$287.38","3/2,0,0,0","1204/A","1960","","14/14","","N","3","09/14/18","SAND"
"1","180048246","S","CONDO/A","121 W","Glaucus St    #A","ENCS","","","$355,000","$752.12","0/1,0,0,0","472/A","1975","","0/0","","N","2.5","09/11/18","SAND"
"1","180046489","S","SFR/D","6051","Thorn   ","SD","","","$370,000","$285.49","3/1,0,0,0","1296/P","1954","","10/10","","N","2.5","09/13/18","SAND"
"1","MC18204282","S","SFR/D","1169","Bellflower WAY  ","LBAN","","STD","$370,000","$196.81","4/2,0,0,0","1880/A","2007/ASR","0.1615/7,035","4/4","Y","N","3","09/14/18","CRMLSM"
"1","180047281","S","CONDO/A","3985","Nobel Drive    #335","SD","","","$375,000","$625.00","1/1,0,0,0","600/A","1987","","12/12","N","N","2.5","09/14/18","SAND"
"1","180048256","S","CONDO/A","11366","VIA RANCHO SAN DIEGO    #J","ELC","","","$377,000","$302.57","2/2,0,0,0","1246/A","1994","","1/1","N","N","2.5","08/28/18","SAND"
"1","180050142","S","SFR/D","7891","Hillside   ","LMSA","","STD","$379,500","$398.63","3/1,0,0,0","952/A","1944","","5/5","","N","3","09/14/18","SAND"
"1","180050934","S","SFR","739","Fern St   ","ESC","","","$380,000","$334.51","3/2,0,1,0","1136/P","1960","","0/0","","N","2.5","09/11/18","SAND"
"1","180048265","S","SFR/D","714","Garrett Avenue   ","CHU","","","$385,000","$338.31","3/1,0,0,0","1138/A","1953/ASR","","3/3","N","N","3","09/11/18","SAND"
"1","180050406","S","SFR/D","3825","Rosemary Way   ","OCE","","STD","$390,000","$301.86","2/2,0,0,0","1292/A","1976","","0/0","","N","","05/09/18","SAND"
"1","180048858","S","CONDO/A","425 W","Beech St    #230","SD","","STD","$390,000","$608.42","1/1,0,0,0","641/A","2004","","0/0","","N","2.5","09/17/18","SAND"
"1","SN18202809","S","SFR/D","116","Winchester CT  ","CHIC","","STD","$396,000","$192.98","3/2,0,1,0","2052/A","2005/ASR","0.14/6,098","3/3","N","N","2.5","09/14/18","CRMLSM"
"1","180047826","S","SFR/D","3919","Marron   ","SD","","","$400,000","$300.30","4/2,0,0,0","1332/A","1951/ASR","","5/5","","N","2","09/06/18","SAND"
"1","180046984","S","SFR/D","4643","Pomona   ","LMSA","","","$405,000","$383.52","3/2,0,0,0","1056/P","1954","","0/0","","N","2","08/29/18","SAND"
"1","180051296","S","SFR/D","1205","napa   ","CHU","","","$410,000","$369.37","3/2,0,0,0","1110/A","1960","","0/0","N","N","2.5","08/23/18","SAND"
"1","180046497","S","SFR/D","420","Fowles   ","OCE","","","$415,000","$390.04","3/1,0,1,0","1064/P","1960","","5/5","","N","2.5","09/14/18","SAND"
"1","180048147","S","CONDO/A","8640","Via Mallorca    #E","LAJ","","","$422,000","$610.71","1/1,0,0,0","691/P","1971","","19/19","","N","3","08/28/18","SAND"
"1","180047580","S","SFR/D","1132 E","4Th Ave   ","ESC","","","$435,000","$402.03","3/2,0,0,0","1082/A","1957/ASR","","6/6","","N","2.5","09/14/18","SAND"
"1","SN18207321","S","SFR/D","3229","Gibson Landing   ","CHIC","","STD","$435,062","$235.30","3/2,0,0,0","1849/B","2018/BLD","0.1466/6,386","0/0","Y","N","2","08/24/18","CRMLSM"
"1","180048655","S","CONDO/A","640","Camino De La Reina    #1307","SD","","","$440,000","$432.65","2/2,0,0,0","1017/A","1995","","5/5","","N","2.5","08/30/18","SAND"
"1","18377622","S","SFR/D","826","GERAGHTY AVE  ","LA","","STD","$440,000","$491.62","2/1,0,0,0","895/","1925","0.1003/4,371","2/28","Y","N","2.5","09/05/18","CLAW"
"1","180046211","S","CONDO/A","3775","Georgia Street    #306","SD","","","$449,000","$447.66","2/2,0,0,0","1003/A","1990","","6/6","","N","2.5","09/12/18","SAND"
"1","180047057","S","SFR/D","419 W","7Th Ave   ","ESC","","","$455,000","$438.77","3/2,0,0,0","1037/E","1958","","5/5","","N","2.5","09/14/18","SAND"
"1","180051105","S","CONDO","3535 S","Sundown   ","OCE","","","$457,000","$312.80","3/2,0,0,0","1461/A","1976/ASR","","87/87","Y","N","","09/11/18","SAND"
"1","SN18206242","S","SFR/D","3212","Gibson Landing   ","CHIC","","STD","$458,790","$208.16","4/3,0,0,0","2204/B","2018/BLD","0.1564/6,813","0/0","Y","N","2","08/23/18","CRMLSM"
"1","180046652","S","SFR/D","8067","Darryl St.   ","LEG","","","$475,000","$427.16","2/1,0,0,0","1112/P","1953","","10/10","","N","2.5","09/14/18","SAND"
"1","180047605","S","SFR","40360","Lakeshore Blvd   ","AGNA","","","$480,000","$209.06","4/2,0,1,0","2296/A","1990","","0/0","Y","N","2.5","07/03/18","SAND"
"1","180050396","S","SFR/D","9625","Abbeyfield   ","SAN","","","$485,000","$379.80","3/2,0,0,0","1277/A","1960","","29/29","N","N","2.5","09/07/18","SAND"
"1","180046228","S","CONDO/A","120","Island Avenue    #323","SD","","","$492,000","$489.55","1/1,0,0,0","1005/A","2002","","25/25","","N","2.5","09/14/18","SAND"
"1","180051794","S","SFR","4689","Tonopah Ave   ","SD","","","$500,000","$744.05","2/1,0,0,0","672/A","1952/ASR","","0/0","","N","","09/14/18","SAND"
"1","180051834","S","SFR","5457","Barclay Ave   ","SD","","","$502,500","$350.91","3/2,0,0,0","1432/A","1956","","0/0","","N","2.5","09/14/18","SAND"
"1","180047166","S","CONDO/A","7908","Camino Tranquilo   ","SD","","","$510,000","$571.11","2/2,0,0,0","893/A","1977","","4/4","","N","2.5","09/12/18","SAND"
"1","180049337","S","SFR/D","3694","Christine Street   ","SD","","","$516,400","$461.07","3/2,0,0,0","1120/A","1958","","1/1","N","N","2.5","09/11/18","SAND"
"1","180047113","S","CONDO/A","7917","Camino Glorita   ","SD","","","$522,000","$483.33","3/1,0,1,0","1080/A","1972/ASR","","4/4","","N","2.5","09/06/18","SAND"
"1","180047561","S","SFR","1392 S","Citrus   ","ESC","","","$525,000","$327.72","4/2,0,0,0","1602/A","1968","","0/0","","N","1.5","08/21/18","SAND"
"1","180050741","S","CONDO","2232","Caminito Pajarito    #113","SD","","","$528,000","$491.62","2/2,0,1,0","1074/A","1978","","337/337","","N","2.25","09/04/18","SAND"
"1","180048386","S","SFR/D","434","Via Emily   ","OCE","","","$545,000","$365.53","3/2,0,0,0","1491/A","1975","","32/312","","N","2.5","08/27/18","SAND"
"1","180048452","S","SFR/D","6931","Boxford   ","SD","","NOD","$550,000","$427.68","3/2,0,0,0","1286/A","1965/ASR","","2/2","N","N","3","09/12/18","SAND"
"1","180047328","S","SFR/D","1111","Loma Vista Way   ","VST","","","$560,000","$254.55","3/2,0,0,0","2200/","1979","","32/32","","N","2.5","08/31/18","SAND"
"1","180049437","S","CONDO/A","1290","Via Portofino   ","SAM","","","$565,300","$408.75","2/2,0,0,0","1383/P","1989","","0/0","Y","N","2.5","09/10/18","SAND"
"1","180050116","S","CONDO","235","Market    #405","SD","","","$568,500","$534.81","2/2,0,0,0","1063/A","2002","","9/9","","N","2","09/05/18","SAND"
"1","180047882","S","TWNHS","1225","Pacific Beach Dr   ","SD","","","$570,000","$616.88","2/1,0,1,0","924/A","1975","","0/0","","N","3","08/20/18","SAND"
"1","180046627","S","SFR/D","4350","33rd St   ","SD","","","$575,000","$774.93","2/2,0,0,0","742/P","1935","","2/66","","N","2.5","08/20/18","SAND"
"1","180048583","S","SFR/D","8867","SANDMARK AVE   ","SD","","","$580,000","$426.47","4/2,0,0,0","1360/P","1958","","0/0","","N","2.5","08/29/18","SAND"
"1","180047083","S","SFR/D","10885","Angola Rd   ","SD","","","$598,130","$437.87","4/2,0,0,0","1366/A","1973","","5/5","","N","2.5","09/14/18","SAND"
"1","180052280","S","CONDO","815","Harbor Cliff Way    #241","OCE","","","$607,500","$342.06","4/2,0,1,0","1776/A","2005/ASR","","3/3","Y","N","2.5","09/17/18","SAND"
"1","180047229","S","SFR/D","4217","Highland Glen Way   ","LMSA","","","$629,000","$254.14","5/2,0,1,0","2475/A","1969/ASR","","3/3","","N","2.5","09/10/18","SAND"
"1","180051447","S","TWNHS/A","104","Countrywood   ","ENCS","","","$633,000","$433.86","3/2,0,1,0","1459/A","1978","","35/35","","N","","08/14/18","SAND"
"1","180047694","S","DPLX","4572","Cordoba Way   ","OCE","","","$640,000","$337.02","2/2,0,1,0","1899/A","1984","","96/96","Y","Y","2.5","07/25/18","SAND"
"1","180046687","S","CONDO/A","6887","Alderwood Drive   ","CAR","","","$640,000","$640.64","2/2,0,0,0","999/A","1987","","3/3","","N","2.5","09/06/18","SAND"
"1","180047309","S","SFR/D","15065","Garden Rd   ","POW","","","$650,000","$243.26","4/2,0,1,0","2672/A","1989/ASR","","6/6","","N","2.5","09/12/18","SAND"
"1","180046804","S","SFR/D","2465 S","Summit Circle Gln   ","ESC","","","$665,000","$316.21","4/2,0,1,0","2103/A","1992","","12/12","","N","2.5","09/10/18","SAND"
"1","180046956","S","SFR/D","3411","Big Boulder Lane   ","ALP","","","$699,000","$228.51","5/3,0,0,0","3059/A","1985","","3/39","Y","N","2.5","09/13/18","SAND"
"1","180051166","S","SFR","2915","Sylvia St   ","BON","","","$700,000","$338.00","4/2,0,0,0","2071/A","1969","","1/1","","","1.5","09/12/18","SAND"
"1","180049136","S","TWNHS","1763","Nolina Ct   ","CAR","","","$710,000","$378.67","3/2,0,1,0","1875/A","2000","","0/0","","N","2.5","09/01/18","SAND"
"1","180047997","S","SFR/D","1807","Vista De La Montana   ","ELC","","","$745,000","$298.00","4/3,0,1,0","2500/A","2018/ASR","","55/55","Y","N","2.5","08/24/18","SAND"
"1","180046899","S","SFR/D","9091","Meadowrun Pl   ","SD","","","$750,000","$349.98","4/2,0,1,0","2143/A","1985","","12/12","","N","2.5","08/21/18","SAND"
"1","180052105","S","SFR","15290","Andorra Way   ","SD","","","$753,000","$432.26","3/2,0,0,0","1742/A","1977","","29/29","Y","","2.5","08/24/18","SAND"
"1","180050597","S","SFR","3526","Ethan Allen Ave   ","SD","","","$766,500","$443.58","2/2,0,0,0","1728/A","1969","","13/13","Y","N","2.5","09/06/18","SAND"
"1","180051028","S","SFR","17734","Azucar Way   ","SD","","","$770,000","$429.69","3/2,0,0,0","1792/A","1982","","0/0","","N","2.5","09/11/18","SAND"
"1","180049817","S","SFR/D","6342","Farley Dr   ","SD","","","$784,000","$512.08","4/2,0,0,0","1531/A","1971","","0/0","","N","2","09/17/18","SAND"
"1","180046346","S","TWNHS/A","7105","Calabria Ct    #A","SD","","","$801,000","$427.88","3/2,0,1,0","1872/A","1992","","10/10","","N","2","09/14/18","SAND"
"1","180047993","S","SFR/D","1872","Magdalene Way   ","SD","","","$820,000","$448.09","3/2,0,0,0","1830/A","1966/ASR","","18/18","","N","2500","08/23/18","SAND"
"1","180048456","S","SFR/D","6952","Sandcastle Dr   ","CAR","","","$850,000","$445.03","3/2,0,1,0","1910/E","1988","","33/33","Y","N","1.5","08/30/18","SAND"
"1","180047904","S","SFR","6839","Summit Ridge Way   ","SD","","","$850,000","$363.87","4/3,0,0,0","2336/A","1971","","0/0","","","2.5","08/24/18","SAND"
"1","180046283","S","SFR/D","3412","Buena Creek Rd   ","VST","","","$875,000","$259.95","5/3,0,0,0","3366/A","1990/ASR","","2/2","","N","2.5","09/13/18","SAND"
"1","180047341","S","SFR/D","11430","Village Ridge Rd   ","SD","","","$880,000","$439.78","4/3,0,0,0","2001/A","1997","","4/4","","N","2.5","09/14/18","SAND"
"1","180046775","S","SFR/D","489","Miguel Trail Pl   ","CHU","","","$880,000","$269.36","6/3,0,0,0","3267/P","2004","","0/0","","N","2","08/10/18","SAND"
"1","180047959","S","SFR/D","2307","Ranchview Place   ","ESC","","","$885,000","$264.97","6/4,0,0,0","3340/A","1999/ASR","","31/31","Y","Y","2.5","09/04/18","SAND"
"1","180048010","S","SFR/D","3228","Rancho Companero   ","CAR","","","$915,000","$414.78","4/2,0,0,0","2206/P","2000","","7/7","N","N","2.5","09/10/18","SAND"
"1","180051843","S","SFR","3621","Texas St   ","SD","","","$950,000","$665.27","3/2,0,0,0","1428/A","1925","","0/0","","N","2.5","09/14/18","SAND"
"1","180047852","S","TWNHS/A","2225","Caminito Loreta   ","LAJ","","","$1,022,500","$477.80","3/2,0,1,0","2140/A","1971/ASR","","3/82","Y","N","2.5","09/14/18","SAND"
"1","180050935","S","SFR","15914","Bass Lane   ","SD","","","$1,025,000","$336.51","4/3,0,0,0","3046/A","2016","","1/1","","N","2.5","09/11/18","SAND"
"1","180049547","S","SFR","13518","Calle Colina   ","POW","","","$1,330,000","$391.18","5/3,0,0,0","3400/A","1994","","0/0","","Y","2.5","09/04/18","SAND"
"1","180048273","S","CONDO/A","1040","Coast Blvd S    #104","LAJ","","","$1,350,000","$1,200.00","2/2,0,0,0","1125/P","1990","","1/93","","N","2.5","08/30/18","SAND"
"1","180048360","S","CONDO/A","3636","7th Avenue   ","SD","","","$1,389,900","$618.83","3/3,0,0,0","2246/","2018/BLD","","0/530","Y","N","2.5","09/07/18","SAND"
"1","180048366","S","CONDO/A","3654","7th Avenue   ","SD","","","$1,476,000","$657.17","3/3,0,0,0","2246/","2018/BLD","","0/530","Y","N","2.5","09/13/18","SAND"
"1","180047563","S","SFR","11295","Corte Belleza   ","SD","","","$1,482,500","$452.40","5/4,0,0,0","3277/A","2000","","6/6","","N","2","08/23/18","SAND"
"1","180047962","S","SFR/D","4250","North Ln   ","DEM","","","$1,600,000","$878.64","3/2,0,0,0","1821/A","1958","","8/8","Y","N","2","09/11/18","SAND"
"1","180047554","S","SFR/D","2008","Freda Lane   ","CAS","","","$1,700,000","$643.94","3/2,0,0,0","2640/A","1975","","1/1","","N","2.5","08/29/18","SAND"
"1","180048037","S","SFR/D","7004","Corintia St   ","CAR","","","$1,750,000","$480.64","4/4,0,1,0","3641/A","2007","","7/7","","N","2.5","08/27/18","SAND"
"1","180050779","S","CONDO","2858","6th Avenue    #105","SD","","","$2,045,550","$764.69","3/3,0,1,0","2675/","2017","","0/220","","N","2.5","09/10/18","SAND"
"1","180050829","S","SFR/D","1003","Olive Avenue   ","CORO","","","$4,275,000","$1,221.43","5/6,0,1,0","3500/A","2012","","20/20","","N","2.5","09/07/18","SAND"
"1","180046426","S","SFR/D","197","Pacific Ave   ","SOL","","","$4,510,000","$2,108.46","4/3,0,1,0","2139/A","1985","","15/15","Y","N","2.5","09/17/18","SAND"
"1","RS18207175","S","SFR/D","111","Prospect AVE  ","LONG","1","STD","$865,000","$887.18","2/1,0,0,0","975/A","1924/ASR","0.0578/2,518","0/0","N","N","2.5","08/24/18","CRMLSM"
"1","RS18217668","S","SFR/D","166","Savona WALK  ","LONG","1","STD","$1,200,000","$936.77","2/2,0,0,0","1281/A","1946/ASR","0.0822/3,581","0/0","Y","N","2.5","09/06/18","CRMLSM"
"1","OC18209879","S","SFR/D","5515 E","Sorrento DR  ","LONG","1","STD","$3,700,000","$1,352.34","3/3,0,0,0","2736/A","1952/PUB","0.0739/3,217","0/0","Y","N","2.5","08/28/18","CRMLSM"
"1","PW18220698","S","CONDO/A","280","Molino AVE   #303","LONG","2","STD","$290,000","$380.08","1/1,0,0,0","763/A","1970/ASR","0.311/13,549","0/0","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18203605","S","CONDO/A","525 E","Seaside WAY   #1011","LONG","4","STD","$370,000","$450.12","1/1,0,0,0","822/A","1990/ASR","0.9308/40,544","2/2","Y","N","2","09/12/18","CRMLSM"
"1","PW18221698","S","CONDO/A","300 E","4th ST   #312","LONG","4","STD","$560,000","$394.37","2/2,0,0,0","1420/A","2008/ASR","1.096/47,740","0/0","Y","N","2.5","09/11/18","CRMLSM"
"1","PW18224033","S","SFR/D","1510 E","Phillips ST  ","LONG","7","PRO","$450,000","$303.85","2/2,0,0,0","1481/A","1957/ASR","0.1806/7,869","0/0","N","N","1","09/13/18","CRMLSM"
"1","OC18217672","S","TWNHS/A","7942","Moonmist CIR   #105","HB","15","STD","$725,000","$431.80","2/2,0,1,0","1679/A","1981/ASR","","0/0","Y","N","0","09/05/18","CRMLSM"
"1","PW18209183","S","SFR/D","116","10th ST  ","HB","15","STD","$1,500,000","$614.25","3/2,0,1,0","2442/A","1979/OTH","0.1011/4,406","0/0","Y","N","2","08/27/18","CRMLSM"
"1","OC18210146","S","SFR/D","16752","Jeffrey CIR  ","HB","16","STD","$653,800","$424.82","4/2,0,0,0","1539/A","1962/PUB","0.1697/7,392","1/1","N","N","2.5","09/11/18","CRMLSM"
"1","OC18206134","S","SFR/D","15451","Columbia LN  ","HB","17","STD","$775,000","$403.65","3/2,0,0,0","1920/A","1962/ASR","0.1373/5,980","14/14","N","N","2.5","09/14/18","CRMLSM"
"1","OC18217861","S","SFR/D","3542","Courtside CIR  ","HB","17","STD","$7,500,000","$1,363.64","4/5,0,0,0","5500/E","2018/BLD","0.241/10,500","1/1","Y","Y","2.5","09/07/18","CRMLSM"
"1","PW18213729","S","SFR/D","6810 E","Septimo ST  ","LONG","37","STD","$612,000","$403.43","3/2,0,0,0","1517/A","1959/ASR","0.1681/7,322","4/4","N","N","2.5","08/31/18","CRMLSM"
"1","PW18203691","S","SFR/A","5055","Hampton CT  ","WTM","58","STD","$585,000","$427.94","3/1,1,1,0","1367/A","1972/PUB","0.048/2,093","4/4","Y","N","2.5","09/07/18","CRMLSM"
"1","LG18202532","S","SFR/D","15591","Irene WAY  ","WTM","68","STD","$755,000","$453.73","5/3,0,0,0","1664/A","1961/ASR","0.1694/7,381","1/1","N","N","2.5","09/05/18","CRMLSM"
"1","DW18205753","S","CONDO/A","1104 S","Mantle LN   #28D","SA","69","STD","$230,000","$286.07","2/1,0,0,0","804/A","1977/ASR","","7/7","Y","N","2.5","09/06/18","CRMLSM"
"1","OC18217436","S","SFR/D","3449 S","Sheffield RD  ","SA","69","STD","$1,275,000","$290.30","5/4,0,1,0","4392/A","2004/ASR","0.1499/6,529","0/0","N","N","2.5","08/28/18","CRMLSM"
"1","PW18207824","S ","SFR/D","501 S","Forest AVE  ","SA","70","STD","$510,000","$397.51","3/2,0,0,0","1283/A","1960/ASR","0.1652/7,198","9/9","Y","N","2","09/10/18","CRMLSM"
"1","OC18217282","S","CONDO/A","700 W","La Veta AVE   #B1","ORG","72","STD","$425,000","$354.17","3/2,0,1,0","1200/A","1972/PUB","","7/7","Y","N","1","09/04/18","CRMLSM"
"1","NP18208899","S","SFR/D","790 N","Fern ST  ","ORG","75","STD","$707,000","$481.28","3/2,0,0,0","1469/A","1964/ASR","0.1377/6,000","7/7","N","N","2.5","09/17/18","CRMLSM"
"1","PW18207771","S","SFR/D","1711 N","Modoc ST  ","ORG","75","STD","$1,055,000","$411.47","4/3,0,0,0","2564/A","1974/ASR","0.2571/11,200","1/1","Y","Y","2","08/24/18","CRMLSM"
"1","PW18210245","S","TWNHS/A","6543 E","Camino Vista    #2","AH","77","STD","$560,000","$363.64","3/2,0,1,0","1540/A","1975/ASR","0.0391/1,703","2/2","N","N","2.5*","09/13/18","CRMLSM"
"1","NP18211071","S","SFR/D","211 S","Date ST  E","ANA","78","STD","$515,000","$428.45","3/1,0,0,0","1202/A","1953/ASR","0.1286/5,600","4/4","Y","N","2.5","09/12/18","CRMLSM"
"1","PW18209841","S","TWNHS/A","63","Candlewood WAY  ","BP","82","STD","$475,000","$291.23","3/2,0,0,0","1631/A","1975/ASR","0.0402/1,752","4/4","Y","N","2","09/14/18","CRMLSM"
"1","PW18205277","S","CONDO/A","3026","Associated RD   #101","FUL","83","STD","$340,000","$399.53","2/2,0,0,0","851/A","1977/ASR","","6/6","Y","N","2","09/17/18","CRMLSM"
"1","PW18224268","S","SFR/D","1413","Ponderosa AVE  ","FUL","83","STD","$565,000","$553.38","3/1,0,1,0","1021/A","1958/ASR","0.1655/7,210","1/1","N","N","2","09/05/18","CRMLSM"
"1","PW18220228","S","SFR/D","910 W","VALENCIA MESA DR  ","FUL","83","STD","$1,040,000","$462.02","4/2,1,1,0","2251/A","1950/ASR","0.6107/26,600","8/8","N","N","2.5","09/07/18","CRMLSM"
"1","PW18204206","S","CONDO/D","13460 S","Gamble CT  ","TUS","89","STD","$540,000","$572.03","2/2,0,0,0","944/A","1994/ASR","","6/6","N","N","2.5","09/14/18","CRMLSM"
"1","PV18206557","S","SFR/D","8105 S","8th AVE  ","ING","101","STD","$425,000","$335.17","2/1,0,0,0","1268/A","1941/ASR","0.1087/4,736","0/0","Y","N","2.5","08/28/18","CRMLSM"
"1","SB18222521","S","CONDO/A","13024","Union AVE   #404","HAWT","107","STD","$885,000","$571.71","2/2,0,0,0","1548/P","2010/PUB","0.453/19,733","22/22","Y","N","2.5","09/07/18","CRMLSM"
"1","SB18205921","S","SFR/D","13336","Washington AVE  ","HAWT","108","STD","$490,000","$305.87","3/2,0,1,0","1602/A","1968/PUB","0.062/2,700","4/4","N","N","2.5","09/11/18","CRMLSM"
"1","SB18203798","S","SFR/D","18411 S","Dalton AVE  ","GR","120","STD","$600,000","$439.88","3/1,1,0,0","1364/A","1958/ASR","0.1188/5,176","5/5","Y","N","2.5","09/14/18","CRMLSM"
"1","SB18201463","S","SFR/D","2886 W","232nd ST  ","TORR","127","STD","$895,000","$363.82","4/3,0,0,0","2460/SEE","1963/ASR","0.1409/6,138","9/9","N","N","2.5","09/14/18","CRMLSM"
"1","SB18219947","S","SFR/D","4818","Reese RD  ","TORR","129","STD","$1,720,000","$556.63","4/3,0,0,0","3090/A","1950/ASR","0.2056/8,955","0/0","Y","N","2.5","09/08/18","CRMLSM"
"1","SB18218899","S","SFR/D","328","25th PL  ","MANH","142","STD","$1,400,000","$2,517.99","1/1,0,0,0","556/A","1927/ASR","0.0311/1,356","9/9","Y","N","2.5","09/07/18","CRMLSM"
"1","SB18204455","S","SFR/D","425","2nd ST  ","MANH","142","STD","$5,575,000","$1,349.88","5/4,0,2,0","4130/B","2018/BLD","0.0621/2,704","1/1","N","N","2.5","09/06/18","CRMLSM"
"1","SB18205352","S","SFR/D","30423","Via Cambron   ","RPV","170","STD","$1,200,000","$537.63","4/3,0,0,0","2232/A","1961/ASR","0.234/10,195","0/0","Y","N","2.5","09/05/18","CRMLSM"
"1","SB18219653","S","CONDO/A","541 W","23rd ST   #1","SP","181","STD","$535,000","$364.19","3/3,0,0,0","1469/A","1992/EST","0.123/5,360","0/0","Y","N","2.5","09/06/18","CRMLSM"
"1","PW18210355","S","SFR/D","1020 W","Q ST  ","WILM","195","STD","$420,000","$378.72","3/2,0,0,0","1109/A","1956/ASR","0.1549/6,746","1/1","Y","N","2","09/07/18","CRMLSM"
"1","SW18209278","S","SFR/D","25509","Marvin Gardens WAY  ","MUR","207","STD","$289,000","$170.70","3/2,0,1,0","1693/A","1988/ASR","0.22/9,583","10/10","N","N","2.5","09/12/18","CRMLSM"
