"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","180042251","S","SFR/D","934 N","Beech St.   ","ESC","","","$427,000","$231.56","4/2,0,0,0","1844/A","1960","","5/5","","N","2.5","09/05/18","SAND"
"1","180042125","S","DPLX/A","239","San Dimas   ","OCE","","","$427,000","$437.05","2/2,0,0,0","977/","1983","","3/3","","N","2.5","08/28/18","SAND"
"1","180042366","S","SFR/D","1476","View Pointe Ave.   ","ESC","","","$430,000","$310.47","4/2,0,0,0","1385/A","1972","","8/8","","N","2.5","08/29/18","SAND"
"1","180042466","S","SFR/D","1260","Barbara Drive   ","VST","","","$440,000","$546.58","2/1,0,0,0","805/A","1955/ASR","","5/5","","N","2.5","09/14/18","SAND"
"1","180042413","S","SFR/D","8285","Melrose Ln   ","ELC","","","$440,000","$283.14","3/1,0,1,0","1554/A","1960","","8/8","","N","2.5","08/29/18","SAND"
"1","180042323","S","SFR/D","12555","Jackson Heights Dr.   ","ELC","","","$445,000","$330.36","3/2,0,0,0","1347/A","1986","","17/17","","N","2.5","09/10/18","SAND"
"1","180042462","S","CONDO/A","2257","Worden St    #4","SD","","","$460,000","$410.71","2/2,0,0,0","1120/A","1980","","8/8","Y","N","3","09/10/18","SAND"
"1","180042083","S","SFR/D","254 E","Park Ave   ","SYSI","","","$460,000","$262.11","4/2,0,0,0","1755/","2016","","1/48","","N","2.5","09/06/18","SAND"
"1","180042010","S","SFR/D","545","Rogue Rd   ","ELC","","","$470,000","$298.41","3/2,0,0,0","1575/A","1957","","22/22","","N","2.5","09/14/18","SAND"
"1","180042312","S","SFR/D","6232","Valner Way   ","SD","","","$479,000","$396.52","3/2,0,0,0","1208/P","1959","","12/12","N","N","2.5","09/10/18","SAND"
"1","180042086","S","SFR/D","10092","Valle de Paz rd.   ","ELC","","","$490,000","$318.18","3/2,0,0,0","1540/A","1976/ASR","","22/78","","N","2.5","09/11/18","SAND"
"1","180042158","S","SFR/D","619 E","4th   ","ESC","","","$491,000","$364.51","4/1,0,1,0","1347/","1954","","9/9","","N","2.5","09/05/18","SAND"
"1","180042065","S","SFR/D","164","Danner Place   ","ELC","","","$499,000","$343.66","3/2,0,0,0","1452/A","1956","","29/29","","N","2.5","08/21/18","SAND"
"1","180042098","S","CONDO/A","12579","Ruette Alliante    #135","SD","","","$508,562","$538.73","2/2,0,0,0","944/A","1997","","4/24","","N","2.5","09/05/18","SAND"
"1","180042006","S","SFR/D","1475","Bay Meadows Dr   ","ALP","","","$518,000","$309.25","3/2,0,1,0","1675/A","1989","","14/14","","Y","2.5","09/12/18","SAND"
"1","180042137","S","SFR/D","8662","Robles   ","SD","","","$525,000","$388.89","3/2,0,0,0","1350/P","1972","","23/23","","N","2.5","09/11/18","SAND"
"1","180042148","S","SFR/D","631","El Norte Hills Pl   ","ESC","","","$535,000","$333.13","4/2,0,0,0","1606/A","1987","","0/0","","N","2.5","08/23/18","SAND"
"1","SN18184754","S","SFR/D","573 -567 E","9th ST  ","CHIC","","STD","$547,500","$253.94","5/3,0,0,0","2156/A","1926/ASR","0.2/8,712","5/5","Y","N","2.5","08/21/18","CRMLSM"
"1","180042261","S","SFR/D","9410","Fuerte Dr   ","LMSA","","","$560,000","$316.56","3/2,0,0,0","1769/A","1954/ASR","","11/11","Y","N","3","09/11/18","SAND"
"1","180042304","S","SFR/D","1589","Avenida Andante   ","OCE","","","$580,000","$328.98","4/2,0,1,0","1763/A","1989","","13/13","","N","2.5","09/13/18","SAND"
"1","180042101","S","DPLX/A","6748","Camino Del Prado   ","CAR","","","$585,000","$441.18","3/2,0,0,0","1326/A","1975","","4/4","","N","2.5","08/31/18","SAND"
"1","180042218","S","CONDO","3560","1st. Avenue    #11","SD","","","$590,000","$482.82","2/2,0,0,0","1222/A","1984/ASR","","5/5","Y","N","2.5","08/27/18","SAND"
"1","180042175","S","SFR/D","10012","Hawley Road   ","ELC","","","$590,000","$376.76","3/2,0,0,0","1566/P","1978","","8/8","","N","2.5","09/12/18","SAND"
"1","180042348","S","SFR/D","1643","Humphrey Place   ","ESC","","","$594,000","$326.19","4/2,0,0,0","1821/A","1964/ASR","","7/7","Y","N","2.5","09/07/18","SAND"
"1","180042429","S","DPLX/A","12449","Caminito Brioso   ","SD","","","$605,000","$439.68","2/2,0,1,0","1376/A","1995","","6/6","","N","2.5","09/04/18","SAND"
"1","180042401","S","SFR/D","2620","Meadows Trail Ln.   ","CHU","","","$605,000","$325.97","4/3,0,0,0","1856/A","2002/ASR","","8/8","","N","2.5","09/10/18","SAND"
"1","180042048","S","SFR/D","7786","Hemphill   ","SD","","","$609,000","$537.04","3/2,0,0,0","1134/P","1983","","12/12","","N","2.5","09/07/18","SAND"
"1","180042084","S","SFR/D","12736","Neddick Ave   ","POW","","","$633,000","$507.21","3/2,0,0,0","1248/A","1964","","0/61","","N","2.5","09/07/18","SAND"
"1","180042391","S","SFR/D","9930","Mollie Lane   ","SAN","","","$642,000","$341.85","4/2,0,0,0","1878/P","1998","","9/9","","N","2.5","08/27/18","SAND"
"1","180042449","S","SFR/D","2381","Wander Street   ","CHU","","","$660,000","$264.42","4/3,0,0,0","2496/A","2010","","12/12","","N","3","09/13/18","SAND"
"1","180042375","S","SFR/D","2526","Hartford St.   ","SD","","","$660,000","$616.25","2/1,0,1,0","1071/A","1969","","9/9","","N","2.5","08/31/18","SAND"
"1","180042306","S","SFR/D","7538","Hawks Peak   ","SD","","","$676,750","$379.56","3/2,0,1,0","1783/A","1986","","0/54","","N","2.5","08/30/18","SAND"
"1","180042035","S","SFR/D","4866","Mansfield St   ","SD","","","$705,000","$537.35","4/2,0,0,0","1312/A","1937/ASR","","7/7","N","N","3","08/21/18","SAND"
"1","180042116","S","TWNHS","13325","Via Tresca    #7","SD","","","$713,000","$350.71","4/2,0,1,0","2033/A","2003/ASR","","8/8","N","N","2.5","08/23/18","SAND"
"1","180042037","S","SFR/D","449","Lexington Cir   ","OCE","","","$734,000","$247.47","4/3,0,0,0","2966/A","1999/ASR","","5/5","","N","2.25","09/04/18","SAND"
"1","180042216","S","SFR/D","5153","Remington Rd   ","SD","","","$762,000","$425.22","3/2,0,0,0","1792/A","1958/ASR","","6/6","","N","2.5","09/05/18","SAND"
"1","180042271","S","SFR/D","17114","Bernardo Oaks Drive   ","SD","","","$790,000","$422.23","3/2,0,0,0","1871/AP","1964","","7/53","Y","Y","2.5","08/30/18","SAND"
"1","180042079","S","SFR/D","3253","Madrid   ","SD","","","$836,000","$400.96","4/2,0,1,0","2085/A","1985/ASR","","9/9","","N","2.5","09/10/18","SAND"
"1","180042106","S","SFR/D","11346","Pepperview Terrace   ","SD","","","$840,000","$466.15","3/2,0,1,0","1802/A","2000","","2/2","","N","2.5","08/28/18","SAND"
"1","180042114","S","SFR/D","3114","Kingsley Street   ","SD","","","$880,000","$595.40","3/2,0,0,0","1478/A","1937","","12/12","","N","2.5","09/04/18","SAND"
"1","180042342","S","SFR/D","517","Dew Point Avenue   ","CAR","","","$938,000","$461.84","4/2,0,1,0","2031/A","2000/ASR","","7/82","N","N","2.5","09/06/18","SAND"
"1","180042457","S","SFR","6041","ROSELLE MEADOWS TRAIL   ","SD","","","$1,012,000","$425.93","4/3,0,0,0","2376/A","2005/ASR","","6/6","N","N","2.25","09/05/18","SAND"
"1","180042406","S","SFR/D","5856","Cape Jewels Trail   ","SD","","","$1,052,000","$511.67","4/3,0,0,0","2056/P","2005","","9/9","Y","N","2.5","09/10/18","SAND"
"1","180042455","S","SFR/D","2527","Aster Street   ","SD","","","$1,180,000","$617.15","4/2,0,0,0","1912/A","1961/ASR","","2/2","","N","2.5","08/24/18","SAND"
"1","180042428","S","CONDO/A","1205","Pacific Hwy    #3003","SD","","","$1,200,000","$898.20","2/2,0,0,0","1336/","2005/ASR","","9/9","Y","N","2.5","09/14/18","SAND"
"1","180042262","S","SFR/D","3055","Palm Street   ","SD","","STD","$1,231,000","$629.35","3/3,0,0,0","1956/A","1930/ASR","","8/82","","N","2.5","09/07/18","SAND"
"1","180042279","S","SFR/D","773","Hymettus Ave.   ","ENCS","","","$1,299,000","$630.58","3/2,0,0,0","2060/A","1966","","5/5","","N","2.5","09/12/18","SAND"
"1","180042088","S","SFR/D","13639","Paseo de la Huerta   ","POW","","","$1,945,000","$364.71","5/5,0,1,0","5333/A","1996","","11/11","Y","","2.5","09/06/18","SAND"
"1","180042159","S","SFR/D","8430","Cliffridge Ln   ","LAJ","","","$1,975,120","$558.89","5/3,0,0,0","3534/A","1971/ASR","","10/10","Y","N","2.5","09/04/18","SAND"
"1","180042001","S","SFR/D","23","Castellina Drive   ","NC","","","$2,488,800","$719.93","3/3,0,1,0","3457/A","2001/ASR","","7/7","","N","2.5","08/17/18","SAND"
"1","PW18183839","S","CONDO/A","7220","Marina Pacifica DR  N","LONG","1","STD","$480,000","$518.36","1/0,2,0,0","926/A","1974/ASR","22.4721/978,884","20/20","Y","N","2.5","08/30/18","CRMLSM"
"1","PW18183920","S","COOP/A","13061","Oak Hills Dr. M9-#221L   ","SLB","1A","STD","$249,650","$217.09","2/1,0,0,0","1150/E","1962/ASR","0.0287/1,250","0/174","Y","N","2.5","08/27/18","CRMLSM"
"1","PW18184361","S","SFR/D","384","Grand AVE  ","LONG","2","STD","$989,000","$721.90","3/2,0,0,0","1370/A","1923/ASR","0.1173/5,109","8/8","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18184761","S","SFR/D","816","Loma AVE  ","LONG","3","STD","$765,000","$478.72","3/2,0,0,0","1598/A","1922/ASR","0.0847/3,688","13/13","Y","N","2.5","09/14/18","CRMLSM"
"1","PW18184448","S","SFR/D","4812","Brayton AVE  ","LONG","6","STD","$540,000","$434.78","2/1,0,0,0","1242/A","1942/ASR","0.1267/5,519","382/382","N","N","2.5","08/01/18","CRMLSM"
"1","OC18185037","S","SFR/D","19922","Estuary Lane   ","HB","14","STD","$795,000","$685.34","3/2,0,0,0","1160/A","1964/ASR","0.1403/6,112","5/5","N","N","2.5","09/11/18","CRMLSM"
"1","NP18185484","S","SFR/D","20322","Bancroft CIR  ","HB","14","STD","$949,123","$435.38","4/2,0,0,0","2180/A","1968/ASR","0.1377/6,000","0/0","Y","N","2.5","08/01/18","CRMLSM"
"1","OC18185045","S ","SFR/D","4703","Autry AVE  ","LONG","23","STD","$620,000","$434.78","3/2,0,0,0","1426/A","1950/ASR","0.1481/6,450","4/4","Y","N","2","09/04/18","CRMLSM"
"1","OC18184163","S","SFR/D","5531 E","Hanbury ST  ","LONG","29","STD","$745,888","$494.62","3/2,0,0,0","1508/A","1942/PUB","0.1338/5,830","12/12","Y","N","2.5","09/14/18","CRMLSM"
"1","PV18184948","S","TWNHS/A","936","Palo Verde AVE  ","LONG","38","STD","$618,000","$328.90","2/2,0,0,0","1879/A","1973/PUB","0.0384/1,674","9/9","N","N","2.5","08/31/18","CRMLSM"
"1","PW18183824","S","SFR/D","11151","Essex DR  ","LOSA","52","STD","$705,000","$917.97","2/1,0,0,0","768/A","1950/ASR","0.1752/7,630","14/14","N","N","2.5","09/12/18","CRMLSM"
"1","PW18185703","S","SFR/D","11585","Java ST  ","CYP","56","STD","$712,000","$452.35","3/1,1,0,0","1574/A","1971/ASR","0.1148/5,000","7/7","Y","N","2.5","08/28/18","CRMLSM"
"1","OC18185744","S","SFR/D","6422","Bannock RD  ","WTM","59","STD","$662,000","$401.94","4/2,0,0,0","1647/A","1955/ASR","0.1655/7,210","10/90","N","N","2","09/17/18","CRMLSM"
"1","OC18184638","S","SFR/D","11882","Sumo CIR  ","GG","64","STD","$640,000","$585.54","3/2,0,0,0","1093/A","1957/ASR","0.2496/10,873","10/10","Y","N","2.5","09/06/18","CRMLSM"
"1","OC18184276","S","SFR/D","8581","Edgemont CIR  ","WTM","67","STD","$815,000","$357.30","4/2,0,1,0","2281/A","1976/ASR","0.1377/6,000","23/150","N","N","2.5","09/17/18","CRMLSM"
"1","PW18185361","S","SFR/D","917 S","Corta DR  ","SA","68","STD","$745,000","$498.33","3/2,0,1,0","1495/A","1959/ASR","0.167/7,274","5/5","N","N","1.5","08/16/18","CRMLSM"
"1","PW18183761","S","CONDO/A","1509 S","Raitt ST   #G","SA","69","STD","$317,000","$364.79","2/1,0,0,0","869/A","1982/ASR","0.0199/869","16/16","N","N","2.5","09/10/18","CRMLSM"
"1","OC18184103","S","SFR/D","1314","Raymar ST  ","SA","69","STD","$499,000","$492.60","3/1,0,0,0","1013/A","1953/ASR","0.1483/6,458","10/10","N","N","2","09/13/18","CRMLSM"
"1","OC18185199","S","CONDO/A","424 E","Jeanette LN   #76","SA","70","STD","$590,000","$271.89","3/2,0,1,0","2170/A","2007/SLR","","14/14","N","N","2.5","09/10/18","CRMLSM"
"1","OC18185488","S","SFR/D","1972","Roanoke AVE  ","TUS","71","STD","$740,000","$439.43","4/2,0,0,0","1684/A","1968/ASR","0.1423/6,200","1/1","N","N","2.25","09/14/18","CRMLSM"
"1","IG18184615","S","SFR/D","2766 N","Gaff ST  ","ORG","72","STD","$658,000","$518.93","4/2,0,0,0","1268/A","1961/ASR","0.1607/7,000","7/7","N","Y","2","08/23/18","CRMLSM"
"1","PW18185688","S","CONDO/A","7926 E","Horizon View DR  ","AH","77","STD","$487,000","$432.50","2/2,0,0,0","1126/A","1996/ASR","0.0023/100","10/10","N","N","2.5","09/04/18","CRMLSM"
"1","PW18185254","S","SFR/A","831 S","Trailblazer CIR  ","AH","77","STD","$670,000","$399.28","4/2,0,1,0","1678/A","1987/ASR","0.1162/5,062","10/10","Y","N","2.5","09/11/18","CRMLSM"
"1","OC18185001","S","SFR/D","8875 E","Fallsview RD  ","AH","77","STD","$833,000","$365.03","4/3,0,0,0","2282/A","1998/ASR","0.1171/5,100","5/5","Y","N","2.5","09/05/18","CRMLSM"
"1","PW18185774","S","SFR/D","1403 E","Florida PL  ","ANA","78","STD","$485,000","$488.42","3/1,0,0,0","993/A","1952/ASR","0.141/6,141","17/17","N","N","2.5","09/14/18","CRMLSM"
"1","18369058","S","SFR/A","1329 N","MAPLE ST  ","ANA","79","STD","$480,000","$392.16","3/2,0,0,0","1224/","1954","0.1377/6,000","12/12","N","N","2.5","08/27/18","CLAW"
"1","OC18185162","S","SFR/D","1775 W","Goodhue AVE  ","ANA","79","STD","$630,000","$427.41","3/2,0,0,0","1474/A","1959/ASR","0.2225/9,690","3/3","N","N","2.5","09/05/18","CRMLSM"
"1","PW18185821","S","SFR/D","8392","Carob ST  ","CYP","80","STD","$636,000","$346.97","5/2,0,0,0","1833/A","1964/SLR","0.14/6,098","2/2","N","N","2","08/02/18","CRMLSM"
"1","SB18184320","S","SFR/D","10146","Elizabeth LN  ","BP","82","STD","$1,060,000","$417.98","4/3,0,0,0","2536/A","2016/BLD","0.0878/3,825","7/7","Y","N","2.5","09/07/18","CRMLSM"
"1","PW18185901","S","CONDO/A","1501","Brea BLVD   #307","FUL","83","STD","$195,000","$389.22","1/1,0,0,0","501/A","1992/ASR","0/1","6/6","Y","N","2","08/22/18","CRMLSM"
"1","PW18185375","S","SFR/D","4249 W","Olive AVE  ","FUL","83","STD","$567,500","$465.55","3/2,0,0,0","1219/A","1962/PUB","0.1377/6,000","6/6","N","N","2.5","09/10/18","CRMLSM"
"1","PW18183653","S","SFR/D","1612 S","Courtney AVE  ","FUL","83","STD","$589,000","$444.53","4/2,0,0,0","1325/A","1956/ASR","0.1752/7,630","9/9","Y","N","2.5","09/12/18","CRMLSM"
"1","OC18184685","S","SFR/D","1448","Holcomb PL  ","PLA","84","STD","$540,000","$474.52","3/2,0,0,0","1138/A","1997/ASR","0.0574/2,500","5/5","Y","N","2.5","08/24/18","CRMLSM"
"1","PW18184947","S","SFR/D","19459","Via Del Caballo   ","YL","85","STD","$1,290,000","$586.10","3/3,0,0,0","2201/A","1959/ASR","0.9998/43,552","17/17","N","Y","2.5","08/28/18","CRMLSM"
"1","PW18183946","S","SFR/D","2208","Arts AVE  ","BREA","86","STD","$800,000","$358.74","4/2,0,1,0","2230/A","2000/ASR","0.1035/4,507","9/9","N","N","2","08/31/18","CRMLSM"
"1","PW18185669","S","CONDO/A","1440 W","Lambert RD   #238","LH","87","STD","$305,000","$381.25","2/1,0,0,0","800/A","1971/ASR","0/0","1/1","Y","N","2.5","08/30/18","CRMLSM"
"1","PW18185336","S","CONDO/A","975 S","Idaho ST   #90","LH","87","STD","$357,000","$375.79","2/1,0,1,0","950/A","1973/ASR","0/0","8/8","Y","N","2","09/13/18","CRMLSM"
"1","OC18184796","S","CONDO/A","627 N","Bedford ST   #627","LH","87","STD","$400,000","$324.68","2/2,0,1,0","1232/A","1983/ASR","0/0","0/0","Y","N","2.5","08/10/18","CRMLSM"
"1","RS18184287","S","SFR/D","2729 W","78th ST  ","ING","101","STD","$625,000","$386.76","3/2,0,0,0","1616/A","1928/OTH","0.1546/6,735","4/4","Y","N","2.5","08/28/18","CRMLSM"
"1","SB18185814","S","SFR/D","4669 W","131st ST  ","HAWT","109","STD","$705,000","$401.94","3/1,0,1,0","1754/A","1952/ASR","0.1377/6,000","17/17","Y","N","2.5","09/17/18","CRMLSM"
"1","SB18185395","S","SFR/D","3733 W","135th ST  ","HAWT","110","STD","$335,000","$367.73","2/1,0,0,0","911/A","1953/ASR","0.1238/5,391","8/8","N","N","2.5","08/17/18","CRMLSM"
"1","PV18183679","S","SFR/D","25212","Andreo AVE  ","LOM","121","STD","$689,000","$618.49","3/1,1,0,0","1114/P","1958/ASR","0.119/5,183","7/7","Y","N","2.5","09/06/18","CRMLSM"
"1","DW18185088","S","TWNHS/A","1282","Tiger Eye DR  ","HC","124","STD","$540,000","$313.95","3/2,0,1,0","1720/A","2005/ASR","0.3376/14,705","8/8","N","N","2","08/29/18","CRMLSM"
"1","SB18185274","S","SFR/D","3404 W","187th ST  ","TORR","132","STD","$670,000","$575.11","3/2,0,0,0","1165/A","1950/EST","0.1148/5,000","6/6","Y","N","2.5","09/07/18","CRMLSM"
"1","SW18184195","S","SFR/D","2065 W","161st ST  ","TORR","133","PRO","$575,000","$467.48","2/1,0,0,0","1230/A","1950/ASR","0.1311/5,712","13/13","Y","N","2.5","09/06/18","CRMLSM"
"1","SB18184924","S","TWNHS/A","2328","Andreo AVE  ","TORR","134","STD","$635,000","$561.95","2/2,0,1,0","1130/A","2007/PUB","0.1865/8,122","9/9","N","N","2.5","09/05/18","CRMLSM"
"1","18370456","S","SFR/A","19830","REINHART AVE  ","CARS","137","PRO,NOD,FOR","$475,000","$310.05","4/2,0,0,0","1532/","1968","0.1266/5,515","2/2","","N","2.5","08/23/18","CLAW"
"1","818003772","S","SFR/D","2716","Highland AVE  ","MANH","142","STD","$2,650,000","$1,288.28","3/2,0,1,0","2057/T","1989/ASR","0.04/1,574","17/17","Y","","2.5","09/14/18","PFAR"
"1","SB18184467","S","SFR/D","665","27th ST  ","MANH","143","STD","$2,285,000","$1,057.38","3/2,1,0,0","2161/A","1940/PUB","0.1102/4,800","0/0","N","N","2.5","08/15/18","CRMLSM"
"1","SB18185933","S","SFR/D","1629","5th ST  ","MANH","147","STD","$1,600,000","$489.60","3/3,0,0,0","3268/A","1965/ASR","0.1722/7,500","4/4","Y","N","2.5","09/10/18","CRMLSM"
"1","SB18185741","S","CONDO/A","2750","Artesia BLVD   #109","REDO","152","STD","$455,000","$494.57","2/2,0,0,0","920/A","2007/ASR","1.0975/47,806","2/2","Y","N","2.5","08/17/18","CRMLSM"
"1","SW18185097","S","CONDO/A","41410","Juniper ST   #214","MUR","206","STD","$245,000","$211.39","2/2,0,0,0","1159/A","2005/ASR","0.01/436","7/7","Y","N","2.5","08/23/18","CRMLSM"
"1","NP18184697","S","SFR/D","42950","Joshua Tree CT  ","MUR","206","NOD","$699,000","$202.37","4/3,0,1,0","3454/A","2000/ASR","0.92/40,075","5/149","Y","N","2.5","08/27/18","CRMLSM"
"1","SW18183674","S","SFR/D","39765","Ridgedale DR  ","MUR","207","STD","$329,900","$171.47","3/2,0,0,0","1924/A","1988/ASR","0.2/8,712","5/5","N","N","2","09/04/18","CRMLSM"
"1","SW18183703","S","SFR/D","30027","Iron Horse DR  ","MUR","208","STD","$485,000","$211.88","3/2,0,0,0","2289/A","2003/ASR","0.15/6,534","8/8","Y","N","2.5","09/10/18","CRMLSM"
"1","SW18184808","S","SFR/D","41927","Pacific Grove WAY  ","TEM","209","STD","$410,000","$165.99","3/2,1,0,0","2470/A","2000/ASR","0.11/4,792","8/8","Y","N","2.5","08/24/18","CRMLSM"
"1","SW18185345","S","SFR/D","42031","Dahlia WAY  ","TEM","209","STD","$466,000","$148.27","5/3,0,0,0","3143/A","2001/ASR","0.19/8,276","12/12","N","N","3","09/06/18","CRMLSM"
"1","SW18185073","S","SFR/D","45132","Riverstone CT  ","TEM","213","STD","$914,000","$198.01","6/4,0,1,0","4616/A","2006/ASR","0.31/13,504","6/6","Y","Y","2.5","09/05/18","CRMLSM"
"1","SW18183731","S","SFR/D","36370","Fino Vista LN  ","TEM","216","STD","$839,900","$415.79","3/2,0,1,0","2020/A","1999/ASR","5.02/218,671","32/32","Y","Y","2.5","09/13/18","CRMLSM"
"1","SW18184317","S","MANL/D","841","San Pablo DR  ","HMT","223","STD","$120,000","$87.72","3/2,0,0,0","1368/A","1992/ASR","0.09/3,920","10/10","Y","N","2.5","09/07/18","CRMLSM"
"1","MB18183724","S","SFR/D","571 S","Cecelia DR  ","SJCN","223","STD","$230,000","$200.17","3/2,0,0,0","1149/A","1963/ASR","0.19/8,276","17/17","Y","Y","2","09/17/18","CRMLSM"
"1","SW18184289","S","SFR/D","1509","Willowbird CIR  ","HMT","223","STD","$285,000","$207.12","3/2,0,0,0","1376/A","2001/ASR","0.16/6,970","11/11","Y","N","2.5","09/11/18","CRMLSM"
"1","SW18183979","S","SFR/D","42105","Shadow LN  ","HMT","223","STD","$320,000","$172.04","3/2,0,1,0","1860/A","1991/ASR","0.16/6,970","12/12","Y","Y","2.5","09/10/18","CRMLSM"
