"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","180043311","S","CONDO","7319","Calle Cristobal    #141","SD","","","$420,000","$486.11","2/2,0,0,0","864/A","1990","","4/4","Y","N","2.5","09/05/18","SAND"
"1","180043236","S","CONDO/A","4034","Florida St    #3","SD","","","$420,000","$458.02","2/2,0,0,0","917/A","1988","","9/9","","N","2.5","09/04/18","SAND"
"1","180043579","S","CONDO/A","4051","Iowa    #6","SD","","","$425,000","$508.98","2/2,0,0,0","835/","1985","","5/5","","N","2.5","09/11/18","SAND"
"1","180043393","S","CONDO/A","1501","Front St    #637","SD","","","$430,000","$596.39","1/1,0,0,0","721/A","2004/ASR","","13/13","","N","2.5","09/11/18","SAND"
"1","180043432","S","CONDO","8860","Villa La Jolla Drive    #107","LAJ","","","$439,000","$624.47","1/1,0,0,0","703/A","1983/ASR","","10/10","Y","N","2.5","09/04/18","SAND"
"1","180043229","S","SFR/D","921","Marjorie Dr   ","SD","","","$445,000","$335.34","4/2,0,0,0","1327/A","1972","","3/3","Y","N","2.5","08/24/18","SAND"
"1","180043155","S","SFR/D","1858","Loreto Glen   ","ESC","","STD","$445,000","$359.74","3/2,0,0,0","1237/A","1990/ASR","","6/6","","N","3","08/30/18","SAND"
"1","180043509","S","TWNHS","585","Almond Rd.   ","SAM","","","$450,000","$366.45","3/3,0,0,0","1228/A","2004/ASR","","4/4","","N","2.5","09/06/18","SAND"
"1","180043437","S","SFR/D","31371","Canterbury Court   ","TEM","","","$455,000","$187.24","3/2,0,1,0","2430/A","1997/ASR","","11/61","","N","2.5","09/12/18","SAND"
"1","180043127","S","SFR/D","3109","55TH ST   ","SD","","","$460,000","$384.29","3/2,0,0,0","1197/A","1952","","13/13","","N","2.5","09/11/18","SAND"
"1","180043206","S","SFR/D","1265","Peach Grove Ln   ","VST","","","$465,000","$415.18","3/2,0,0,0","1120/A","1968","","4/4","","N","2.25","08/29/18","SAND"
"1","180043094","S","CONDO/A","1650","8th Ave    #309","SD","","","$470,000","$493.70","2/2,0,0,0","952/A","1980/ASR","","7/7","Y","N","2.5","09/07/18","SAND"
"1","180043223","S","TWNHS/A","3008","Plaza Lorenzo   ","BON","","","$473,000","$246.87","4/2,0,1,0","1916/A","1975","","4/4","","N","2.5","09/07/18","SAND"
"1","180043494","S","CONDO/A","999 N","Pacific Street    #F210","OCE","","","$475,000","$625.00","1/1,0,0,0","760/A","1978","","8/8","Y","N","2.5","09/12/18","SAND"
"1","180043642","S","SFR/D","9355","Fermi   ","SD","","TPAP","$475,500","$412.76","4/2,0,0,0","1152/A","1959/ASR","","5/5","","N","2.5","09/06/18","SAND"
"1","180043322","S","CONDO/A","5845","Friars Rd    #1115","SD","","","$476,000","$404.76","2/2,0,0,0","1176/A","1986","","4/4","","N","2.5","08/29/18","SAND"
"1","180043607","S","SFR/D","1038","57Th St   ","SD","","","$480,000","$387.10","3/2,0,0,0","1240/A","1958","","7/7","","N","2.5","08/29/18","SAND"
"1","180043347","S","CONDO/A","1225","Island Ave    #517","SD","","","$485,000","$455.83","2/2,0,0,0","1064/A","2004","","4/4","","N","2.5","08/29/18","SAND"
"1","180043649","S","SFR/D","3424","Fairway Dr   ","LMSA","","","$485,000","$366.31","3/2,0,0,0","1324/A","1951","","7/7","","N","2.5","08/28/18","SAND"
"1","180043597","S","SFR/D","12248","Nivel Court   ","SD","","","$485,000","$321.19","2/2,0,0,0","1510/A","1965/ASR","","0/0","","N","2.5","08/24/18","SAND"
"1","180043102","S","CONDO","3719","Balboa Ter    #B","SD","","","$490,000","$427.20","2/1,0,1,0","1147/A","1982","","9/9","Y","N","2.5","09/12/18","SAND"
"1","180043638","S","CONDO/A","6455","La Jolla Blvd    #145","LAJ","","","$503,000","$508.59","2/2,0,0,0","989/A","1970","","5/5","","N","2.5","09/07/18","SAND"
"1","180043394","S","TWNHS/A","2117","Cosmo Way   ","SAM","","","$510,000","$440.41","2/2,0,1,0","1158/A","2012","","3/3","","N","2.5","08/31/18","SAND"
"1","180043346","S","SFR/D","1448","Franceschi Dr   ","CHU","","","$529,000","$328.78","3/2,0,1,0","1609/A","2016","","6/6","Y","N","2.5","09/10/18","SAND"
"1","180043220","S","CONDO/A","9678","Caminito Del Vida   ","SD","","","$530,000","$476.19","3/2,0,0,0","1113/A","1974/ASR","","5/5","Y","N","2.4","08/31/18","SAND"
"1","180043713","S","SFR/D","3530","CLAVELITA ST.   ","SD","","","$535,000","$312.32","3/2,0,0,0","1713/P","1977","","4/4","","N","2.5","09/10/18","SAND"
"1","180043201","S","SFR/D","1021","Corte Maria Ave.   ","CHU","","","$540,000","$450.00","3/2,0,0,0","1200/A","1956","","12/12","","N","2","09/07/18","SAND"
"1","180043472","S","SFR/D","162 N","Stephanie   ","ELC","","","$555,000","$417.29","3/1,0,1,0","1330/P","1960","","9/9","","Y","2.5","09/14/18","SAND"
"1","180043414","S","SFR/D","8111 E","Torin St.   ","LONG","","","$567,500","$506.70","3/1,0,1,0","1120/A","1960/ASR","","5/5","","N","2.5","08/24/18","SAND"
"1","180043100","S","SFR/D","10323","WALDEN COURT   ","SAN","","","$570,000","$449.17","3/2,0,0,0","1269/AP","1960","","14/14","","N","2","09/11/18","SAND"
"1","180043242","S","CONDO","3151","Old Bridgeport Way   ","SD","","","$575,000","$352.33","3/2,0,1,0","1632/A","1983","","12/12","","N","2.5","09/13/18","SAND"
"1","180043615","S","CONDO","1150","J Street    #717","SD","","","$575,000","$469.77","2/2,0,0,0","1224/A","2005","","3/3","Y","N","2.5","08/31/18","SAND"
"1","180043360","S","SFR/D","1915","Alta Vista   ","VST","","","$575,000","$366.71","3/2,0,0,0","1568/A","1972/ASR","","13/13","","N","2.5","09/14/18","SAND"
"1","180043160","S","SFR/D","4797","Rolando Blvd   ","SD","","","$579,000","$437.64","3/2,0,0,0","1323/A","1964","","14/14","","N","2.5","09/12/18","SAND"
"1","180043260","S","CONDO/A","2010","Shadytree Lane   ","ENCS","","","$582,000","$391.92","3/2,0,0,0","1485/A","1978/ASR","","27/27","","N","2.5","09/11/18","SAND"
"1","180043335","S","CONDO","2130 S","Coast Hwy   ","OCE","","","$584,000","$367.30","2/2,0,0,0","1590/A","1982/ASR","","5/5","","N","3","09/07/18","SAND"
"1","180043557","S","SFR/D","16723","Antonio Dr.   ","SD","","","$584,500","$510.93","3/2,0,0,0","1144/A","1964/ASR","","8/8","","N","2.5","08/28/18","SAND"
"1","180043632","S","SFR/D","2617","Larkin Pl   ","SD","","","$585,000","$354.98","3/2,0,0,0","1648/A","1961","","3/3","","N","2","08/30/18","SAND"
"1","180043556","S","SFR/D","6869","Town View Ln   ","SD","","","$605,000","$403.33","3/2,0,0,0","1500/A","1971/ASR","","10/66","","N","2.5","09/12/18","SAND"
"1","180043364","S","SFR/D","1312","Via Isidro   ","OCE","","","$607,000","$294.80","4/2,0,1,0","2059/A","1990","","2/2","","N","2.5","09/05/18","SAND"
"1","180043248","S","SFR/D","405","Witherspoon Way   ","ELC","","","$610,000","$371.05","3/3,0,0,0","1644/A","1963/ASR","","5/5","","N","2.5","09/17/18","SAND"
"1","180043608","S","SFR/D","4835","Kings Way   ","SD","","STD","$615,000","$550.09","3/2,0,0,0","1118/A","1961","","4/4","Y","N","2.5","09/05/18","SAND"
"1","180043340","S","SFR/D","1868","Century Way   ","ESC","","","$615,000","$264.06","5/3,0,0,0","2329/A","1993","","9/9","","N","2.5","08/27/18","SAND"
"1","180043112","S","SFR/D","10420","Hebrides Cir.   ","SD","","","$617,000","$467.42","4/2,0,0,0","1320/A","1971/ASR","","14/14","","N","2.5","09/07/18","SAND"
"1","180043354","S","SFR/D","2301","Old Ranch Rd.   ","ESC","","","$619,000","$254.00","3/2,0,1,0","2437/A","1998/ASR","","16/16","Y","N","2.5","09/12/18","SAND"
"1","180043493","S","SFR/D","1820","Pine View Rd.   ","ALP","","","$620,000","$328.74","3/3,0,1,0","1886/A","1960/ASR","","0/0","","N","2.5","09/12/18","SAND"
"1","180043681","S","CONDO/A","3695","Caminito Carmel Lndg   ","SD","","","$625,000","$585.21","2/2,0,1,0","1068/A","1985","","6/6","","N","2.5","09/04/18","SAND"
"1","180043259","S","SFR/D","3571","Belford St.   ","SD","","","$627,600","$509.42","3/2,0,0,0","1232/A","1960","","5/5","","N","2.5","08/31/18","SAND"
"1","180043266","S","SFR/D","2635","Glenridge Rd   ","ESC","","","$649,000","$319.39","4/2,0,0,0","2032/A","1984/ASR","","9/9","","N","2.5","09/11/18","SAND"
"1","180043222","S","SFR/D","3672","Cypress  Rd   ","OCE","","","$650,000","$263.91","4/2,0,0,0","2463/A","2006","","10/10","","N","2","09/14/18","SAND"
"1","180043392","S","CONDO/A","850","Beech St    #1003","SD","","","$670,000","$544.72","2/2,0,0,0","1230/","2003","","9/9","Y","","2.5","08/31/18","SAND"
"1","180043379","S","SFR/D","647","Shenandoah Ave   ","SAM","","","$675,000","$386.60","4/2,0,1,0","1746/A","1995/ASR","","9/9","","N","2.5","08/28/18","SAND"
"1","180043499","S","CONDO/A","999 N","Pacific Street    #B306","OCE","","","$685,000","$609.43","2/2,0,0,0","1124/A","1978","","11/11","Y","N","2.5","09/07/18","SAND"
"1","180043568","S","SFR/D","9520","El Granito Ave   ","LMSA","","","$700,000","$328.33","3/2,0,0,0","2132/A","1959/ASR","","2/2","Y","N","2.5","09/06/18","SAND"
"1","180043474","S","DPLX/A","11874","Cypress Canyon Rd    #2","SD","","","$734,000","$489.01","3/2,0,1,0","1501/A","1999/ASR","","5/5","Y","N","2.5","09/13/18","SAND"
"1","180043419","S","SFR/D","3419","Arborview Dr   ","SAM","","","$735,000","$277.46","5/3,0,1,0","2649/A","2011/ASR","","10/10","Y","N","2.5","09/12/18","SAND"
"1","180043552","S","SFR/D","1089","Inverlochy   ","FBRK","","","$739,000","$249.83","4/2,0,1,0","2958/P","2002","","3/3","N","N","2.5","09/07/18","SAND"
"1","180043092","S","SFR/D","420 N","Clementine St   ","OCE","","","$750,000","$779.63","2/1,0,0,0","962/P","1946","","3/3","","N","2.5","09/04/18","SAND"
"1","180043191","S","TWNHS","3494","VOYAGER CIRCLE   ","SD","","","$753,000","$607.26","2/2,0,0,0","1240/A","1985/ASR","","4/4","","N","2.5","08/22/18","SAND"
"1","180043342","S","SFR/D","3333 N","Mountain View Drive   ","SD","","","$765,000","$508.31","4/1,0,0,0","1505/E","1935","","4/4","","N","2.5","09/12/18","SAND"
"1","180043213","S","SFR/D","11672","Ramsdell Ct   ","SD","","","$769,000","$511.64","3/2,0,1,0","1503/P","1995","","6/6","","N","2","09/04/18","SAND"
"1","180043316","S","SFR/D","4724","MATTY CT.   ","LMSA","","","$780,000","$298.62","3/2,0,1,0","2612/A","1979/ASR","","4/10","Y","Y","2.5","08/28/18","SAND"
"1","180043337","S","SFR/D","2028","Loch Lomond Highlands   ","VST","","","$825,000","$262.57","4/2,0,1,0","3142/A","2007/ASR","","6/101","N","N","2.5","08/22/18","SAND"
"1","180043198","S","CONDO/A","1536","Seacoast Drive   ","IMB","","","$872,000","$859.96","2/2,0,0,0","1014/A","1979","","6/6","","N","2.5","09/14/18","SAND"
"1","180043621","S","SFR/D","7110","Mimosa Dr   ","CAR","","","$885,000","$585.32","3/2,0,0,0","1512/A","1978","","32/50","Y","N","2.5","09/14/18","SAND"
"1","180043104","S","SFR/D","6385","Lake Atlin Ave   ","SD","","","$919,000","$345.23","4/4,0,0,0","2662/A","2018","","14/325","","N","20000","08/31/18","SAND"
"1","180043137","S","SFR/D","11017","Pallon Way   ","SD","","","$920,000","$367.71","6/2,0,1,0","2502/A","1974","","9/9","","N","2.5","09/06/18","SAND"
"1","180043129","S","SFR/D","1873","High Ridge Ave   ","CAR","","","$950,000","$556.21","3/2,0,0,0","1708/A","1986","","10/10","Y","Y","2.5","09/14/18","SAND"
"1","180043195","S","SFR/D","3965","Stella Maris Ln   ","CAR","","STD","$954,000","$471.34","4/3,0,0,0","2024/A","1966/ASR","","4/4","","N","2.5","08/29/18","SAND"
"1","180043618","S","CONDO/A","3772","Quarter Mile   ","SD","","","$992,000","$458.41","3/2,0,1,0","2164/P","2004","","13/47","","N","2.5","08/30/18","SAND"
"1","180043140","S","SFR/D","1557","Caudor   ","ENCS","","","$1,000,000","$676.13","3/2,0,0,0","1479/P","1973","","21/21","","N","2.5","09/10/18","SAND"
"1","180043326","S","SFR/D","6741","Golden Glen Ln   ","SD","","","$1,068,000","$479.14","4/2,0,1,0","2229/A","2014","","3/3","Y","N","2.5","09/06/18","SAND"
"1","180043169","S","SFR/D","13367","Grandvia Pt   ","SD","","","$1,115,000","$688.27","3/2,0,0,0","1620/P","1987","","6/6","Y","N","2.5","09/05/18","SAND"
"1","180043263","S","SFR/D","13950","Baileyana Ln   ","SD","","","$1,195,000","$449.92","4/3,0,0,0","2656/A","2016","","18/18","Y","N","2.25","09/05/18","SAND"
"1","180043341","S","SFR/D","917","Summer Holly Ln   ","ENCS","","","$1,575,000","$489.89","5/3,0,0,0","3215/","1988","","10/10","Y","Y","2.5","09/14/18","SAND"
"1","180043492","S","SFR/D","4635","Caminito San Sebastian   ","DEM","","","$1,595,000","$559.26","3/2,0,1,0","2852/A","1989","","10/168","","N","2.5","09/12/18","SAND"
"1","180043270","S","SFR/D","1329","Shorebird Lane   ","CAR","","","$1,950,000","$517.38","4/3,0,1,0","3769/A","2000/BLD","","5/5","Y","N","2.5","09/10/18","SAND"
"1","180043350","S","SFR/D","5364","Canterbury Drive   ","SD","","","$2,025,000","$520.16","4/4,0,1,0","3893/A","1955/ASR","","6/6","Y","Y","2.5","09/06/18","SAND"
"1","180043534","S","SFR/D","1241","Umatilla St   ","DEM","","","$2,320,000","$875.80","3/2,0,1,0","2649/A","1991/ASR","","16/16","","N","2.5","09/12/18","SAND"
"1","180043324","S","SFR/D","2222","Guy Street   ","SD","","","$2,400,000","$769.72","3/3,0,1,0","3118/A","2017/ASR","","17/17","Y","N","2.5","08/31/18","SAND"
"1","PW18189599","S","SFR/D","7069","Mariner WAY  ","LONG","1","STD","$711,000","$426.00","3/3,0,0,0","1669/A","1973/ASR","0.0537/2,338","4/4","N","N","2","08/27/18","CRMLSM"
"1","PW18190372","S","COOP/A","1642","Merion WAY M-2  #40A","SLB","1A","STD","$310,000","$387.50","2/1,0,0,0","800/E","1962/EST","","9/9","Y","Y","2.5","09/17/18","CRMLSM"
"1","TR18189255","S","CONDO/A","2222 9 E","2nd ST   #9","LONG","2","STD","$375,800","$548.61","1/1,0,0,0","685/A","1955/ASR","0.19/8,276","8/58","Y","N","2","09/11/18","CRMLSM"
"1","PW18188419","S","SFR/D","347","Argonne AVE  ","LONG","2","STD","$803,000","$976.89","2/1,1,0,0","822/AP","1923/ASR","0.0581/2,533","4/4","Y","N","2.5","08/24/18","CRMLSM"
"1","PW18189747","S","SFR/D","1392","Grand AVE  ","LONG","3","STD","$317,000","$720.45","2/1,0,0,0","440/A","1995/ASR","0.025/1,087","8/8","N","N","3","09/14/18","CRMLSM"
"1","PW18188662","S","SFR/D","1401","Park AVE  ","LONG","3","STD","$475,000","$583.54","2/1,0,0,0","814/A","1923/PUB","0.119/5,183","16/16","Y","N","2.5","09/07/18","CRMLSM"
"1","PW18190352","S","SFR/D","733","Walnut AVE  ","LONG","4","STD","$500,000","$462.11","2/1,0,0,0","1082/A","1920/ASR","0.1169/5,091","0/0","Y","N","2.5","09/10/18","CRMLSM"
"1","RS18190510","S","SFR/D","1621 E","Marshall PL  ","LONG","6","STD","$825,000","$524.81","3/2,0,1,0","1572/A","1948/ASR","0.1406/6,125","7/7","N","N","2.5","09/07/18","CRMLSM"
"1","OC18189554","S","SFR/D","2262","Roswell AVE  ","LONG","7","STD","$730,000","$298.94","4/3,0,0,0","2442/A","1943/ASR","0.1494/6,506","0/0","N","N","3","08/24/18","CRMLSM"
"1","PW18189754","S","SFR/D","1809","Saint Louis AVE  ","SIGH","8","STD","$520,000","$428.34","2/2,0,1,0","1214/A","1998/ASR","0.0408/1,776","5/5","Y","N","2.5","09/05/18","CRMLSM"
"1","OC18188513","S","CONDO/A","20371","Bluffside CIR   #106","HB","14","STD","$425,000","$555.56","1/1,0,0,1","765/A","1983/ASR","0.2295/9,999","13/13","Y","N","2.5","09/13/18","CRMLSM"
"1","OC18188258","S","SFR/A","10136","Holburn DR  ","HB","14","STD","$455,000","$473.96","2/1,0,1,0","960/A","1964/ASR","0.0147/640","5/5","Y","N","2.5","08/29/18","CRMLSM"
"1","NP18189098","S","CONDO/A","20152","Bayfront LN   #102","HB","14","STD","$540,000","$463.12","2/2,0,0,0","1166/D","1983/ASR","0/0","4/4","Y","N","2","09/06/18","CRMLSM"
"1","OC18189828","S","TWNHS/A","6021","Shadowbrook CIR  ","HB","15","STD","$888,000","$430.02","2/2,0,1,0","2065/A","1987/OTH","0.0362/1,575","24/24","Y","N","2.5","09/05/18","CRMLSM"
"1","NP18189577","S","CONDO/A","711","Pacific Coast    #212","HB","15","STD","$1,575,000","$1,627.07","2/1,0,1,0","968/A","1967/PUB","","9/146","Y","N","2.5","08/23/18","CRMLSM"
"1","OC18188547","S","SFR/D","10251","Circulo De Juarez   ","FV","16","STD","$1,990,000","$574.48","6/","3464/A","2017/ASR","0.1653/7,200","17/17","Y","N","2.25","09/07/18","CRMLSM"
"1","CV18190852","S","SFR/D","6922","Verlene CIR  ","HB","17","STD","$842,000","$520.40","3/2,0,0,0","1618/A","1963/ASR","0.1391/6,060","7/7","","N","2.25","08/30/18","CRMLSM"
"1","IV18189127","S","SFR/D","6261","Obispo AVE  ","LONG","23","STD","$489,900","$289.37","3/2,0,0,0","1693/A","1952/ASR","0.1458/6,351","3/3","N","N","2.5","08/14/18","CRMLSM"
"1","DW18188312","S","SFR/D","4638","Vangold AVE  ","LW","28","STD","$500,000","$405.84","3/1,0,0,0","1232/A","1955/ASR","0.1143/4,978","2/2","N","N","2500","08/03/18","CRMLSM"
"1","SB18189917","S","SFR/D","5906 E","Marita ST  ","LONG","34","STD","$657,000","$615.17","2/2,0,0,0","1068/A","1949/ASR","0.1447/6,305","1/1","Y","N","2","08/06/18","CRMLSM"
"1","PW18188629","S","SFR/D","10362","Hill RD  ","GG","62","STD","$645,000","$389.49","3/2,0,0,0","1656/A","1955/PUB","0.1733/7,548","12/12","N","N","2","09/05/18","CRMLSM"
"1","PW18189476","S ","SFR/D","12112","Brookhaven   ","GG","63","STD","$610,000","$435.71","3/2,0,0,0","1400/S","1954/ASR","0.2089/9,100","7/7","N","N","2.5","08/20/18","CRMLSM"
"1","OC18191153","S","CONDO/A","717 E","CHESTNUT AVE   #5","SA","69","STD","$300,000","$250.00","3/2,0,0,0","1200/P","1982/ASR","","2/2","N","N","2.5","08/31/18","CRMLSM"
"1","OC18189712","S","SFR/D","2327 E","Sycamore AVE  ","ORG","75","STD","$690,000","$544.16","3/2,0,0,0","1268/A","1960/ASR","0.21/9,148","6/6","Y","N","2","09/14/18","CRMLSM"
"1","18372434","S","SFR/D","999 S","FIREFLY DR  ","AH","77","STD","$940,000","$341.57","4/2,0,1,0","2752/O","1993/ASR","0.2583/11,250","4/4","Y","Y","3","09/14/18","CLAW"
"1","OC18189521","S","SFR/D","1640 W","Palais RD  ","ANA","79","STD","$700,000","$480.44","3/2,0,0,0","1457/A","1961/ASR","0.2266/9,870","12/12","Y","N","2","09/06/18","CRMLSM"
"1","PW18191071","S","SFR/D","1061 N","Reiser CT  ","ANA","79","STD","$780,000","$282.30","5/3,0,0,0","2763/A","2003/SLR","0.1207/5,257","13/13","Y","N","2.5","09/12/18","CRMLSM"
"1","PW18190676","S","SFR/D","7511","Black Star LN  ","LP","81","STD","$760,000","$348.94","4/2,1,0,0","2178/S","1969/EST","0.1033/4,500","10/10","N","N","2","09/05/18","CRMLSM"
"1","OC18188499","S","SFR/D","7317","El Prado WAY  ","BP","82","STD","$535,000","$509.52","3/1,0,0,0","1050/A","1957/ASR","0.1396/6,080","11/11","N","N","2.5","09/05/18","CRMLSM"
"1","OC18189196","S","TWNHS/A","8560","Stanton AVE  ","BP","82","STD","$650,000","$308.35","4/2,1,0,0","2108/B","2018/BLD","0/0","20/20","N","N","3","09/07/18","CRMLSM"
"1","IG18188225","S","SFR/D","2112 W","Gage AVE  ","FUL","83","STD","$535,000","$384.62","3/2,0,0,0","1391/A","1955/ASR","0.1756/7,649","7/7","Y","N","2","09/11/18","CRMLSM"
"1","PW18190801","S","SFR/D","1760","Island DR  ","FUL","83","STD","$988,800","$443.81","4/2,0,0,0","2228/A","1977/APP","0.2091/9,108","10/10","Y","N","2","09/14/18","CRMLSM"
"1","PW18190384","S","SFR/D","2946","Arboridge CT  ","FUL","83","STD","$1,298,000","$355.23","5/2,0,1,0","3654/A","2000/ASR","0.1719/7,490","9/9","N","N","2.5","09/14/18","CRMLSM"
"1","PW18188334","S","SFR/D","19752","Venecia LN  ","YL","85","STD","$775,000","$296.48","4/2,0,1,0","2614/A","1970/ASR","0.1465/6,380","11/11","N","Y","2.5","09/12/18","CRMLSM"
"1","PW18188918","S","SFR/D","5682","Club View DR  ","YL","85","STD","$1,515,000","$527.51","4/2,0,1,0","2872/A","1967/ASR","0.3517/15,322","0/0","Y","N","2.5","08/03/18","CRMLSM"
