"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","IV18178574","S","CONDO/A","1030","Loma AVE   #105","LONG","2","STD","$379,900","$394.09","2/1,1,0,0","964/A","1990/ASR","0.2387/10,399","13/13","Y","N","2.5","09/07/18","CRMLSM"
"1","PW18177179","S","SFR/D","3525 E","6th ST  ","LONG","2","STD","$675,000","$683.20","2/1,0,0,0","988/A","1925/ASR","0.0575/2,505","16/16","Y","N","2.25","09/12/18","CRMLSM"
"1","PW18177776","S","CONDO/A","3424","Hathaway AVE   #313","LONG","3","STD","$323,000","$538.33","1/1,0,0,0","600/E","1990/ASR","5.0581/220,333","4/4","Y","N","2.5","08/24/18","CRMLSM"
"1","IG18177582","S","CONDO/A","839 E","9th ST   #10","LONG","4","STD","$319,900","$358.63","2/2,0,0,0","892/A","1983/ASR","0.3035/13,219","11/11","N","N","2.5","08/29/18","CRMLSM"
"1","PW18178396","S","CONDO/A","838","Pine AVE   #316","LONG","4","STD","$425,000","$456.99","2/2,0,0,0","930/A","1998/ASR","0.697/30,361","4/4","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18177218","S","SFR/D","1662 E","63rd ST  ","LONG","7","STD","$460,000","$456.35","3/1,0,0,0","1008/A","1944/ASR","0.1221/5,320","14/14","N","N","2","08/30/18","CRMLSM"
"1","SB18178149","S","SFR/D","4761","Pacific AVE  ","LONG","7","STD","$470,000","$467.66","2/1,0,0,0","1005/A","1953/ASR","0.1227/5,343","13/13","Y","N","2.5","08/31/18","CRMLSM"
"1","SR18177383","S","SFR/D","2286","Fashion AVE  ","LONG","11","STD","$425,000","$520.83","2/1,0,0,0","816/A","1938/ASR","0.0769/3,350","1/1","N","N","2.5","07/31/18","CRIS"
"1","OC18178115","S","CONDO/A","20371","Bluffside CIR   #B307","HB","14","STD","$350,000","$700.00","0/1,0,0,0","500/E","1984/ASR","1/43,560","3/3","Y","N","2","08/17/18","CRMLSM"
"1","OC18177853","S","SFR/D","8572","Marvale DR  ","HB","14","STD","$1,000,000","$451.26","3/3,0,0,0","2216/A","1974/APP","0.1981/8,631","10/10","N","Y","2.5","08/31/18","CRMLSM"
"1","OC18178584","S","CONDO/A","6600","Warner AVE   #212","HB","15","STD","$349,000","$462.86","1/1,0,0,0","754/A","1969/ASR","0.02/871","21/105","Y","N","2.5","08/29/18","CRMLSM"
"1","OC18177231","S","CONDO/A","215","Wichita AVE   #204","HB","15","STD","$420,000","$431.65","2/2,0,0,0","973/A","1978/PUB","","23/23","N","N","2","09/12/18","CRMLSM"
"1","PW18178579","S","CONDO/D","18915","Breezy LN  ","HB","15","STD","$533,483","$330.94","3/3,0,0,0","1612/A","1999/ASR","0.0344/1,500","13/13","Y","N","2.5","08/31/18","CRMLSM"
"1","OC18177810","S","SFR/D","312","8th ST  ","HB","15","STD","$1,199,000","$570.95","3/3,0,0,0","2100/P","1980/ASR","0.0671/2,925","9/9","Y","N","2.5","08/31/18","CRMLSM"
"1","OC18177692","S","TWNHS/A","10670","La Rosa LN  ","FV","16","STD","$510,000","$444.25","2/1,0,1,0","1148/A","1973/ASR","0.0463/2,016","0/0","N","N","2.5","08/21/18","CRMLSM"
"1","OC18178713","S","SFR/D","9637","La Capilla AVE  ","FV","16","STD","$940,000","$355.52","4/3,0,0,0","2644/A","1967/ASR","0.1687/7,350","5/5","N","N","3","08/22/18","CRMLSM"
"1","OC18178063","S","CONDO/A","4561","Warner AVE   #303","HB","17","STD","$520,000","$504.36","2/2,0,0,0","1031/A","1989/ASR","","15/15","N","N","2.5","09/10/18","CRMLSM"
"1","OC18177581","S","SFR/D","4632","Nipomo AVE  ","LW","25","STD","$620,000","$576.21","3/1,0,0,0","1076/A","1950/ASR","0.1171/5,103","13/13","N","N","2.5","08/28/18","CRMLSM"
"1","PW18178491","S","SFR/D","4520","Faculty AVE  ","LONG","29","STD","$800,000","$522.53","3/2,0,0,0","1531/A","1947/ASR","0.1866/8,130","9/9","Y","Y","2.5","09/04/18","CRMLSM"
"1","PW18177580","S","SFR/D","7860 E","Crest CIR  ","LONG","42","STD","$782,000","$520.29","3/2,0,0,0","1503/A","1963/PUB","0.1561/6,800","0/0","Y","Y","2.5","08/22/18","CRMLSM"
"1","PW18178482","S","SFR/D","5302","Park AVE  ","GG","47","STD","$675,000","$454.24","4/2,0,0,0","1486/A","1965/ASR","0.1377/6,000","0/0","Y","N","2","07/13/18","CRMLSM"
"1","LG18178142","S","SFR/D","9342","Bevan AVE  ","WTM","59","STD","$765,000","$407.13","4/3,0,0,0","1879/A","1969/ASR","0.1377/6,000","37/37","N","N","2","09/17/18","CRMLSM"
"1","OC18178019","S","CONDO/A","12555","Euclid ST   #9","GG","63","STD","$329,888","$438.68","1/1,0,0,0","752/A","1983/ASR","","5/5","Y","N","2.5","08/22/18","CRMLSM"
"1","PW18177902","S","SFR/D","15592","Wilson ST  ","MC","65","STD","$665,000","$412.02","4/2,0,0,0","1614/A","1958/APP","0.1669/7,272","4/40","N","N","2.5","08/24/18","CRMLSM"
"1","OC18178738","S","SFR/D","16301","Mercury DR  ","WTM","67","STD","$665,000","$644.38","3/1,1,0,0","1032/A","1961/ASR","0.1377/6,000","8/8","N","N","2","09/05/18","CRMLSM"
"1","OC18177713","S","SFR/D","3340","S Crawford Glen   ","SA","69","STD","$1,330,000","$298.34","5/4,0,1,0","4458/A","2005/BLD","0.1503/6,548","16/29","Y","N","2.5","08/22/18","CRMLSM"
"1","PW18177747","S","CONDO/A","1006","Cabrillo Park DR   #F","SA","70","STD","$382,000","$379.34","2/2,0,0,0","1007/A","1972/ASR","0/0","5/5","Y","N","2.5","08/30/18","CRMLSM"
"1","PW18178702","S","SFR/D","511 N","Pacific AVE  ","SA","70","STD","$495,000","$554.93","2/1,0,0,0","892/A","1930/ASR","0.0826/3,600","9/9","N","N","2","09/11/18","CRMLSM"
"1","PW18177552","S","SFR/D","918","Virginia AVE  ","SA","70","STD","$630,000","$469.45","3/2,0,0,0","1342/A","1961/PUB","0.1722/7,500","7/7","N","N","3","09/05/18","CRMLSM"
"1","OC18177994","S","SFR/D","642","Ambrose LN  ","TUS","71","STD","$703,500","$425.08","3/2,0,1,0","1655/A","2000/ASR","0.0615/2,678","8/8","N","N","2.5","09/14/18","CRMLSM"
"1","OC18178023","S","SFR/D","18452","Manning DR  ","TUS","71","STD","$805,000","$500.00","3/2,0,0,0","1610/A","1955/ASR","0.2296/10,000","10/10","Y","Y","2.5","09/04/18","CRMLSM"
"1","PW18178120","S","CONDO/A","5744 E","CREEKSIDE AVE   #49","ORG","72","STD","$348,000","$453.12","1/1,0,0,0","768/P","1982/SEE","","7/7","Y","Y","2.5","09/14/18","CRMLSM"
"1","PW18177357","S","SFR/D","3041 E","Ruth PL  ","ORG","75","STD","$699,000","$366.16","4/2,0,0,0","1909/E","1963/EST","0.1745/7,600","8/8","N","N","2.5","08/20/18","CRMLSM"
"1","PW18177820","S","CONDO/A","5486 E","Willow Woods LN   #B","AH","77","STD","$364,990","$413.82","2/1,0,0,0","882/A","1976/PUB","0/0","23/23","Y","N","2.25","09/12/18","CRMLSM"
"1","PW18178620","S","SFR/D","8895 E","Wiley WAY  ","AH","77","STD","$900,000","$365.11","5/3,0,0,0","2465/AP","1999/APP","0.1607/7,000","4/4","Y","Y","2.5","08/28/18","CRMLSM"
"1","DW18178728","S","CONDO/A","1801 E","Katella AVE   #4037","ANA","78","STD","$475,000","$447.27","2/2,0,0,0","1062/A","2006/OTH","0/0","14/14","Y","N","2.5","09/06/18","CRMLSM"
"1","PW18178532","S","CONDO/A","1401 W","Cerritos AVE   #65","ANA","79","STD","$460,000","$318.12","3/2,0,1,0","1446/A","1978/ASR","","0/0","Y","N","2","07/27/18","CRMLSM"
"1","CV18178694","S","CONDO/A","301 N","Ford AVE   #235","FUL","83","STD","$147,000","$432.35","0/1,0,0,0","340/A","1985/ASR","","18/18","Y","N","2","09/10/18","CRMLSM"
"1","PW18178207","S","CONDO/A","1245","Paseo Dorado    #23","FUL","83","STD","$435,000","$363.11","2/2,0,1,0","1198/A","1971/ASR","0/0","0/0","N","N","1.9","07/24/18","CRMLSM"
"1","PW18177584","S","SFR/A","3624 W","Ash AVE  ","FUL","83","STD","$485,000","$644.95","2/1,0,0,0","752/A","1953/ASR","0.1377/6,000","3/3","N","N","2","08/24/18","CRMLSM"
"1","PW18177386","S","CONDO/A","2207","Chaffee ST  ","FUL","83","STD","$550,000","$309.51","3/2,0,0,0","1777/A","2003/BLD","","0/0","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18177915","S","SFR/D","1411","Miramar DR  ","FUL","83","STD","$1,200,000","$363.64","3/2,1,1,0","3300/E","1963/ASR","0.5464/23,800","28/28","Y","Y","2.5","09/14/18","CRMLSM"
"1","PW18178460","S","SFR/D","312","Livingston AVE  ","PLA","84","STD","$685,000","$471.76","3/2,0,0,0","1452/A","1976/ASR","0.1607/7,000","4/4","N","N","2.5","09/07/18","CRMLSM"
"1","PW18177442","S","CONDO/A","5856","Portsmouth RD   #284","YL","85","STD","$406,000","$411.35","2/2,0,0,0","987/A","1985/ASR","0/0","31/31","Y","N","2.5","09/11/18","CRMLSM"
"1","PW18178450","S","CONDO/A","19926","Ridge Manor WAY   #43","YL","85","STD","$425,000","$417.90","2/1,0,1,0","1017/A","1979/ASR","","3/3","Y","N","2.5","09/06/18","CRMLSM"
"1","PW18178047","S","TWNHS/A","6711","Palma CIR  ","YL","85","STD","$480,000","$384.00","3/1,0,1,0","1250/A","1964/PUB","0.0413/1,800","5/5","Y","N","2.5","08/24/18","CRMLSM"
"1","PW18177315","S","SFR/D","3629 W","117th ST  ","ING","102","STD","$695,000","$470.87","3/2,0,0,0","1476/A","1950/ASR","0.1805/7,864","8/8","Y","N","2.5","08/30/18","CRMLSM"
"1","SW18177134","S","SFR/D","15318","Daphne AVE  ","GR","117","STD","$615,000","$435.24","4/1,0,1,0","1413/A","1940/SEE","0.1228/5,350","1/1","N","N","2","09/12/18","CRMLSM"
"1","SB18177205","S","SFR/D","16814 S","Mariposa AVE  ","GR","119","STD","$632,000","$300.95","4/1,2,0,0","2100/A","1963/ASR","0.1166/5,077","8/8","Y","N","3","09/04/18","CRMLSM"
"1","SB18177798","S","SFR/D","2319","254th ST  ","LOM","121","STD","$595,000","$587.94","2/2,0,0,0","1012/AP","1988/PUB","0.0837/3,645","33/33","Y","N","2.5","09/10/18","CRMLSM"
"1","SB18178049","S","CONDO/A","3710","Newton ST  ","TORR","125","STD","$631,000","$543.97","2/3,0,0,0","1160/A","2010/ASR","0.3265/14,224","9/9","Y","N","2.5","09/04/18","CRMLSM"
"1","SB18178162","S","SFR/D","2884 W","230th ST  ","TORR","127","PRO","$972,000","$415.92","4/3,0,0,0","2337/A","1963/ASR","0.1813/7,898","16/16","Y","Y","2.5","09/04/18","CRMLSM"
"1","SB18177881","S","SFR/D","21506","Evalyn AVE  ","TORR","130","STD","$968,500","$607.59","3/2,0,0,0","1594/A","1955/ASR","0.1194/5,201","15/15","N","N","2.5","09/17/18","CRMLSM"
"1","SB18178791","S","SFR/D","18334","Faysmith AVE  ","TORR","132","STD","$754,500","$538.16","3/2,0,0,0","1402/O","1956/ASR","0.1195/5,205","25/201","N","N","2.5","09/17/18","CRMLSM"
"1","OC18177433","S","TWNHS/D","1842","Torrance BLVD  ","TORR","134","STD","$685,000","$377.62","3/2,1,1,0","1814/A","2000/ASR","0.9823/42,788","6/6","N","N","2.5","09/13/18","CRMLSM"
"1","SB18178802","S","SFR/D","1323","Cota AVE  ","TORR","134","STD","$917,512","$471.97","3/1,0,1,0","1944/A","1914/ASR","0.2411/10,502","11/11","N","N","2.5","08/31/18","CRMLSM"
"1","SB18177336","S","TWNHS/A","647","2nd ST  ","HMB","149","STD","$1,430,000","$689.16","3/1,1,1,0","2075/A","1998/ASR","0.1584/6,901","7/7","Y","N","2.5","09/05/18","CRMLSM"
"1","SB18178132","S","TWNHS/D","1800 S","Pacific Coast Highway   ","REDO","156","STD","$910,000","$561.04","3/2,1,0,0","1622/A","2001/ASR","4.5761/199,337","16/16","Y","N","2.5","09/13/18","CRMLSM"
"1","SB18178613","S","TWNHS/A","718 S","Catalina AVE   #1","REDO","157","STD","$975,000","$512.35","3/2,0,1,0","1903/A","1979/ASR","0.4332/18,872","15/57","Y","N","2.5","09/04/18","CRMLSM"
"1","PV18177875","S","SFR/D","2639","Via Carrillo   ","PVE","160","STD","$1,625,000","$762.91","3/1,1,0,0","2130/A","1955/ASR","0.191/8,321","6/6","Y","N","2.5","09/05/18","CRMLSM"
