"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","180043934","S","SFR/D","4969","Rosehedge Dr   ","LMSA","","","$486,000","$398.36","2/2,0,0,0","1220/A","1948/ASR","","8/8","","N","2.5","09/04/18","SAND"
"1","180043740","S","SFR/D","1957","Brooks Glen   ","ESC","","","$495,000","$458.33","3/2,0,0,0","1080/A","1986/ASR","","18/18","","N","2.5","09/14/18","SAND"
"1","180044108","S","SFR/D","585","Hoover St   ","OCE","","","$499,000","$417.22","3/2,0,0,0","1196/A","1964","","14/14","","N","2.5","09/10/18","SAND"
"1","180043878","S","CONDO/A","2027","Oliver   ","SD","","","$500,000","$634.52","2/1,0,0,0","788/A","1990","","9/9","","N","2.5","09/17/18","SAND"
"1","180044539","S","SFR/D","10532","Queen Ave   ","LMSA","","","$500,000","$430.29","2/2,0,1,0","1162/A","1951","","19/19","","N","2.5","09/13/18","SAND"
"1","180043885","S","SFR/D","4173","Lemonseed Dr   ","SD","","","$518,000","$385.13","3/2,0,0,0","1345/E","1971","","8/8","","N","2.5","09/11/18","SAND"
"1","180043855","S","SFR/D","2311","55th Street   ","SD","","","$520,000","$402.48","3/2,0,0,0","1292/A","1957/ASR","","6/6","","N","2.5","09/11/18","SAND"
"1","180044369","S","SFR/D","3410","Hacienda Dr   ","OCE","","","$520,000","$288.89","4/2,0,0,0","1800/E","1963","","9/9","","N","2.5","09/14/18","SAND"
"1","180043867","S","SFR/D","4951","San Jacinto Circle   W","FBRK","","STD","$527,000","$315.57","3/2,0,0,0","1670/A","1960","","6/6","Y","N","2.5","08/22/18","SAND"
"1","180043807","S","SFR/D","520","Tamarack Ct   ","CHU","","","$530,000","$424.68","4/2,0,0,0","1248/A","1967","","6/6","","N","2.5","09/07/18","SAND"
"1","180043790","S","SFR/D","10725","Itzamna Dr   ","LMSA","","","$530,000","$352.63","3/2,0,0,0","1503/A","1947/ASR","","2/2","","N","3","08/17/18","SAND"
"1","180044274","S","SFR/D","229","I St   ","CHU","","","$530,000","$438.02","3/2,0,0,0","1210/A","1950","","12/12","N","N","2.5","09/12/18","SAND"
"1","180044203","S","TWNHS/A","13368","Birch Tree Ln   ","POW","","","$542,000","$367.21","3/2,0,1,0","1476/A","1985/ASR","","5/5","","N","2","08/31/18","SAND"
"1","180044092","S","SFR/D","5046","Lake Circle Rd   ","FBRK","","","$545,000","$195.90","4/2,0,1,0","2782/A","2002/ASR","","5/82","Y","N","2.5","09/07/18","SAND"
"1","180043894","S","CONDO","3570","1st    #17","SD","","","$546,250","$459.81","2/2,0,0,0","1188/A","1984/ASR","","9/9","Y","N","2.5","08/30/18","SAND"
"1","180044165","S","SFR/D","1540","Northcrest Ln   ","VST","","","$560,000","$314.96","4/2,0,0,0","1778/A","1978","","7/7","","N","2.5","09/06/18","SAND"
"1","180044371","S","SFR/D","3711","Mount Abbey Ave   ","SD","","","$560,000","$308.03","4/2,0,0,0","1818/A","1959","","0/0","","N","","08/21/18","SAND"
"1","180044106","S","SFR/D","4210","Pepper Dr   ","SD","","","$572,000","$456.50","3/2,0,0,0","1253/A","1955","","6/6","","N","2.5","09/10/18","SAND"
"1","180043895","S","TWNHS","6370","Caminito Luisito   ","SD","","","$579,000","$361.88","4/2,0,0,0","1600/E","1973","","2/2","Y","N","2.5","08/23/18","SAND"
"1","180043912","S","SFR/D","9268","High Rise Way   ","SAN","","","$585,000","$405.12","3/2,0,0,0","1444/A","1986","","7/7","Y","N","2.5","09/14/18","SAND"
"1","180043868","S","SFR/D","2027","Mount Langley St   ","CHU","","","$590,000","$317.55","4/2,0,1,0","1858/A","2002/ASR","","7/7","Y","N","2.5","08/30/18","SAND"
"1","180044094","S","SFR/D","208","Cottonpatch Way   ","ELC","","","$591,500","$262.89","4/2,0,0,0","2250/A","1965","","7/61","","N","2.5","09/05/18","SAND"
"1","180044335","S","SFR/D","1052","Via Miraleste   ","CHU","","","$597,000","$358.13","4/2,0,1,0","1667/A","1998/ASR","","3/3","Y","N","2.5","08/27/18","SAND"
"1","180044225","S","CONDO/A","4603","Zamora Way   ","OCE","","","$608,500","$344.17","2/2,0,0,0","1768/P","1984","","25/245","Y","N","2.5","09/13/18","SAND"
"1","180044524","S","SFR/D","321","Toyon Ct   ","SAM","","","$610,864","$337.31","4/2,0,0,0","1811/A","2001","","1/1","","N","2.5","08/26/18","SAND"
"1","180043828","S","TWNHS/A","8112","Camino Tranquilo   ","SD","","","$625,000","$452.90","3/2,0,1,0","1380/P","1978","","7/7","","N","2.25","08/28/18","SAND"
"1","180043891","S","SFR/D","14060","PROCTOR VALLEY ROAD   ","JAM","","","$625,000","$318.88","4/2,0,0,0","1960/A","1974","","9/9","N","N","2.5","09/17/18","SAND"
"1","180044671","S","CONDO/A","2728","Piantino Circle   ","SD","","","$629,000","$390.44","2/2,0,0,0","1611/A","2004","","29/29","","N","2.5","09/13/18","SAND"
"1","180044634","S","SFR/D","7569","FLOWER MEADOW   ","SD","","","$629,000","$629.00","2/2,0,0,0","1000/A","1985","","5/5","","N","2.25","09/12/18","SAND"
"1","180044480","S","SFR/D","3571","Apollo ST   ","SD","","","$630,000","$562.50","3/2,0,0,0","1120/A","1958","","4/22","N","N","2.5","09/14/18","SAND"
"1","180044544","S","SFR/D","991","Calma Drive   ","CHU","","","$640,000","$279.11","5/3,0,0,0","2293/A","1979/ASR","","4/4","","N","2.5","09/11/18","SAND"
"1","180044065","S","SFR/D","5230","LIMERICK AVE   ","SD","","","$649,000","$540.83","3/2,0,0,0","1200/A","1963","","6/6","","N","2.5","08/28/18","SAND"
"1","180044315","S","SFR/D","4853","Kesling Ct   ","SD","","","$654,000","$433.97","4/2,0,0,0","1507/A","1975/ASR","","6/6","","N","2","09/14/18","SAND"
"1","180043907","S","SFR/D","1816","West Cliff Court   ","CAR","","","$660,000","$453.92","3/2,0,1,0","1454/A","1984","","5/5","Y","N","2.5","09/12/18","SAND"
"1","180044601","S","SFR/D","3610","Utah Street   ","SD","","","$675,000","$665.02","2/1,0,0,0","1015/A","1950","","6/6","","N","2.5","08/31/18","SAND"
"1","180044136","S","CONDO","2930","Cowley Way    #302","SD","","","$675,000","$356.39","3/2,0,0,0","1894/P","1982","","1/1","Y","N","2.5","09/04/18","SAND"
"1","180044287","S","SFR/D","864","Sycamore Ln   ","ELC","","","$679,000","$254.40","5/2,0,0,0","2669/A","1961","","9/9","","N","2.25","09/12/18","SAND"
"1","180043769","S","SFR/D","840","Wild Lilac Cir   ","SAM","","","$689,000","$343.47","4/3,0,0,0","2006/A","1998","","0/0","","N","2.5","09/13/18","SAND"
"1","180044222","S","SFR/D","4557","Winona Ave   ","SD","","","$700,000","$532.72","3/2,0,0,0","1314/A","2000/APP","","3/3","","N","2.5","09/12/18","SAND"
"1","180044018","S","SFR/D","12314","Colony Dr   ","POW","","","$716,000","$430.29","4/2,0,0,0","1664/OTH","1985","","9/9","Y","Y","2.5","09/10/18","SAND"
"1","180044043","S","SFR/D","4686","Lee Avenue   ","LMSA","","","$727,000","$322.11","5/3,0,0,0","2257/A","1953","","1/1","","N","2.5","09/14/18","SAND"
"1","SN18191989","S","SFR/D","952","Vallombrosa AVE  ","CHIC","","STD","$730,276","$265.55","4/3,0,0,0","2750/OTH","1952/ASR","0.42/18,295","6/6","Y","Y","2.5","09/14/18","CRMLSM"
"1","180044597","S","SFR/D","9830","La Tortola Pl   ","SD","","","$760,000","$483.77","3/2,0,0,0","1571/A","1983","","10/10","","N","2.5","09/13/18","SAND"
"1","180043909","S","SFR/D","13082","Old West Ave   ","SD","","","$770,000","$451.88","4/2,0,0,0","1704/P","1977","","6/6","","N","2.5","09/10/18","SAND"
"1","180044233","S","SFR/D","111","Pepper tree   ","CHU","","","$790,000","$356.82","3/2,0,1,0","2214/OTH","1938","","3/3","Y","N","2.5","08/30/18","SAND"
"1","180043753","S","SFR/D","11350","Belshire Lane   ","SD","","","$795,000","$371.15","4/2,0,1,0","2142/A","1997","","11/11","","Y","2.5","08/31/18","SAND"
"1","180044418","S","SFR/D","5470","Collier Ave   ","SD","","","$805,000","$454.29","4/2,0,0,0","1772/P","1952","","7/7","","N","2.5","09/14/18","SAND"
"1","180043995","S","SFR/D","3723","Cascade Court   ","SD","","","$860,000","$652.01","4/2,0,0,0","1319/A","1963","","6/6","","N","2.5","09/07/18","SAND"
"1","180044598","S","SFR/D","15095","GARDEN ROAD   ","POW","","","$865,000","$323.73","4/2,0,1,0","2672/","1990","","2/2","Y","N","2.5","09/10/18","SAND"
"1","180044125","S","SFR/D","6252","Dartington Way   ","CAR","","","$945,000","$348.97","4/3,0,0,0","2708/A","2006","","14/14","","N","2.5","09/13/18","SAND"
"1","180044618","S","SFR/D","2879","Angell Avenue   ","SD","","","$950,000","$527.78","4/3,0,0,0","1800/P","1964","","8/8","","N","2.5","09/07/18","SAND"
"1","180044395","S","SFR/D","7530","CHICAGO DR   ","LMSA","","","$979,000","$278.12","5/4,0,0,0","3520/A","2007/ASR","","5/5","Y","N","2.5","09/13/18","SAND"
"1","180044169","S","SFR/D","15505","Bristol Ridge Terrace   ","SD","","","$980,000","$326.12","5/3,0,1,0","3005/A","2009","","13/13","","N","2.5","09/11/18","SAND"
"1","180044066","S","SFR/D","6352","Paseo Cerro   ","CAR","","STD","$1,000,000","$409.84","3/2,0,1,0","2440/P","2003","","9/9","Y","N","2.5","09/14/18","SAND"
"1","180044163","S","CONDO/A","700","Front Street    #1202","SD","","","$1,050,000","$541.24","2/2,0,0,0","1940/","1986/BLD","","3/131","Y","N","2.5","09/03/18","SAND"
"1","180044360","S","SFR/D","3529","Buck Ridge Ave   ","CAR","","","$1,055,000","$328.25","5/3,0,0,0","3214/A","2013","","16/16","Y","N","2.5","09/11/18","SAND"
"1","180044526","S","SFR/D","15941","Babcock St   ","SD","","","$1,068,000","$412.51","4/3,0,0,0","2589/A","2014","","7/7","","N","2.5","08/31/18","SAND"
"1","180044626","S","SFR/D","13550","Bolero Way   ","SD","","","$1,250,000","$442.63","5/4,0,1,0","2824/","2017","","6/6","","N","2.5","08/30/18","SAND"
"1","180044149","S","SFR/D","6558","Halite Place   ","CAR","","","$1,300,000","$352.49","5/3,0,1,0","3688/A","2009","","1/1","Y","N","2.5","09/13/18","SAND"
"1","180044472","S","SFR/D","557","Hermes Ave   ","ENCS","","","$1,350,000","$958.81","3/2,0,0,0","1408/A","1970","","9/9","","N","2.5","09/17/18","SAND"
"1","180044639","S","SFR/D","4545","Caminito San Sebastian   ","DEM","","","$1,393,000","$488.43","3/2,0,1,0","2852/A","1989/ASR","","3/3","Y","N","2.5","09/12/18","SAND"
"1","180044331","S","CONDO/A","124","Via De La Valle    #4","SOL","","","$1,636,906","$726.87","3/2,0,2,0","2252/A","1992","","6/6","Y","Y","2.5","08/29/18","SAND"
"1","180043796","S","SFR/D","854","A Avenue   ","CORO","","","$3,700,000","$777.47","6/6,0,1,0","4759/D","2014/SLR","","27/27","Y","N","2.5","09/14/18","SAND"
"1","180044147","S","SFR/D","7507","Miramar Ave   ","LAJ","","","$4,750,000","$909.26","5/5,0,1,0","5224/OTH","2007","","12/321","Y","N","2.5","09/06/18","SAND"
"1","PW18192204","S","SFR/D","2821 E","10th ST  ","LONG","3","STD","$525,000","$472.12","3/2,0,0,0","1112/A","1955/ASR","0.062/2,701","14/14","N","N","2","09/12/18","CRMLSM"
"1","PW18193771","S","CONDO/A","375","Atlantic AVE   #508","LONG","4","STD","$326,125","$341.13","2/2,0,0,0","956/A","1969/ASR","0.2525/10,997","9/9","Y","N","2.5","09/05/18","CRMLSM"
"1","PW18191644","S","CONDO/A","1401 E","3rd ST   #12","LONG","4","STD","$362,500","$464.74","1/1,0,0,0","780/A","1965/ASR","0.2083/9,075","6/6","Y","N","2.5","09/04/18","CRMLSM"
"1","PW18192055","S","SFR/D","1729 E","Erie ST  ","LONG","4","STD","$629,000","$655.21","2/1,0,0,0","960/A","1921/ASR","0.0594/2,586","6/6","Y","N","2.5","09/13/18","CRMLSM"
"1","OC18192673","S","SFR/D","21262","Cupar LN  ","HB","14","STD","$810,000","$481.86","3/2,0,0,0","1681/A","1969/ASR","0.1419/6,180","5/5","N","N","2","09/14/18","CRMLSM"
"1","OC18193403","S","CONDO/A","400","Lake ST   #110","HB","15","STD","$505,000","$602.63","1/1,0,0,0","838/A","1989/ASR","0/1","13/13","Y","N","2.5","09/12/18","CRMLSM"
"1","NP18191924","S","CONDO/A","200","Pacific Coast    #315","HB","15","STD","$750,000","$608.27","2/2,0,1,0","1233/A","1991/ASR","0/0","7/7","N","N","2.5","09/11/18","CRMLSM"
"1","OC18192517","S","TWNHS/A","19432","Pompano LN   #101","HB","15","STD","$840,000","$316.98","4/2,1,1,0","2650/SEE","1987/ASR","","6/6","N","N","2.5","09/07/18","CRMLSM"
"1","OC18192323","S","SFR/A","9213","El Tango CIR  ","FV","16","STD","$750,050","$449.13","3/2,0,1,0","1670/A","1965/ASR","0.1941/8,453","6/6","N","N","2.5","09/06/18","CRMLSM"
"1","OC18193125","S","SFR/D","8579","Amazon River CIR  ","FV","16","STD","$1,030,000","$302.32","5/4,0,1,0","3407/A","1971/ASR","0.1568/6,831","2/2","N","N","2.5","08/10/18","CRMLSM"
"1","PW18193116","S","CONDO/A","16528","Bordeaux LN   #195","HB","17","STD","$720,000","$627.18","2/2,0,0,0","1148/A","1978/EST","0.0367/1,600","4/4","Y","N","2.5","08/28/18","CRMLSM"
"1","PW18193059","S ","SFR/D","6292","Winslow DR  ","HB","17","STD","$927,500","$406.09","5/3,0,0,0","2284/A","1964/PUB","0.1607/7,000","9/9","N","Y","2.25","09/06/18","CRMLSM"
"1","CV18192133","S","SFR/D","6138","Harvey WAY  ","LW","23","STD","$630,000","$511.36","3/1,0,1,0","1232/E","1950/ASR","0.1183/5,151","8/8","Y","Y","2.5","09/10/18","CRMLSM"
"1","PW18193670","S","SFR/D","3113","San Anseline AVE  ","LONG","31","STD","$750,000","$438.60","3/1,1,0,0","1710/A","1950/ASR","0.1292/5,629","3/3","N","N","2.5","09/17/18","CRMLSM"
"1","OC18191387","S","SFR/D","2184","Ocana AVE  ","LONG","34","STD","$670,000","$485.16","2/1,0,1,0","1381/A","1949/ASR","0.1492/6,498","15/15","Y","N","3","09/05/18","CRMLSM"
"1","IG18194254","S","SFR/D","11582","Margie LN  ","GG","62","STD","$570,000","$409.48","3/2,0,0,0","1392/A","1958/ASR","0.1663/7,242","0/0","Y","N","2","08/10/18","CRMLSM"
"1","PW18191813","S","SFR/D","9231","Imperial AVE  ","GG","63","STD","$582,000","$487.44","2/1,0,0,0","1194/A","1939/ASR","0.1923/8,377","6/6","N","N","2.5","09/12/18","CRMLSM"
"1","OC18193351","S","SFR/D","13351","Wynant DR  ","GG","65","STD","$700,000","$459.32","3/2,0,0,0","1524/A","1954/ASR","0.179/7,797","5/5","N","Y","2.5","09/13/18","CRMLSM"
"1","PW18194085","S","TWNHS/A","1112 S","Mantle LN   #18B","SA","69","STD","$250,000","$299.40","2/1,0,0,0","835/A","1977/ASR","0/0","21/21","N","N","2.5","09/14/18","CRMLSM"
"1","OC18193296","S","TWNHS/A","2650 W","Segerstrom AVE   #D","SA","69","STD","$487,500","$385.99","3/3,0,0,0","1263/A","1977/PUB","","15/15","Y","N","2.5","09/17/18","CRMLSM"
"1","OC18192289","S","CONDO/A","1921","Sherry Lane    #96","SA","70","STD","$419,000","$342.32","3/1,1,0,0","1224/A","1963/PUB","","5/5","N","N","2","08/29/18","CRMLSM"
"1","PW18191480","S","CONDO/A","2607","Monte Carlo DR   #60","SA","70","STD","$448,000","$369.03","3/2,0,0,0","1214/A","1978/ASR","0/0","6/6","Y","N","2.5","09/13/18","CRMLSM"
"1","OC18192579","S ","SFR/D","1903 E","Fruit ST  ","SA","70","STD","$570,000","$387.23","3/2,0,0,0","1472/A","1976/PUB","0.0971/4,230","14/14","N","N","2.5","09/04/18","CRMLSM"
"1","OC18192092","S","TWNHS/A","15500","Tustin Village WAY   #91","TUS","71","STD","$375,500","$296.14","3/1,0,1,0","1268/AP","1964/ASR","0.01/436","4/4","N","N","2.5","08/28/18","CRMLSM"
"1","OC18192392","S","SFR/D","14652","Westfall RD  ","TUS","71","STD","$875,000","$390.10","4/2,0,1,0","2243/A","1968/ASR","0.1474/6,420","10/10","N","N","2.5","09/11/18","CRMLSM"
"1","CV18191980","S","SFR/D","2686 N","Sylvan CIR  ","ORG","72","STD","$720,000","$461.83","4/2,0,0,0","1559/A","1964/ASR","0.2169/9,450","2/2","Y","Y","2.5","08/28/18","CRMLSM"
"1","PW18192495","S","SFR/D","393 S","Carole LN  ","ORG","75","STD","$695,000","$322.66","4/1,1,1,0","2154/A","1976/ASR","0.1607/7,000","5/5","N","N","3","08/29/18","CRMLSM"
"1","PW18194910","S","SFR/D","3810 E","Fernwood AVE  ","ORG","75","STD","$1,050,000","$515.97","4/2,0,0,0","2035/A","1960/ASR","0.1928/8,400","0/0","Y","Y","2.5","08/08/18","CRMLSM"
"1","PW18191666","S","SFR/A","5742 E","Hudson Bay DR  ","AH","77","STD","$669,000","$461.06","3/2,0,0,0","1451/A","1985/ASR","0.1423/6,200","10/10","Y","N","2.5","09/12/18","CRMLSM"
"1","PW18192278","S","SFR/D","611 S","Porto PL  ","ANA","79","STD","$576,000","$411.43","3/2,0,0,0","1400/A","1955/ASR","0.1377/6,000","6/6","N","Y","2.5","09/14/18","CRMLSM"
"1","PW18194457","S","SFR/D","8841","Kennelly LN  ","ANA","79","STD","$580,000","$366.16","3/2,0,1,0","1584/A","1957/ASR","0.1873/8,160","5/5","N","Y","2.5","09/12/18","CRMLSM"
"1","PW18191823","S","SFR/D","2002 W","Orange AVE  ","ANA","79","STD","$639,000","$334.21","4/2,0,0,0","1912/A","1957/ASR","0.1722/7,500","9/9","N","N","3","09/14/18","CRMLSM"
"1","PW18194815","S","SFR/D","9642","Greenwich LN  ","ANA","79","STD","$700,000","$293.50","5/2,0,0,0","2385/A","1963/ASR","0.2895/12,610","4/4","N","N","2.5","09/05/18","CRMLSM"
"1","PW18192110","S","SFR/D","45","Freeman LN  ","BP","82","STD","$805,000","$317.05","4/2,1,0,0","2539/A","2005/ASR","0.0826/3,600","9/9","N","N","2.25","08/30/18","CRMLSM"
"1","PW18192847","S","CONDO/A","400 N","Acacia AVE   #C23","FUL","83","STD","$295,800","$436.93","1/1,0,0,0","677/A","1965/ASR","","6/6","Y","N","2","08/29/18","CRMLSM"
"1","OC18192447","S","CONDO/A","4111","Carol DR   #I","FUL","83","STD","$372,500","$394.18","2/2,0,0,0","945/A","1990/EST","0/0","7/7","Y","N","2.5","09/14/18","CRMLSM"
"1","PW18193173","S","TWNHS/A","512","Shade Tree LN   #23","FUL","83","STD","$461,000","$400.87","2/2,0,1,0","1150/A","1979/ASR","0/0","5/5","Y","N","2.5","09/05/18","CRMLSM"
"1","PW18193949","S","SFR/D","232 W","Whiting AVE  ","FUL","83","PRO","$529,000","$486.21","2/0,1,0,0","1088/A","1919/ASR","0.1607/7,000","8/8","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18192050","S","SFR/D","536","Princeton CIR  E","FUL","83","STD","$645,000","$528.26","3/1,1,0,0","1221/A","1950/ASR","0.1406/6,124","1/1","N","N","2.5","08/31/18","CRMLSM"
"1","PW18194754","S","SFR/D","378","Pennsylvania WAY  ","PLA","84","STD","$533,000","$332.92","3/2,0,0,0","1601/A","1977/ASR","0.0918/4,000","5/5","N","N","2.5","09/06/18","CRMLSM"
"1","PW18193326","S","SFR/D","1061","Holt DR  ","PLA","84","STD","$710,000","$386.08","4/2,0,1,0","1839/A","1982/ASR","0.101/4,400","6/6","Y","N","2.5","09/07/18","CRMLSM"
"1","CV18193106","S","SFR/D","436 N","Citrus Hill LN  ","LH","87","STD","$592,500","$308.75","3/2,0,1,0","1919/A","2013/ASR","0.0459/2,000","9/9","N","N","2.5","09/17/18","CRMLSM"
"1","SB18192740","S","SFR/D","4450","Marine AVE  ","LAWN","112","STD","$520,000","$566.45","2/1,0,0,0","918/A","1950/ASR","0.1052/4,582","0/0","N","N","2.5","08/07/18","CRMLSM"
