"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","MC18200192","S","SFR/D","3183","Dublin AVE  ","MERC","","STD","$272,000","$195.82","3/2,0,0,0","1389/P","1967/PUB","0.15/6,534","0/0","Y","Y","2.5","08/27/18","CRMLSM"
"1","180045078","S","MANL/D","9500","Harritt Rd    #171","LAK","","","$275,000","$176.28","2/2,0,0,0","1560/OTH","1974","","6/6","","N","3","09/11/18","SAND"
"1","SN18195474","S","SFR/D","1365","Magnolia AVE  ","CHIC","","STD","$285,000","$203.14","2/2,0,0,0","1403/A","1910/ASR","0.24/10,454","7/7","Y","N","2.5","09/10/18","CRMLSM"
"1","180046014","S","CONDO/A","5503","Adobe Falls Rd    #1","SD","","","$295,000","$264.34","3/2,0,0,0","1116/A","1973/ASR","","4/4","N","N","2.5","08/29/18","SAND"
"1","MC18196435","S","SFR/D","1997","George ST  ","DOPA","","STD","$298,500","$141.67","3/2,0,0,0","2107/A","1981/PUB","0.29/12,632","2/2","Y","Y","2.5","09/14/18","CRMLSM"
"1","SN18196427","S","SFR/D","1514","Ridgebrook WAY  ","CHIC","","STD","$329,500","$213.41","3/2,0,0,0","1544/A","2003/ASR","0.13/5,663","9/9","Y","N","2.5","09/12/18","CRMLSM"
"1","180045317","S","SFR/D","124 S","Date St   ","ESC","","","$330,000","$276.85","3/1,0,0,0","1192/A","1961","","14/14","","N","2.5","09/06/18","SAND"
"1","180046043","S","CONDO/A","17159 W","Bernardo Dr    #106","SD","","","$335,000","$383.30","2/1,0,0,0","874/A","1994","","1/71","","N","2.5","08/30/18","SAND"
"1","180045128","S","CONDO/A","5895","Friars Road    #5209","SD","","","$339,000","$353.49","1/1,0,1,0","959/P","1989","","1/1","","N","2.5","09/12/18","SAND"
"1","180045766","S","CONDO/A","3050","Rue Dorleans    #241","SD","","","$341,000","$623.40","1/1,0,0,0","547/A","1969","","6/6","","N","2.5","08/28/18","SAND"
"1","180044792","S","CONDO/A","5931","Howell Dr    #19","LMSA","","","$345,000","$305.31","2/1,0,1,0","1130/A","1974","","4/4","","N","2.5","09/14/18","SAND"
"1","180044829","S","CONDO/A","1250","Caminito Cedro   ","SD","","","$355,000","$242.82","4/2,0,0,0","1462/A","1974","","1/1","","N","2.5","09/14/18","SAND"
"1","180044843","S","CONDO/A","2174","Cabo Bahia   ","CHU","","","$370,000","$361.33","2/2,0,0,0","1024/P","1995","","3/3","N","N","2.5","09/10/18","SAND"
"1","180045084","S","SFR/D","5122","Leon   ","OCE","","","$375,000","$277.37","4/2,0,0,0","1352/A","1974/ASR","","19/19","","N","2.5","09/04/18","SAND"
"1","180044985","S","SFR/D","918","Galopago St   ","SPV","","","$390,000","$288.46","3/2,0,0,0","1352/P","1972","","11/11","Y","N","2.25","09/12/18","SAND"
"1","180045654","S","SFR/D","609","Belinda Way   ","CHU","","","$395,000","$370.54","3/1,0,0,0","1066/A","1951","","5/5","","N","4","09/11/18","SAND"
"1","180044888","S","CONDO/A","3110","Via Alicante    #I","LAJ","","","$405,000","$586.11","1/1,0,0,0","691/A","1972/ASR","","7/7","","N","2.5","09/10/18","SAND"
"1","180046060","S","SFR/D","1115 S","Stage Coach Lane   ","FBRK","","","$406,000","$250.00","3/2,0,0,0","1624/A","1980/ASR","","5/5","","N","2.5","08/30/18","SAND"
"1","180044753","S","SFR/D","2208","Camino Cantera   ","VST","","","$415,000","$274.47","2/1,0,0,0","1512/A","1973/ASR","","9/9","","N","2.5","09/13/18","SAND"
"1","LC18197432","S","SFR/D","11425","West RD  ","RVAL","","STD","$430,000","$430.00","1/1,0,0,0","1000/S","1984/SLR","5.8/252,648","7/7","Y","N","2.5","09/01/18","CRMLSM"
"1","180044937","S","CONDO/A","851","Almond Rd   ","SAM","","","$435,000","$351.37","3/3,0,0,0","1238/A","2004","","12/12","Y","N","2.5","09/04/18","SAND"
"1","180046158","S","CONDO/A","4154","Camino Islay   ","SD","","","$439,000","$489.96","2/1,0,0,0","896/A","1972/ASR","","6/6","","N","2.4","09/13/18","SAND"
"1","180045373","S","CONDO/A","12795","Via Moura   ","SD","","","$439,665","$331.07","2/2,0,0,0","1328/A","1985","","3/3","","N","2.5","09/04/18","SAND"
"1","SN18200919","S","SFR/D","3216","Gibson Landing   ","CHIC","","STD","$444,345","$198.37","3/2,0,0,0","2240/B","2018/BLD","0.1564/6,813","0/0","Y","N","2","08/17/18","CRMLSM"
"1","180045050","S","CONDO/A","2050","Camino De La Reina    #214","SD","","","$446,000","$456.50","2/2,0,0,0","977/A","1992","","0/0","","N","2.5","08/17/18","SAND"
"1","180045597","S","SFR/D","532","Galena St   ","ELC","","","$446,000","$341.50","3/2,0,0,0","1306/E","1959/ASR","","29/29","N","N","2.5","08/27/18","SAND"
"1","180045543","S","CONDO/A","8308","Regents Rd    #1C","SD","","","$447,000","$424.10","2/2,0,0,0","1054/A","1981/ASR","","7/7","","N","2.5","08/30/18","SAND"
"1","180044959","S","CONDO/A","7369","Calle Cristobal    #206","SD","","","$455,000","$408.44","3/2,0,0,0","1114/A","1991","","4/4","","N","2.5","09/06/18","SAND"
"1","180045941","S","SFR/D","2152","Glencoe Drive   ","LEG","","","$460,000","$324.17","3/1,0,0,0","1419/A","1947/ASR","","5/5","","N","2.5","09/12/18","SAND"
"1","180044812","S","SFR/D","5055","Quince   ","SD","","","$460,000","$321.45","3/1,0,1,0","1431/A","1958","","6/6","","N","2.5","09/10/18","SAND"
"1","180045444","S","SFR/D","622","Bluffview Rd   ","SPV","","","$463,000","$306.22","4/2,0,0,0","1512/P","1977","","7/7","Y","N","2.5","09/17/18","SAND"
"1","180044923","S","SFR/D","3654","Knoxie Street   ","SD","","","$465,000","$357.69","4/2,0,0,0","1300/A","1958","","7/7","","N","2.5","09/14/18","SAND"
"1","180045585","S","SFR/D","2404","Saint Anne Drive   ","ELC","","","$470,000","$326.62","3/2,0,1,0","1439/P","1986","","3/3","N","N","2.5","08/28/18","SAND"
"1","180045668","S","CONDO/A","4809","Bella Pacific Row    #102","SD","","","$474,900","$427.84","2/2,0,0,0","1110/A","1987/ASR","","5/5","","N","2.5","09/06/18","SAND"
"1","180045959","S","SFR/D","8464","Jalal St   ","LAK","","","$475,000","$317.51","3/2,0,0,0","1496/A","1986/ASR","","1/1","Y","N","2.3","09/10/18","SAND"
"1","180045925","S","SFR/D","10760","Oak Creek Dr   ","LAK","","","$476,000","$494.80","3/2,0,0,0","962/A","1918","","11/11","","N","2.5","09/14/18","SAND"
"1","180045723","S","SFR/D","9515","Domer Road   ","SAN","","","$480,000","$502.09","3/1,0,0,0","956/A","1960","","2/2","","N","2","09/10/18","SAND"
"1","180045662","S","SFR/D","174","Palawan Way   ","SD","","","$483,000","$269.23","4/2,0,1,0","1794/A","1990","","5/5","","N","2.5","09/04/18","SAND"
"1","180046023","S","SFR/D","1476","Planet Rd   ","VST","","TPAP","$485,000","$347.92","3/2,0,0,0","1394/A","1963/ASR","","8/46","","N","2.5","09/14/18","SAND"
"1","180045006","S","CONDO/A","522","Via De La Valle    #H","SOL","","","$488,000","$567.44","1/1,0,0,0","860/A","1987","","10/10","","N","2.25","09/11/18","SAND"
"1","180045629","S","SFR/D","10536","Pine Grove Street   ","SPV","","","$489,000","$363.84","3/2,0,0,0","1344/P","1979","","6/6","","N","2.5","09/14/18","SAND"
"1","180045029","S","SFR/D","4981","Dawne   ","SD","","","$495,000","$268.73","5/3,0,0,0","1842/A","1979","","4/4","","N","2.5","09/04/18","SAND"
"1","180045271","S","SFR/D","1907","Intrepid Way   ","VST","","","$495,000","$344.47","3/2,0,1,0","1437/","1998/ASR","","9/9","N","N","2.5","09/11/18","SAND"
"1","180045948","S","CONDO/A","4070","Loma Riviera Circle   ","SD","","","$500,000","$347.22","3/2,0,0,0","1440/A","1965/ASR","","4/4","","N","3","09/17/18","SAND"
"1","180045469","S","SFR/D","150","Croydon Lane   ","ELC","","","$502,000","$348.61","3/2,0,0,0","1440/A","1963","","7/7","Y","N","2.5","09/07/18","SAND"
"1","180045115","S","SFR/D","4554","Estate Dr   ","FBRK","","","$505,000","$367.27","3/2,0,0,0","1375/A","1987","","8/8","","N","2.5","09/06/18","SAND"
"1","180045924","S","SFR/D","168","Lansley Way   ","CHU","","","$505,000","$281.97","3/2,0,0,0","1791/A","1954","","0/0","","N","2.5","08/29/18","SAND"
"1","180045316","S","SFR/D","1237","Orlando Dr.   ","LEG","","","$525,000","$321.30","3/2,0,0,0","1634/A","2016/ASR","","7/7","","N","2.5","09/10/18","SAND"
"1","180045989","S","SFR/D","912","Holly Ave.   ","IMB","","","$525,000","$432.45","3/2,0,0,0","1214/A","1960/ASR","","3/135","","N","2.25","09/13/18","SAND"
"1","180045432","S","SFR/D","4838","Atlanta Dr.   ","SD","","","$527,000","$560.04","3/1,0,0,0","941/A","1949","","9/9","N","N","2.5","08/31/18","SAND"
"1","180044840","S","CONDO/A","7445","Charmant Dr    #1702","SD","","STD","$550,000","$530.38","2/2,0,0,0","1037/A","1987","","6/6","","N","2.5","08/31/18","SAND"
"1","180046176","S","SFR/D","11518","Alps Way   ","ESC","","","$550,000","$243.36","5/3,0,0,0","2260/A","1978","","0/0","","N","3","09/13/18","SAND"
"1","180044964","S","SFR/D","10151","Drumcliff Ave.   ","SD","","","$560,000","$499.55","3/2,0,0,0","1121/A","1972/ASR","","3/3","","N","2.5","09/05/18","SAND"
"1","180046026","S","TWNHS/A","2353","Caringa Way    #1","CAR","","","$560,000","$372.34","2/2,0,1,0","1504/A","1975","","4/4","Y","N","2.5","09/11/18","SAND"
"1","180045934","S","SFR/D","2124","Opal Ridge   ","VST","","","$568,000","$245.25","4/2,0,1,0","2316/A","1990","","16/32","","N","2.5","09/05/18","SAND"
"1","180045755","S","SFR/D","6612","Birchwood   ","SD","","","$572,000","$645.60","2/2,0,0,0","886/A","1956","","4/4","Y","N","3","09/10/18","SAND"
"1","180044763","S","CONDO/A","1905","Sandstone Vista Lane   ","ENCS","","","$575,000","$544.51","3/2,0,0,0","1056/A","1985/ASR","","11/11","","N","2.5","09/11/18","SAND"
"1","180044939","S","SFR/D","2331","Poipu Way   ","SD","","","$575,000","$296.39","5/2,0,1,0","1940/A","1986","","21/21","","N","2.5","09/10/18","SAND"
"1","180045765","S","SFR/D","2879","Havasupai   ","SD","","","$585,000","$630.39","3/1,0,0,0","928/P","1957","","6/6","","N","2.5","09/07/18","SAND"
"1","180045807","S","SFR/D","16327","Gabarda Road   ","SD","","","$585,000","$330.51","2/2,0,0,0","1770/A","1971/ASR","","8/61","","N","2.5","09/12/18","SAND"
"1","180044776","S","SFR/D","6631","Birchwood St   ","SD","","","$600,000","$473.56","3/2,0,1,0","1267/A","1956","","7/7","","N","2.5","09/14/18","SAND"
"1","180044724","S","SFR/D","11681","Compass Point Dr   N #2","SD","","","$625,200","$473.28","3/2,0,1,0","1321/A","1999/ASR","","17/17","N","N","2.5","09/11/18","SAND"
"1","180045600","S","SFR/D","4781","Niagara Avenue   ","SD","","","$630,000","$1,171.00","1/1,0,0,0","538/A","1936","","8/8","","N","2.5","09/13/18","SAND"
"1","180045015","S","CONDO/A","3320","Via Alicante   ","LAJ","","","$640,000","$561.40","2/2,0,1,0","1140/A","1975","","2/28","","N","2.5","08/31/18","SAND"
"1","180046072","S","CONDO/A","9293","Regents Rd    #C109","LAJ","","","$673,000","$596.63","3/2,0,0,0","1128/A","2000/ASR","","11/11","","N","2","09/12/18","SAND"
"1","180045342","S","SFR/D","1221","Lookout Ave   ","OCE","","","$720,000","$233.77","4/3,0,1,0","3080/A","2011","","2/2","","N","2.5","09/12/18","SAND"
"1","180045022","S","SFR/D","2721","Greenock Ct   ","CAR","","STD","$730,000","$494.58","3/2,0,0,0","1476/A","1983","","30/30","N","N","2.5","08/31/18","SAND"
"1","180045221","S","SFR/D","6046","Paseo Carreta   ","CAR","","","$735,000","$347.85","4/2,0,1,0","2113/A","2001","","6/37","","N","2.5","08/30/18","SAND"
"1","180045246","S","TWNHS/A","3114","SIMBA WAY   ","CAR","","","$755,096","$409.71","13/2,0,1,0","1843/","2018","","104/104","","N","2.5","08/27/18","SAND"
"1","180046021","S","CONDO/A","1382","Grand Ave   ","SD","","","$800,000","$495.05","2/2,0,1,0","1616/D","2018","","10/658","","N","2.5","09/14/18","SAND"
"1","180044833","S","SFR/D","6420","CAYENNE LANE   ","CAR","","","$889,000","$449.67","4/3,0,0,0","1977/A","1985","","3/3","","N","2.25","09/06/18","SAND"
"1","180045983","S","SFR/D","3999","Biddle St   ","SD","","","$890,000","$413.95","4/3,0,0,0","2150/A","1968","","3/3","","N","2.5","09/11/18","SAND"
"1","180044719","S","SFR/D","4642","Lawler Ct   ","LMSA","","","$890,000","$345.63","4/2,0,1,0","2575/A","1965","","2/2","Y","N","2.5","09/11/18","SAND"
"1","180044677","S","SFR/D","7612","Trailbrush   ","SD","","","$893,000","$417.29","5/3,0,0,0","2140/A","1993","","8/8","Y","N","2.5","09/06/18","SAND"
"1","180045322","S","DPLX/A","12989","Caminito Bautizo   ","SD","","","$900,000","$502.51","3/2,0,1,0","1791/A","1996","","4/4","","N","2.5","09/05/18","SAND"
"1","180045848","S","CONDO/A","999 N","Pacific    #D-14","OCE","","","$965,000","$926.99","2/2,0,0,0","1041/A","1981","","22/22","","N","3","09/12/18","SAND"
"1","180044809","S","SFR/D","16111","Via Madera Circa W   ","RAS","","","$1,030,000","$536.18","3/2,0,0,0","1921/A","1970","","4/4","","N","2","09/14/18","SAND"
"1","180044706","S","SFR/D","436","Brenna Ct   ","ENCS","","","$1,200,000","$508.91","4/2,0,1,0","2358/A","1977","","4/4","","N","2.5","09/12/18","SAND"
"1","180044734","S","SFR/D","16885","Saint Andrews   ","POW","","","$1,270,000","$419.70","4/2,0,1,0","3026/A","1991","","35/35","","Y","2.5","09/06/18","SAND"
"1","180045628","S","SFR/D","3409","Riviera Dr   ","SD","","","$2,625,000","$934.83","4/2,0,1,0","2808/A","1990","","8/8","","N","2.5","09/06/18","SAND"
"1","180046064","S","SFR/D","7777","Starlight Dr.   ","LAJ","","","$4,087,719","$654.87","5/4,0,2,0","6242/A","1987/ASR","","1/1","Y","N","2.5","08/20/18","SAND"
"1","PW18200532","S","SFR/D","178","Corona AVE  ","LONG","1","STD","$830,000","$1,002.42","2/1,0,0,0","828/A","1924/ASR","0.055/2,397","5/5","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18197667","S","OYO/A","234","Lime AVE   #1","LONG","4","STD","$175,000","$474.25","0/1,0,0,0","369/A","1928/ASR","0.1725/7,512","32/32","N","N","3","09/13/18","CRMLSM"
"1","SB18195153","S","CONDO/A","555","Maine AVE   #316","LONG","4","STD","$375,000","$409.39","2/2,0,0,0","916/A","1991/ASR","1.2467/54,306","7/7","Y","N","2.5","09/13/18","CRMLSM"
"1","SR18197919","S","SFR/D","2891","Maine AVE  ","LONG","5","PRO","$500,000","$291.38","2/2,0,0,0","1716/A","1941/ASR","0.1349/5,876","9/9","Y","N","2","08/29/18","CRIS"
"1","OC18195218","S","CONDO/A","8856","Sutter CIR   #522B","HB","14","STD","$580,500","$541.51","2/2,0,0,0","1072/A","1977/ASR","0.0246/1,072","6/6","N","N","2.25","09/11/18","CRMLSM"
"1","PW18198252","S","SFR/D","19361","Joice LN  ","HB","14","STD","$770,000","$500.00","4/2,0,0,0","1540/A","1963/ASR","0.1377/6,000","5/5","N","N","2.5","09/14/18","CRMLSM"
"1","OC18197395","S","SFR/D","9696","La Amapola AVE  ","FV","16","PRO","$850,000","$348.79","4/3,0,0,0","2437/A","1967/ASR","0.1921/8,370","0/0","Y","N","2.5","08/14/18","CRMLSM"
"1","PW18199645","S","SFR/D","5623","Bellflower BLVD  ","LW","21","STD","$500,000","$562.43","2/1,0,0,0","889/A","1950/ASR","0.1571/6,844","6/6","N","N","2.5","09/14/18","CRMLSM"
"1","PV18197499","S","SFR/D","6213 E","Carita ST  ","LONG","31","STD","$591,000","$688.81","2/1,0,0,0","858/A","1950/PUB","0.1111/4,838","9/9","N","N","2.5","09/14/18","CRMLSM"
"1","SB18198031","S","SFR/A","2306","Heather AVE  ","LONG","34","STD","$685,000","$583.97","3/1,0,0,0","1173/A","1951/PUB","0.1389/6,050","10/10","N","N","2.5","09/13/18","CRMLSM"
"1","PW18200405","S","SFR/D","3531","Camelia ST  ","SLB","48","STD","$935,000","$463.79","4/2,0,0,0","2016/A","1971/ASR","0.1194/5,200","15/15","N","Y","2.5","09/13/18","CRMLSM"
"1","PW18200883","S","SFR/D","8857","Sycamore   ","WTM","58","REO","$640,000","$365.71","3/2,0,1,0","1750/E","1998/ASR","0.0753/3,282","0/0","N","N","3","08/30/18","CRMLSM"
"1","OC18197344","S","SFR/D","8662","Katella AVE  ","ANA","61","STD","$523,000","$397.42","3/2,0,0,0","1316/A","1956/ASR","0.1851/8,062","10/10","N","N","3","09/12/18","CRMLSM"
"1","PW18200781","S","SFR/D","11391","Homeway DR  ","GG","62","STD","$820,000","$515.72","4/2,0,1,0","1590/A","1956/PUB","0.4371/19,040","5/5","N","Y","2.5","09/11/18","CRMLSM"
"1","OC18199488","S","SFR/D","11682","Daryl LN  ","GG","64","STD","$629,000","$340.92","3/2,0,0,0","1845/A","1954/APP","0.167/7,276","4/4","N","N","2.5","08/29/18","CRMLSM"
"1","OC18197336","S","SFR/D","13961","Merello ST  ","GG","66","STD","$655,000","$414.82","3/2,0,0,0","1579/A","1959/ASR","0.2014/8,775","7/7","N","N","2","08/28/18","CRMLSM"
"1","PW18198639","S","SFR/D","3314 W","Charlaine ST  ","SA","69","STD","$495,000","$412.50","3/2,0,0,0","1200/A","1961/ASR","0.1384/6,030","1/1","Y","N","2","08/16/18","CRMLSM"
"1","OC18196114","S","SFR/D","1327 S","Doreen WAY  ","SA","69","STD","$649,000","$338.20","4/2,0,0,0","1919/A","1955/ASR","0.1446/6,300","9/9","N","N","2.5","09/11/18","CRMLSM"
"1","PW18200677","S","SFR/D","2829","Righter CIR  ","SA","70","STD","$710,000","$449.08","3/2,0,0,0","1581/A","1969/ASR","0.1463/6,375","2/2","Y","N","2.5","09/10/18","CRMLSM"
"1","PW18197257","S","CONDO/A","1910 W","Palmyra AVE   #80","ORG","72","STD,NOD","$395,000","$330.82","2/1,0,1,0","1194/A","1973/ASR","0.0238/1,038","6/6","N","N","2.5","09/06/18","CRMLSM"
"1","PW18197272","S","CONDO/D","5809 E","Pinyon Pine DR  ","ORG","75","STD","$630,000","$415.57","3/2,0,1,0","1516/E","1996/EST","","7/7","N","N","2.5","09/14/18","CRMLSM"
"1","PW18197707","S","SFR/D","950 N","Milford ST  ","ORG","75","STD","$635,000","$512.92","3/1,1,0,0","1238/A","1956/ASR","0.153/6,666","7/7","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18200604","S","SFR/D","8467 E","Frostwood ST  ","AH","77","STD","$700,000","$281.58","5/4,0,0,0","2486/A","1984/ASR","0.1148/5,000","7/7","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18200097","S","SFR/D","1251 N","MILLWOOD LN  ","AH","77","STD","$750,000","$372.39","3/2,0,1,0","2014/A","1977/ASR","0.1148/5,000","0/0","N","N","2.5","08/21/18","CRMLSM"
"1","PW18200150","S","SFR/D","1669 S","Carnelian ST  ","ANA","79","STD","$670,000","$220.03","4/1,2,0,0","3045/A","1969/ASR","0.1179/5,135","8/8","N","N","2.5","09/12/18","CRMLSM"
"1","PW18195244","S","SFR/A","5128","Argyle DR  ","BP","82","STD","$438,000","$343.26","3/2,0,1,0","1276/A","1965/SEE","0.0278/1,210","4/4","N","N","2.5","09/07/18","CRMLSM"
"1","PW18198523","S","SFR/A","8109","Fletcher   ","BP","82","STD","$440,000","$404.41","2/1,0,1,0","1088/A","1976/ASR","0.0215/935","10/10","N","N","2.5","09/11/18","CRMLSM"
"1","PW18201124","S","SFR/D","6137","Marian AVE  ","BP","82","STD","$500,000","$421.23","4/1,0,1,0","1187/A","1959/ASR","0.1377/6,000","5/5","N","N","1","09/14/18","CRMLSM"
"1","PW18201220","S","SFR/D","6918","Naomi AVE  ","BP","82","STD","$527,000","$424.32","4/1,1,0,0","1242/A","1960/ASR","0.2061/8,977","0/0","N","N","1","08/17/18","CRMLSM"
"1","PW18197859","S","CONDO/A","2710","Pine Creek CIR  ","FUL","83","STD","$460,000","$378.60","2/2,0,0,0","1215/A","1976/ASR","0.0279/1,215","6/6","Y","N","2","09/17/18","CRMLSM"
"1","PW18199984","S","SFR/D","524 E","Wilshire AVE  ","FUL","83","STD","$561,000","$495.58","2/1,0,1,0","1132/A","1923/PUB","0.1263/5,500","6/6","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18199357","S","SFR/D","1406","Melody LN  ","FUL","83","STD","$754,000","$411.12","3/2,0,0,0","1834/A","1956/ASR","0.2367/10,312","7/16","Y","N","2.5","09/11/18","CRMLSM"
"1","PW18197737","S","CONDO/A","20080","Clear River LN   #25","YL","85","STD","$350,000","$319.63","3/2,0,0,0","1095/A","1979/ASR","","1/1","Y","N","2","09/14/18","CRMLSM"
"1","PW18196583","S","SFR/D","1200","Northwood AVE  ","BREA","86","STD","$685,000","$293.99","3/2,0,1,0","2330/A","1966/ASR","0.2055/8,950","13/13","N","N","2.5","09/17/18","CRMLSM"
"1","PW18197610","S","SFR/D","905","Picaacho DR  ","LHH","88","STD","$868,000","$466.67","3/2,1,0,0","1860/A","1961/ASR","0.9982/43,480","17/17","Y","N","2.5","09/11/18","CRMLSM"
"1","SB18200600","S","SFR/D","4080 W","105th ST  ","ING","105","STD","$500,000","$372.58","4/2,0,0,0","1342/A","1941/ASR","0.1348/5,871","1/1","Y","N","2.5","09/06/18","CRMLSM"
"1","SB18195956","S","SFR/D","5331 W","138th ST  ","HAWT","107","STD","$1,100,000","$747.28","4/2,0,0,0","1472/A","1955/ASR","0.1171/5,102","4/4","N","N","2.5","09/05/18","CRMLSM"
"1","SB18196770","S","TWNHS/A","14534","Yukon AVE  ","HAWT","111","STD","$510,000","$310.41","3/3,0,0,0","1643/A","1991/ASR","0.5671/24,702","1/1","N","N","2","09/10/18","CRMLSM"
"1","SR18197468","S","SFR/D","15201","Van Ness AVE  ","GR","117","STD","$622,500","$478.85","3/2,0,0,0","1300/A","1940/ASR","0.1345/5,857","5/16","N","N","2.5","09/07/18","CRIS"
"1","18375910","S","SFR/D","16916","BRIGHTON AVE  ","GR","119","PRO","$500,000","$550.66","2/1,0,0,0","908/","1954","0.1104/4,810","11/11","","N","2","09/11/18","CLAW"
"1","SB18195336","S","SFR/D","1911 W","160th ST  ","GR","119","STD","$620,000","$467.92","3/2,0,0,0","1325/A","1955/ASR","0.1152/5,017","4/4","N","N","2.5","09/07/18","CRMLSM"
"1","PW18199920","S","CONDO/A","20539 S","Vermont AVE   #4","TORR","123","STD","$380,000","$396.25","2/2,0,0,0","959/A","1980/ASR","5.2701/229,567","3/3","N","N","2.5","09/17/18","CRMLSM"
"1","PW18201282","S","SFR/D","16411","Haas AVE  ","TORR","133","STD","$595,000","$504.66","3/1,0,0,0","1179/A","1950/ASR","0.1385/6,033","6/6","N","N","2.5","09/13/18","CRMLSM"
"1","SB18197562","S","SFR/D","1859 E","Helmick ST  ","CARS","138","STD","$400,000","$293.69","3/2,0,0,0","1362/A","1964/ASR","0.1468/6,393","0/0","N","N","2.5","08/30/18","CRMLSM"
"1","SB18198001","S","CONDO/A","2111","Carnegie LN   #C","REDO","152","STD","$977,712","$555.52","3/2,0,1,0","1760/A","2005/ASR","0.1722/7,502","7/7","Y","N","2.5","09/14/18","CRMLSM"
"1","PV18200378","S","TWNHS/A","2415","Rockefeller LN   #A","REDO","152","STD","$1,260,000","$546.88","4/4,0,1,0","2304/B","2018/BLD","0.1722/7,500","0/0","Y","N","2.5","08/22/18","CRMLSM"
"1","SB18196723","S","TWNHS/A","208 N","Juanita AVE   #1","REDO","155","STD","$1,020,000","$549.57","3/3,0,0,0","1856/A","1983/ASR","0.2761/12,025","8/8","N","N","2.5","09/07/18","CRMLSM"
"1","SB18196987","S","TWNHS/A","2104","Mount Shasta DR  ","SP","193","PRO","$565,000","$325.46","4/3,0,0,0","1736/A","1978/PUB","11.5943/505,049","8/8","Y","N","2.5","09/07/18","CRMLSM"
"1","SW18195511","S","SFR/D","24643","1st AVE  ","MUR","206","STD","$235,000","$291.56","2/1,0,0,0","806/A","1930/ASR","0.16/6,970","6/6","Y","N","2.5","08/31/18","CRMLSM"
"1","SW18196676","S","SFR/D","27557","Hackberry ST  ","MUR","207","STD","$469,900","$152.91","4/3,0,0,0","3073/A","2004/ASR","0.19/8,276","7/7","Y","N","2.5","09/12/18","CRMLSM"
"1","SW18195459","S","SFR/D","32427","Rosa CT  ","TEM","211","STD","$559,000","$171.53","5/3,0,0,0","3259/A","2001/ASR","0.17/7,405","0/0","Y","N","2.5","08/31/18","CRMLSM"
"1","SW18199125","S","SFR/D","34291","Coppola ST  ","TEM","213","STD","$585,000","$224.91","4/3,0,0,0","2601/A","2012/ASR","0.17/7,405","7/88","Y","N","3","09/17/18","CRMLSM"
"1","SW18195206","S","SFR/D","31915","Ridge Berry DR  ","WINC","219","STD","$450,000","$191.00","4/3,0,0,0","2356/A","2006/ASR","0.24/10,454","3/3","N","Y","2.5","09/17/18","CRMLSM"
"1","SW18195073","S","SFR/D","251 S","Ramona ST  ","HMT","223","STD","$175,000","$280.45","2/1,0,0,0","624/A","1948/ASR","0.15/6,534","6/6","N","N","3","09/14/18","CRMLSM"
