"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","180041024","S","CONDO/A","3657","Harvard Dr   ","OCE","","","$390,000","$288.89","3/2,0,1,0","1350/A","1975","","7/7","","N","2.5","08/29/18","SAND"
"1","180041005","S","SFR/D","209 S","58th St   ","SD","","","$390,000","$487.50","2/1,0,0,0","800/A","1947","","15/15","","N","2","09/04/18","SAND"
"1","180041028","S","SFR/D","810","Felicita Ave   W","ESC","","","$395,000","$272.04","3/1,0,0,0","1452/P","1948","","20/20","","N","2.5","09/05/18","SAND"
"1","180040822","S","TWNHS","600","Sheffield Court    #30","CHU","","","$410,000","$253.40","4/2,0,0,0","1618/A","1972","","7/7","N","N","2.5","08/31/18","SAND"
"1","180040811","S","CONDO/A","4081","Ohio St    #2","SD","","","$425,000","$438.14","2/2,0,0,0","970/A","1987","","6/6","","N","2.5","08/24/18","SAND"
"1","180041041","S","TWNHS/A","79","Via Sovana   ","SAN","","","$425,000","$327.17","2/2,0,1,0","1299/AP","2007/ASR","","13/13","","N","2.5","09/10/18","SAND"
"1","180040814","S","SFR/D","1090","Jennifer Circle   ","VST","","","$430,000","$281.41","4/2,0,0,0","1528/A","1976/ASR","","7/7","N","N","2.5","08/30/18","SAND"
"1","180040843","S","SFR/D","6372","Estrella Ave   ","SD","","PRO","$437,500","$428.92","2/1,0,0,0","1020/A","1960","","28/28","","N","2.5","08/31/18","SAND"
"1","180040993","S","SFR/D","719","Caminito Estrella   ","CHU","","","$440,000","$400.00","3/2,0,1,0","1100/A","1997","","15/15","","N","2.5","08/30/18","SAND"
"1","180040835","S","CONDO/A","8324","Regents Road    #1D","SD","","","$445,000","$497.76","2/2,0,0,0","894/A","1985","","7/7","Y","N","2.5","09/07/18","SAND"
"1","180041062","S","TWNHS/A","343","Caminito Barcelona   ","CHU","","","$450,000","$335.32","3/2,0,0,0","1342/A","2003","","8/34","","N","3","08/24/18","SAND"
"1","180040924","S","SFR/D","9226","Heatherdale St   ","SAN","","","$460,000","$456.35","3/2,0,0,0","1008/P","1960","","12/12","","N","2.25","08/24/18","SAND"
"1","180040768","S","CONDO/A","2205","Andalusia Ln    #3","CHU","","","$470,000","$261.98","3/2,0,1,0","1794/P","2008","","15/15","","N","2.5","08/30/18","SAND"
"1","180040802","S","SFR/D","256 S","Royal Oak Dr   ","SD","","","$475,000","$295.40","4/2,0,0,0","1608/A","1969","","5/13","","N","2.5","08/24/18","SAND"
"1","180040736","S","SFR/D","10877","San Gabriel Way   ","VC","","","$485,000","$388.00","2/2,0,0,0","1250/A","1976","","16/16","Y","N","2.5","09/04/18","SAND"
"1","180041023","S","SFR/D","4193","Kimberly Ln   ","OCE","","","$490,000","$307.98","4/2,0,0,0","1591/A","1980/ASR","","8/8","","N","2.5","08/21/18","SAND"
"1","180040869","S","SFR/D","1470","Woodhill St   ","ELC","","","$493,000","$343.79","3/1,0,0,0","1434/A","1960","","20/20","","N","2.5","09/04/18","SAND"
"1","180040824","S","CONDO/A","1829","Esquire Gln   ","ESC","","","$500,000","$306.56","3/3,0,0,0","1631/T","1979/ASR","","3/33","Y","N","2.25","09/05/18","SAND"
"1","180040773","S","SFR/D","13682","Cunning Ln   ","LAK","","","$500,000","$347.95","3/2,0,0,0","1437/A","1978","","5/5","","N","2.5","08/31/18","SAND"
"1","180040756","S","CONDO/A","11769","Caminito de las Missiones   ","SD","","","$502,000","$443.07","2/2,0,0,0","1133/A","1988","","6/6","","N","2.5","08/30/18","SAND"
"1","180040849","S","SFR/D","1751","Kincaid Ave   ","CHU","","","$515,000","$340.83","3/2,0,1,0","1511/OTH","2007/ASR","","18/18","N","N","2.5","09/14/18","SAND"
"1","180040878","S","SFR/D","17076","LAWSON VALLEY RD.   ","JAM","","","$527,000","$266.84","3/2,0,0,0","1975/A","2005/ASR","","8/8","Y","N","2.5","09/11/18","SAND"
"1","180040970","S","TWNHS/A","512","Surfbird Lane   ","IMB","","","$528,750","$321.23","3/2,0,1,0","1646/","2018","","12/399","","N","4","09/06/18","SAND"
"1","180041038","S","SFR/D","878","Pearl Place   ","ELC","","","$537,000","$459.76","3/3,0,0,0","1168/A","1952/ASR","","7/7","","Y","2","08/21/18","SAND"
"1","180040743","S","SFR/D","2871","Brandeis Dr   ","OCE","","","$540,000","$338.56","3/2,0,0,0","1595/A","1987/ASR","","17/17","","N","2.5","09/04/18","SAND"
"1","180040916","S","TWNHS/A","5715","Menorca Drive   ","SD","","","$550,000","$371.12","2/2,0,1,0","1482/A","1979/ASR","","3/3","Y","N","2.5","08/28/18","SAND"
"1","180040741","S","CONDO/A","1986","Country Grove Lane   ","ENCS","","","$557,500","$508.20","2/2,0,1,0","1097/A","1980","","30/30","","N","2.5","09/14/18","SAND"
"1","180040775","S","SFR/D","51 E","L   ","CHU","","","$558,000","$429.23","4/2,0,0,0","1300/A","1957","","24/58","","N","2.5","09/11/18","SAND"
"1","180041046","S","CONDO/A","211","Mangano Circle   ","ENCS","","","$575,000","$526.56","2/2,0,0,0","1092/A","1984","","15/15","Y","N","2.5","09/10/18","SAND"
"1","180040979","S","SFR/D","1013","Crest View Rd   ","VST","","","$599,000","$286.06","4/2,0,1,0","2094/A","1985","","7/43","","N","2.5","08/22/18","SAND"
"1","180040780","S","SFR/D","2621","Sprig Pl   ","SD","","","$605,000","$576.19","3/2,0,0,0","1050/A","1958/ASR","","24/24","","N","2.5","09/05/18","SAND"
"1","180041016","S","SFR","4958","Lerkas Way   ","OCE","","","$625,000","$222.58","3/3,0,1,0","2808/A","1991","","18/135","Y","Y","2.5","08/29/18","SAND"
"1","180041063","S","CONDO/A","3446","Via Alicante   ","LAJ","","","$649,000","$569.30","2/2,0,1,0","1140/A","1975","","5/5","Y","N","2.5","08/29/18","SAND"
"1","180040724","S","SFR/D","368","Solano Bay Ct   ","OCE","","STD","$660,000","$256.21","4/2,0,0,0","2576/A","1996","","11/11","","N","2.5","09/05/18","SAND"
"1","180040983","S","SFR/D","7428","Volclay Dr   ","SD","","","$661,000","$470.13","3/2,0,0,0","1406/P","1974","","6/6","Y","N","2.5","08/30/18","SAND"
"1","180040789","S","SFR/D","1245","Cypress Dr.   ","VST","","","$675,000","$358.28","4/2,0,0,0","1884/A","1976/ASR","","31/31","","N","2","09/11/18","SAND"
"1","180040829","S","SFR","8442","MESA VIEW RD   ","SAN","","","$684,000","$359.06","3/2,0,0,0","1905/A","1991/ASR","","13/13","Y","N","2.5","09/07/18","SAND"
"1","180041044","S","SFR/D","8820","Gowdy Ave   ","SD","","","$689,000","$493.55","3/2,0,0,0","1396/D","1958","","12/12","","N","2.5","09/06/18","SAND"
"1","180040818","S","TWNHS/A","2311","Caminito Andada   ","SD","","","$690,000","$421.50","4/2,0,1,0","1637/A","1973","","49/49","N","N","2.5","09/14/18","SAND"
"1","180040915","S","SFR/D","2331","Monte Vista Drive   ","VST","","","$695,000","$182.65","8/3,0,2,0","3805/D","2000","","46/46","","N","3","09/11/18","SAND"
"1","180040772","S","TWNHS/A","12541","El Camino Real    #E","SD","","","$705,000","$521.84","2/2,0,1,0","1351/P","1998","","7/7","","N","2.5","09/04/18","SAND"
"1","180041027","S","SFR/D","11391","Westonhill Dr   ","SD","","","$707,000","$313.53","5/3,0,0,0","2255/A","1973","","4/4","","N","2.5","08/29/18","SAND"
"1","180040996","S","SFR/D","652","Larkspur Ct   ","SAM","","","$710,000","$335.22","4/3,0,0,0","2118/A","1994","","9/9","","N","2.5","08/24/18","SAND"
"1","180040753","S","SFR/D","11156","Bootes St   ","SD","","","$720,000","$336.76","4/2,0,1,0","2138/A","1972","","7/7","","N","2.5","08/30/18","SAND"
"1","180040938","S","SFR/D","1451","Belmont Park Rd   ","OCE","","","$745,000","$251.43","5/3,0,0,0","2963/A","2001","","14/14","","N","2.5","09/10/18","SAND"
"1","180040995","S","SFR/D","13827","Freeport Rd   ","SD","","","$780,000","$337.95","4/3,0,0,0","2308/A","1982/ASR","","13/13","Y","N","2.25","09/04/18","SAND"
"1","180041056","S","SFR/D","7007","Mimosa Dr   ","CAR","","","$790,000","$522.49","3/2,0,0,0","1512/A","1978","","11/52","N","N","2.5","09/06/18","SAND"
"1","180040872","S","SFR/D","2323","Calle Dos Lomas   ","FBRK","","","$790,000","$296.55","3/2,0,1,0","2664/A","1999","","18/18","Y","N","2","09/04/18","SAND"
"1","180040817","S","CONDO/A","425 W","Beech St    #1755","SD","","","$825,000","$660.53","2/2,0,1,0","1249/A","2004/ASR","","5/5","Y","N","2.5","08/23/18","SAND"
"1","180040899","S","SFR/D","1766","Caliban Dr   ","ENCS","","","$826,000","$593.39","4/2,0,0,0","1392/A","1973/ASR","","11/11","","N","2.5","09/04/18","SAND"
"1","180040729","S","SFR/D","1086","Straightaway Court   ","OCE","","","$855,000","$229.41","6/3,0,0,0","3727/A","2006","","10/10","Y","N","2.5","08/31/18","SAND"
"1","180040886","S","SFR/D","3140","Willow Creek Pl   ","ESC","","","$875,000","$261.98","5/4,0,0,0","3340/A","1998","","21/21","","N","2.5","08/30/18","SAND"
"1","180040830","S","CONDO","4476","30Th St   ","SD","","","$880,000","$458.09","4/3,0,0,0","1921/A","2016","","10/10","Y","N","2.5","09/04/18","SAND"
"1","180040742","S","CONDO/A","721","D Ave   ","CORO","","","$895,000","$1,160.83","1/1,0,0,0","771/P","1939","","6/6","","N","2","09/05/18","SAND"
"1","180040853","S","SFR/D","2722","Socorro Ln   ","CAR","","","$895,000","$456.63","3/3,0,0,0","1960/A","1978","","17/17","Y","","2.5","09/10/18","SAND"
"1","180040823","S","SFR/D","1821","Ratcliff Rd   ","CAR","","","$915,000","$329.85","4/3,0,0,0","2774/A","1963/ASR","","21/21","","N","2.5","09/14/18","SAND"
"1","180041021","S","SFR/D","4424","Felton St   ","SD","","","$920,000","$579.35","3/2,0,0,0","1588/A","1931/ASR","","12/12","Y","N","2.5","09/05/18","SAND"
"1","180041006","S","SFR/D","3003","Kingsley Street   ","SD","","","$945,000","$496.58","3/2,0,0,0","1903/OTH","1939","","21/21","","N","2","08/30/18","SAND"
"1","180040980","S","SFR/D","3426","Ottawa Ave   ","SD","","","$967,000","$471.02","3/2,0,1,0","2053/D","2012/BLD","","6/6","","N","2.5","09/13/18","SAND"
"1","180041033","S","SFR/D","9710","Lake Helix Terrace   ","","","","$1,050,000","$250.00","5/4,0,0,0","4200/A","1987","","34/34","Y","N","2.5","09/12/18","SAND"
"1","180040842","S","SFR/D","13326","Arroya Vista Rd   ","POW","","","$1,085,000","$353.19","5/3,0,0,0","3072/A","1976/ASR","","2/2","Y","Y","2.5","08/24/18","SAND"
"1","180040911","S","SFR/D","1995","Erie Street   ","SD","","","$1,100,000","$509.26","4/3,0,1,0","2160/A","1970/ASR","","22/22","Y","Y","2.5","09/06/18","SAND"
"1","180040815","S","SFR/D","1617","Starling Ct   ","CAR","","","$1,140,000","$347.77","5/3,0,0,0","3278/A","1992","","1/7","Y","N","2.5","08/31/18","SAND"
"1","180040953","S","SFR/D","264","Cerro Street   ","ENCS","","","$1,250,000","$473.13","5/4,0,0,0","2642/A","1974/ASR","","6/6","","N","2.5","08/30/18","SAND"
"1","180040779","S","TWNHS","13017","Caminito Mar Villa   ","DEM","","","$1,277,000","$765.59","3/2,0,1,0","1668/A","1974","","21/110","Y","N","2.5","09/14/18","SAND"
"1","180040877","S","SFR/D","6967","Calle Portone   ","RAS","","","$2,025,000","$652.38","3/3,0,1,0","3104/A","2003","","9/9","","N","2.5","09/13/18","SAND"
"1","PW18179923","S","SFR/D","41","Saint Joseph AVE  ","LONG","1","STD","$1,879,000","$624.46","5/4,0,0,0","3009/OTH","2018/BLD","0.0702/3,060","7/7","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18180127","S","CONDO/A","2538 E","2nd ST   #202","LONG","2","STD","$627,500","$437.89","2/2,0,0,0","1433/A","1976/ASR","0.5694/24,801","6/6","Y","N","2.5","08/21/18","CRMLSM"
"1","OC18180077","S","CONDO/A","1001","Park AVE   #304","LONG","3","STD","$388,000","$440.91","2/2,0,0,0","880/A","1987/ASR","0.2634/11,474","15/15","Y","N","2.5","09/10/18","CRMLSM"
"1","PW18180081","S","CONDO/A","3408","Hathaway AVE   #202","LONG","3","STD","$452,000","$502.22","2/2,0,0,0","900/S","1990/ASR","5.0581/220,333","12/12","N","N","2*","08/30/18","CRMLSM"
"1","PW18179333","S ","OYO/A","234","Lime AVE   #7","LONG","4","STD","$140,000","$375.34","0/1,0,0,0","373/A","1928/ASR","0.1725/7,512","6/6","Y","N","2.5","08/15/18","CRMLSM"
"1","PW18179310","S ","OYO/A","234","Lime AVE   #F","LONG","4","STD","$140,000","$369.39","0/1,0,0,0","379/A","1931/ASR","0.1725/7,512","6/6","Y","N","2.5","08/15/18","CRMLSM"
"1","PW18179301","S ","OYO/A","234","Lime AVE   #G","LONG","4","STD","$140,000","$369.39","0/1,0,0,0","379/A","1931/ASR","0.1725/7,512","6/6","Y","N","2.5","08/15/18","CRMLSM"
"1","PV18178986","S","CONDO/A","1750 E","Ocean BLVD   #102","LONG","4","STD","$355,000","$561.71","1/1,0,0,0","632/A","1975/ASR","1.0187/44,375","8/8","Y","N","2.5","08/22/18","CRMLSM"
"1","DW18180263","S","SFR/D","1405 E","57th ST  ","LONG","7","STD","$470,000","$508.66","2/1,0,0,0","924/A","1940/PUB","0.1244/5,420","23/23","Y","N","2","09/13/18","CRMLSM"
"1","PW18179023","S ","SFR/D","337 E","61st ST  ","LONG","7","STD","$485,000","$478.30","3/1,0,0,0","1014/A","1946/ASR","0.1484/6,466","7/7","N","N","2.5","09/03/18","CRMLSM"
"1","OC18180198","S","CONDO/A","2101 E","21st ST   #111","SIGH","8","STD","$439,999","$346.73","2/2,0,0,0","1269/A","1982/ASR","1.6265/70,849","16/16","N","N","2.5","09/17/18","CRMLSM"
"1","DW18179319","S","CONDO/A","2020 W","23rd ST   #4","LONG","11","STD","$325,000","$294.92","4/2,0,0,0","1102/A","1971/ASR","0.6181/26,923","13/13","N","N","2","09/14/18","CRMLSM"
"1","PW18179295","S","CONDO/A","20331","Bluffside CIR   #105","HB","14","STD","$515,500","$468.21","2/2,0,0,0","1101/A","1983/ASR","0/0","4/4","Y","N","2","09/12/18","CRMLSM"
"1","OC18179394","S","SFR/D","16417","Mount Dunhaven ST  ","FV","16","STD","$754,000","$459.20","4/1,1,0,0","1642/A","1970/ASR","0.1682/7,326","7/7","N","N","2.5","08/31/18","CRMLSM"
"1","OC18180099","S","SFR/D","17380","Palm ST  ","FV","16","STD","$755,000","$557.20","3/2,0,0,0","1355/A","1963/ASR","0.1717/7,480","21/21","N","N","2.5","09/07/18","CRMLSM"
"1","OC18180152","S","SFR/D","18794","San Felipe ST  ","FV","16","STD","$790,000","$412.96","4/2,0,1,0","1913/A","1965/ASR","0.1656/7,215","28/28","N","N","2.5","09/07/18","CRMLSM"
"1","DW18180260","S","SFR/D","16272","Opera LN  ","HB","17","STD","$810,000","$657.47","3/2,0,0,0","1232/A","1962/ASR","0.2513/10,947","7/7","Y","N","2","08/27/18","CRMLSM"
"1","PW18179170","S","SFR/D","5926","Cypress Point AVE  ","LONG","25","STD","$690,000","$332.05","4/2,0,1,0","2078/A","2005/ASR","3.799/165,485","7/7","Y","N","3","09/12/18","CRMLSM"
"1","PW18179523","S","SFR/D","4457 N","Greenbrier RD  ","LONG","29","STD","$790,000","$446.58","4/2,0,0,0","1769/A","1947/ASR","0.1911/8,325","19/19","N","N","2.5","09/12/18","CRMLSM"
"1","PW18179277","S","SFR/D","4310","Graywood AVE  ","LONG","29","STD","$945,000","$409.80","4/3,0,0,0","2306/B","1941/ASR","0.1498/6,527","7/7","Y","N","2.5","09/07/18","CRMLSM"
"1","PW18179425","S","SFR/D","3232","Faust AVE  ","LONG","33","STD","$700,000","$603.97","3/1,0,1,0","1159/A","1950/ASR","0.1254/5,463","6/6","N","N","2.5","08/29/18","CRMLSM"
"1","PW18180120","S","SFR/D","3357","Lees AVE  ","LONG","33","STD","$850,000","$621.35","3/1,1,0,0","1368/A","1953/ASR","0.1596/6,954","28/28","Y","N","2.5","09/14/18","CRMLSM"
"1","PW18178980","S","SFR/D","3152","Roxanne AVE  ","LONG","33","STD","$900,000","$630.69","3/1,1,0,0","1427/E","1954/ASR","0.1224/5,331","9/9","Y","N","2.5","08/24/18","CRMLSM"
"1","OC18180227","S","CONDO/A","10401","Garden Grove BLVD   #42","GG","63","STD","$395,000","$401.83","2/2,0,0,0","983/A","1986/OTH","0.023/1,000","0/9","Y","N","2","08/24/18","CRMLSM"
"1","PW18179615","S","SFR/A","12641","Romaine WAY  ","GG","63","STD","$499,900","$345.23","2/2,0,0,0","1448/A","1974/ASR","0.0615/2,680","5/5","Y","N","2.5","08/29/18","CRMLSM"
"1","OC18179316","S","SFR/D","8791","Bishop AVE  ","WTM","67","STD","$839,000","$383.63","4/2,0,1,0","2187/A","1959/ASR","0.14/6,100","11/11","N","Y","2.5","08/31/18","CRMLSM"
"1","OC18179704","S","SFR/D","16654","Mount Acoma CIR  ","FV","68","STD","$825,000","$363.28","5/2,0,0,0","2271/A","1969/ASR","0.1527/6,650","0/0","N","N","2.5","08/20/18","CRMLSM"
"1","OC18179478","S","SFR/D","3509 S","Ross ST  ","SA","69","STD","$805,000","$316.93","5/2,0,1,0","2540/A","1970/ASR","0.1527/6,650","13/97","Y","Y","2.5","08/15/18","CRMLSM"
"1","OC18180157","S","CONDO/A","17532","Vandenberg LN   #1","TUS","71","STD","$400,000","$400.00","2/2,0,0,0","1000/B","1973/ASR","","5/5","N","N","2.5","08/24/18","CRMLSM"
"1","PW18179762","S","SFR/D","2588 N","Kendra DR  ","ORG","72","STD","$1,075,000","$306.44","4/3,0,1,0","3508/A","2003/ASR","0.1676/7,300","12/12","N","N","2.5","09/04/18","CRMLSM"
"1","PW18179556","S","TWNHS/A","163 S","Waterwheel WAY   #25","ORG","75","STD","$545,000","$357.85","3/2,0,1,0","1523/A","1979/EST","0.023/1,000","6/6","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18180062","S","SFR/D","3826 E","Kirkwood AVE  ","ORG","75","STD","$1,300,000","$573.19","4/2,0,0,0","2268/A","1960/ASR","0.1997/8,700","0/0","Y","Y","2.5","08/08/18","CRMLSM"
"1","CV18179165","S","SFR/A","8620","Hemlock WAY  ","BP","82","STD","$535,000","$408.71","4/1,1,0,0","1309/A","1955/ASR","0.2137/9,310","10/10","Y","N","2","09/05/18","CRMLSM"
"1","PW18179625","S","TWNHS/A","535","Blue Water LN   #85","FUL","83","STD","$486,500","$423.04","2/2,0,1,0","1150/A","1980/ASR","0/2","9/9","N","N","2.25","09/13/18","CRMLSM"
"1","PW18179941","S","SFR/D","2809","Live Oak AVE  ","FUL","83","STD","$686,000","$533.44","3/2,0,0,0","1286/A","1966/PUB","0.2167/9,440","7/38","Y","N","2.5","08/31/18","CRMLSM"
"1","OC18180000","S","SFR/D","1913","Young DR  ","PLA","84","STD","$760,000","$284.43","5/1,1,1,0","2672/A","1975/ASR","0.1636/7,125","35/35","N","N","2.5","09/06/18","CRMLSM"
"1","PW18179707","S","CONDO/A","17047","Independence   ","YL","85","STD","$550,000","$346.35","3/3,0,0,0","1588/B","2016/EST","0/0","35/126","N","N","2.5","09/07/18","CRMLSM"
"1","PW18179176","S","SFR/D","6091","Country View DR  ","YL","85","STD","$1,900,000","$383.45","6/5,0,0,0","4955/A","1976/ASR","0.3283/14,300","0/0","Y","Y","2.5","07/31/18","CRMLSM"
"1","PW18180125","S","CONDO/A","1480 W","Lambert RD   #282","LH","87","STD","$275,000","$416.67","1/1,0,0,0","660/A","1971/PUB","","2/2","Y","N","2","08/24/18","CRMLSM"
"1","PW18179392","S","TWNHS/A","950 W","Lambert RD   #25","LH","87","STD","$345,000","$339.23","2/1,0,1,0","1017/A","1980/ASR","0.0023/100","11/11","Y","N","2","08/30/18","CRMLSM"
"1","PW18179806","S","CONDO/D","621 N","Bedford ST   #621","LH","87","STD","$400,000","$293.47","3/2,0,1,0","1363/A","1983/ASR","","5/5","Y","N","2.25","09/14/18","CRMLSM"
"1","DW18179024","S","SFR/D","1010","Jaffrey ST  ","LH","87","STD","$455,000","$351.89","3/2,0,0,0","1293/A","1960/ASR","0.2472/10,767","0/0","Y","N","2","07/20/18","CRMLSM"
"1","PW18179799","S","SFR/D","351","Lime ST  ","LH","87","STD","$600,000","$468.75","4/2,0,0,0","1280/A","1955/PUB","0.14/6,100","11/11","N","N","2","09/05/18","CRMLSM"
"1","PW18180123","S","SFR/A","13420","Via Alicante   ","TUS","89","STD","$696,000","$438.84","3/2,1,0,0","1586/A","1989/ASR","0.0483/2,106","5/5","N","N","2.5","08/28/18","CRMLSM"
"1","18368772","S","CONDO","888","VICTOR AVE   #25","ING","101","STD","$432,600","$436.09","2/1,0,1,0","992/A","1971","0.5737/24,992","15/15","N","","2","09/07/18","CLAW"
"1","SB18179937","S ","SFR/D","829 W","145th ST  ","GR","114","STD","$410,000","$380.33","3/1,0,0,0","1078/S","1950/ASR","0.1231/5,364","13/13","N","N","2.5","08/14/18","CRMLSM"
"1","SB18179145","S ","SFR/D","16832 S","Orchard AVE  ","GR","116","STD","$660,000","$303.59","4/2,1,0,0","2174/A","1958/ASR","0.1597/6,956","10/10","N","Y","2.5","08/30/18","CRMLSM"
"1","SB18179253","S","CONDO/A","25925","Narbonne AVE   #39","LOM","121","STD","$295,000","$366.46","2/1,0,0,0","805/A","1973/PUB","1.3609/59,281","43/43","Y","N","2.5","09/13/18","CRMLSM"
"1","SW18178881","S","TWNHS/A","22330 S","Vermont AVE   #2","TORR","123","STD,NOD","$360,000","$279.72","3/2,0,0,0","1287/A","1979/ASR","3.0402/132,433","8/8","N","N","2.5","08/17/18","CRMLSM"
"1","SB18179371","S","SFR/D","24459","Winlock DR  ","TORR","125","STD","$827,500","$775.54","3/1,0,0,0","1067/A","1950/ASR","0.1254/5,464","13/27","N","N","2.5","08/27/18","CRMLSM"
"1","SB18179330","S","SFR/D","21724","Reynolds DR  ","TORR","130","STD","$955,000","$514.55","3/2,1,0,0","1856/A","1955/ASR","0.1595/6,946","6/6","N","N","2.5","08/13/18","CRMLSM"
"1","SB18180172","S","SFR/D","5508","Halison ST  ","TORR","131","STD","$940,000","$645.60","3/1,1,0,0","1456/A","1956/ASR","0.1265/5,511","2/2","Y","N","2.5","08/30/18","CRMLSM"
"1","SB18180145","S","TWNHS/A","2303","Jefferson ST   #1211","TORR","134","STD","$889,000","$367.51","4/3,0,1,0","2419/A","2010/ASR","0.6199/27,003","8/8","Y","N","2.25","08/13/18","CRMLSM"
"1","SB18179350","S","TWNHS/A","23530","Arlington AVE   #D","TORR","135","STD","$525,000","$440.81","2/2,0,1,0","1191/A","1986/ASR","0.2873/12,514","6/6","Y","N","2.5","08/28/18","CRMLSM"
"1","18368376","S","SFR/D","1210","10TH ST  ","MANH","147","STD","$2,780,000","$620.26","4/4,0,1,0","4482/A","1994","0.1723/7,506","20/102","Y","Y","2.5","09/12/18","CLAW"
"1","SB18179136","S","TWNHS/A","2003","Carnegie LN   #2","REDO","151","STD","$852,000","$403.41","3/2,0,1,0","2112/T","1979/ASR","0.1722/7,499","6/6","Y","N","2.5","08/22/18","CRMLSM"
"1","SB18178892","S","SFR/D","1606","Wollacott ST  ","REDO","154","STD","$1,150,000","$441.80","4/2,0,1,0","2603/A","1981/ASR","0.0564/2,457","7/56","Y","N","2.5","08/30/18","CRMLSM"
