"","Listing ID","S","Sub Type","St#","St Name","City","MLS Area","SLC","L/C Price","Price Per Square Foot","Br/Ba","Sqft","YrBuilt","Ac/LSqft","DOM/CDOM","View YN","Pool Private YN","BAC","Contract Status Change Date","MLS"
"1","180041764","S","CONDO/A","7402","Fortuna Vista    #17","SAN","","","$392,000","$395.96","2/2,0,0,0","990/A","1989/ASR","","4/4","","N","2.5","08/30/18","SAND"
"1","180041570","S","CONDO","12205","Carmel Vista Rd    #241","SD","","","$399,000","$419.56","2/1,0,0,0","951/A","1984","","14/14","Y","N","2.5","08/31/18","SAND"
"1","180041555","S","CONDO/A","9419","Fairgrove Lane    #105","SD","","","$408,000","$440.13","2/2,0,0,0","927/A","1986","","10/10","","N","2.5","08/24/18","SAND"
"1","180041468","S","/A","12006","Caminito Campana   ","SD","","","$415,000","$349.03","2/2,0,0,0","1189/A","1975","","4/4","Y","N","2.5","08/16/18","SAND"
"1","180041509","S","CONDO/A","3515","Monair Dr    #E","SD","","","$420,000","$432.99","2/1,0,1,0","970/A","1981/ASR","","11/11","Y","N","2.5","09/05/18","SAND"
"1","180041718","S","CONDO","1883","Aquamarine Ct.    #11","CHU","","","$429,900","$274.70","4/3,0,0,0","1565/A","2013","","2/152","N","N","2.5","08/24/18","SAND"
"1","SN18183387","S","SFR/D","520","Citrus AVE  ","CHIC","","STD","$435,000","$260.01","3/1,0,1,0","1673/A","1936/ASR","0.12/5,227","11/11","Y","N","2.5","09/06/18","CRMLSM"
"1","180041637","S","TWNHS/A","2110","Northshore    #C","CHU","","","$437,000","$291.33","3/2,0,1,0","1500/A","1987","","1/1","","N","3","08/16/18","SAND"
"1","180041806","S","SFR/D","9253","Westhill Rd   ","LAK","","","$450,000","$375.00","3/2,0,0,0","1200/A","1965","","14/14","","N","2.5","09/04/18","SAND"
"1","180041618","S","SFR/D","2345","Tulip Street   ","SD","","","$455,000","$323.15","5/1,0,0,0","1408/A","1947","","46/46","","N","2.5","08/23/18","SAND"
"1","180041768","S","SFR/D","25181","Poderio Dr   ","RAM","","","$464,000","$294.60","3/2,0,0,0","1575/A","1987/ASR","","14/14","","N","3","09/10/18","SAND"
"1","180041556","S","SFR/D","2301","Magnolia Way   ","NAC","","","$465,000","$343.68","3/2,0,1,0","1353/A","2007/ASR","","11/11","N","N","2.5","08/31/18","SAND"
"1","180041603","S","SFR/D","624","Sacramento Ave.   ","SPV","","","$470,000","$335.95","3/2,0,0,0","1399/A","1962/ASR","","5/5","","N","3","08/31/18","SAND"
"1","180041766","S","SFR/D","1435","Roxanne Dr   ","ELC","","","$474,000","$351.63","3/2,0,0,0","1348/A","1958","","10/10","","N","2","08/28/18","SAND"
"1","180041485","S","SFR/D","743","Applewood   ","ELC","","","$475,000","$360.39","4/2,0,0,0","1318/A","1968","","4/4","N","N","2.5","09/04/18","SAND"
"1","180041801","S","SFR/D","426","Creek Road   ","OCE","","","$475,000","$424.11","3/2,0,0,0","1120/A","1981","","3/48","","N","2.5","09/05/18","SAND"
"1","180041699","S","CONDO/A","5262","Marigot Place   ","SD","","","$475,000","$327.59","4/2,0,0,0","1450/A","1977","","10/10","","N","2.5","09/10/18","SAND"
"1","180041845","S","SFR/D","2428","New Jersey Ave   ","LEG","","","$475,000","$275.36","3/2,0,0,0","1725/P","1975","","15/15","N","N","2.5","09/07/18","SAND"
"1","180041742","S","SFR/D","1108","Via Trieste   ","CHU","","","$485,000","$282.31","4/2,0,0,0","1718/P","1973","","4/4","","N","2.5","08/29/18","SAND"
"1","180041728","S","CONDO/A","5649","Lake Murray Blvd    #B","LMSA","","","$496,000","$288.04","3/2,0,1,0","1722/A","1977","","10/10","Y","N","2.5","09/06/18","SAND"
"1","180041829","S","SFR/D","29355","Paseo Del Terreno   ","PIV","","","$499,000","$326.14","3/2,0,0,0","1530/A","1978","","3/3","","N","2.5","08/29/18","SAND"
"1","180041489","S","SFR/D","2221","Mountain View Dr   ","ESC","","","$500,000","$318.88","3/2,0,0,0","1568/A","1988/ASR","","14/14","","N","2.5","09/11/18","SAND"
"1","180041522","S","SFR/D","9","Sierra Way   ","CHU","","","$510,000","$238.88","3/2,0,0,0","2135/A","1953","","4/4","","N","2.5","09/07/18","SAND"
"1","180041702","S","SFR/D","866 S","Lincoln Ave   ","ELC","","","$513,000","$286.27","4/2,0,0,0","1792/A","1958","","5/26","","N","2.5","09/13/18","SAND"
"1","180041548","S","SFR/D","3881","Magnolia Road   ","OCE","","","$517,000","$382.11","3/2,0,0,0","1353/A","1984","","14/14","","N","2.5","08/30/18","SAND"
"1","180041838","S","SFR/D","26305 N","Broadway   ","ESC","","","$517,500","$432.69","3/2,0,0,0","1196/A","1959/ASR","","4/4","Y","Y","2.5","08/29/18","SAND"
"1","180041755","S","SFR/D","685","Monterey Ln   ","VST","","","$520,000","$307.33","3/2,0,0,0","1692/A","1981","","0/30","","N","2.5","08/29/18","SAND"
"1","180041946","S","CONDO","999 N","Pacific St    #B307","OCE","","","$520,000","$684.21","1/1,0,0,0","760/A","1981","","2/2","Y","N","2.5","09/10/18","SAND"
"1","180041663","S","CONDO","3148","Avenida Alcor   ","CAR","","","$530,000","$457.69","2/2,0,0,0","1158/P","1987","","2/2","Y","N","2.5","08/31/18","SAND"
"1","180041849","S","TWNHS/A","13348","Calle Del Campo    #2","SD","","","$538,000","$431.78","2/2,0,1,0","1246/A","2003","","5/5","","N","2","09/04/18","SAND"
"1","180041559","S","SFR/D","24217","Cerro Vista Way   ","RAM","","","$540,000","$257.39","4/2,0,1,0","2098/A","1989/ASR","","15/15","","Y","2.5","09/11/18","SAND"
"1","180041665","S","CONDO","6903","CARNATION DR   ","CAR","","","$560,000","$430.11","2/1,0,1,0","1302/A","1985/ASR","","12/12","Y","N","2.5","09/07/18","SAND"
"1","180041530","S","CONDO/A","13027 S","Evening Creek Drive   S #Unit 26","SD","","","$570,000","$393.92","3/2,0,1,0","1447/A","2005/ASR","","8/8","","N","2.5","09/05/18","SAND"
"1","180041848","S","SFR/D","2344","Columbine Dr   ","ALP","","","$570,000","$334.11","3/2,0,0,0","1706/P","1998","","20/20","","N","2.5","08/27/18","SAND"
"1","180041739","S","SFR/D","3004","Chapo Ct   ","SPV","","","$579,000","$317.96","3/2,0,0,0","1821/A","1972/ASR","","10/10","","N","2.5","09/04/18","SAND"
"1","180041586","S","SFR/D","6447","Winona Ave   ","SD","","","$590,000","$330.90","4/2,0,1,0","1783/A","1955/ASR","","13/13","","N","2.5","08/23/18","SAND"
"1","180041466","S","DPLX/A","10611","Matinal Cir   ","SD","","","$594,000","$521.97","2/2,0,0,0","1138/A","1987","","13/13","","N","2.5","09/07/18","SAND"
"1","180041655","S","SFR/D","10629","STRATHMORE DR   ","SAN","","","$595,000","$391.45","3/2,0,0,0","1520/A","1985/ASR","","6/6","","N","2.5","08/28/18","SAND"
"1","180041476","S","SFR/D","2725","Via Viejas   ","ALP","","","$595,000","$211.97","4/2,0,0,0","2807/AP","1952/APP","","15/108","","N","2.5","09/11/18","SAND"
"1","180041685","S","SFR/D","3641","Mount Acadia   ","SD","","","$610,000","$545.13","3/2,0,0,0","1119/A","1959/ASR","","4/74","","N","2.5","08/23/18","SAND"
"1","180041934","S","SFR/D","14167","Halper Rd   ","POW","","","$615,000","$498.38","3/2,0,0,0","1234/A","1960","","12/12","","N","2.5","09/07/18","SAND"
"1","180041833","S","SFR/D","1076","Fountain Pl   ","ESC","","","$615,000","$244.44","4/3,0,0,0","2516/A","1984","","8/8","","N","2.5","09/06/18","SAND"
"1","180041759","S","CONDO/A","3009","Union St    #5","SD","","","$620,000","$518.39","2/2,0,1,0","1196/A","1990","","4/4","Y","N","2.5","08/29/18","SAND"
"1","180041746","S","SFR/D","9085","COVINA STREET   N","SD","","","$620,000","$441.28","4/2,0,0,0","1405/A","1974","","10/10","","N","2.5","08/24/18","SAND"
"1","180041925","S","SFR/D","4051","Dalles Ave.   ","SD","","","$625,000","$428.67","5/2,0,0,0","1458/A","1983","","16/16","","N","2.25","09/14/18","SAND"
"1","180041660","S","SFR/D","1906","Avenida Del Diablo   ","ESC","","","$627,000","$291.76","5/2,0,1,0","2149/A","1960/ASR","","3/3","","N","2.5","08/20/18","SAND"
"1","180041745","S","TWNHS","9823","Genesee Ave   ","SD","","","$635,000","$417.76","3/2,0,1,0","1520/A","1971/ASR","","3/3","","N","2.5","08/31/18","SAND"
"1","180041711","S","SFR/D","7472","Brentwood   ","SD","","","$655,000","$312.65","4/3,0,0,0","2095/A","1958","","31/31","","N","2.5","09/14/18","SAND"
"1","180041841","S","SFR/D","749","McGavran Drive   ","VST","","","$668,500","$353.70","3/2,0,0,0","1890/A","1974/ASR","","10/10","","N","2.5","09/13/18","SAND"
"1","180041804","S","SFR/D","1114","Amelia Pl   ","ESC","","","$675,000","$228.12","6/3,0,0,0","2959/A","2000","","25/70","","Y","2.5","09/05/18","SAND"
"1","180041732","S","SFR/D","13530","Orange Blossom Lane   ","POW","","","$675,000","$500.00","3/2,0,0,0","1350/P","1971","","2/2","","N","2.5","08/20/18","SAND"
"1","180041847","S","SFR/D","2854","Amulet St   ","SD","","","$685,000","$418.96","3/2,0,0,0","1635/A","1959/ASR","","21/21","","Y","2.5","09/14/18","SAND"
"1","180041939","S","SFR/D","21324","Rizzo Avenue   ","CSTV","","","$695,000","$574.38","3/1,0,0,0","1210/A","1947/ASR","","13/13","","N","2.5","09/05/18","SAND"
"1","180041636","S","SFR/D","1387","Corte Bagalso   ","SAM","","","$695,000","$242.50","5/3,0,0,0","2866/A","2002/ASR","","13/13","Y","N","2.5","09/07/18","SAND"
"1","180041605","S","SFR/D","1053","Via Vera Cruz   ","SAM","","","$777,000","$314.96","4/2,0,1,0","2467/A","1999","","6/6","","N","2.5","09/11/18","SAND"
"1","180041767","S","SFR/D","1549","Bervy Street   ","SD","","","$788,000","$606.15","3/2,0,0,0","1300/AP","1950","","9/9","N","N","2.5","08/24/18","SAND"
"1","180041596","S","DPLX/A","4093","Arcadia Way   ","OCE","","","$799,000","$442.17","2/2,0,0,0","1807/A","1985/ASR","","23/23","Y","N","2","09/10/18","SAND"
"1","180041690","S","SFR/D","3301","Rancho Famosa   ","CAR","","","$815,000","$359.19","4/2,0,1,0","2269/A","2002","","26/26","Y","N","2.5","09/13/18","SAND"
"1","180041576","S","SFR/D","2607","Evergreen St   ","SD","","","$820,000","$623.10","1/1,0,1,0","1316/A","1938/ASR","","5/5","N","N","3","09/05/18","SAND"
"1","180041871","S","SFR/D","10562","Hollingsworth Way   ","SD","","","$828,000","$423.10","4/2,0,1,0","1957/A","2005/ASR","","6/6","Y","N","2.5","09/06/18","SAND"
"1","180041813","S","SFR","11605","Azado Ct   ","SD","","","$830,000","$349.77","4/3,0,0,0","2373/A","1980/ASR","","13/13","Y","N","2.5","09/10/18","SAND"
"1","180041499","S","SFR/D","16639","Sam Lane   ","RAM","","","$850,000","$272.44","3/2,0,1,0","3120/A","2000","","8/8","Y","N","2.5","09/05/18","SAND"
"1","180041492","S","SFR/D","3228","Rancho Arroba   ","CAR","","","$850,000","$376.94","4/2,0,1,0","2255/A","2001","","10/10","","N","2.5","08/28/18","SAND"
"1","180041697","S","SFR/D","13113","Woodmont St   ","POW","","","$850,000","$376.27","4/2,0,1,0","2259/A","1985","","9/9","","N","2.5","09/07/18","SAND"
"1","180041574","S","SFR/D","17845","Kachina Ct   ","SD","","","$850,000","$330.10","4/2,0,1,0","2575/A","1990","","10/10","","N","2.5","09/04/18","SAND"
"1","180041561","S","SFR/D","11896","Sweetbriar Lane   ","SD","","","$975,000","$383.10","5/3,0,1,0","2545/A","1999/ASR","","4/4","","Y","2.5","08/31/18","SAND"
"1","180041735","S","SFR/D","15964","Lime Grove   ","POW","","","$1,000,000","$394.63","3/2,0,0,0","2534/A","1972","","2/2","","N","2.5","08/24/18","SAND"
"1","180041681","S","SFR/D","6103","Blue Dawn Trl   ","SD","","","$1,020,000","$429.29","3/3,0,0,0","2376/A","2005","","7/7","","N","2.5","08/28/18","SAND"
"1","180041620","S","SFR/D","1640","Cambria Pl   ","ESC","","","$1,050,000","$366.36","4/3,0,1,0","2866/A","1988/ASR","","5/5","Y","Y","2.5","08/31/18","SAND"
"1","180041814","S","SFR/D","15887","Atkins Place   ","SD","","","$1,098,300","$408.29","5/3,0,0,0","2690/A","2014","","4/21","","N","2.5","08/31/18","SAND"
"1","180041901","S","SFR/D","1148","Moana Drive   ","SD","","","$1,250,000","$881.52","3/2,0,0,0","1418/A","1952","","6/6","","N","2.5","09/04/18","SAND"
"1","180041942","S","SFR/D","3551","Garrison St   ","SD","","","$1,425,000","$661.56","4/2,0,0,0","2154/A","1955","","11/11","","N","2.5","08/22/18","SAND"
"1","180041535","S","SFR/D","3322","Granada Ave.   ","SD","","","$1,525,000","$700.83","4/3,0,1,0","2176/A","1948","","18/18","","N","2.5","09/06/18","SAND"
"1","180041902","S","SFR/D","14735","Las Quintas   ","RAS","","","$2,250,000","$468.16","5/5,0,0,0","4806/AP","1997","","14/14","","Y","2.5","09/10/18","SAND"
"1","180041610","S","SFR/D","13715","Nogales   ","DEM","","","$2,300,000","$610.57","4/4,0,0,0","3767/A","2014/ASR","","10/22","","N","2.5","09/12/18","SAND"
"1","PW18183067","S","SFR/D","5715","Campo Walk   ","LONG","1","STD","$766,000","$759.92","3/1,0,0,0","1008/A","1944/ASR","0.0558/2,432","4/4","N","N","2.5","09/12/18","CRMLSM"
"1","SW18183273","S","SFR/D","1348","Cherry AVE   #C","LONG","3","STD","$340,000","$598.59","1/1,0,0,0","568/A","1923/ASR","0.0347/1,512","11/11","N","N","3","09/05/18","CRMLSM"
"1","OC18182938","S","CONDO/A","1139 E","Ocean BLVD   #106","LONG","4","STD","$405,000","$376.04","2/2,0,0,0","1077/E","1959/ASR","0.3786/16,493","5/107","N","N","3","09/07/18","CRMLSM"
"1","PW18182273","S","CONDO/A","800 E","Ocean BLVD   #1402","LONG","4","STD","$505,000","$649.10","1/1,0,0,0","778/A","1928/BLD","1.1865/51,682","17/17","Y","N","2.5","08/31/18","CRMLSM"
"1","PW18183508","S","SFR/D","3825","Pine AVE  ","LONG","6","STD","$750,262","$494.24","3/2,0,0,0","1518/A","1939/ASR","0.1692/7,371","12/12","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18182954","S","SFR/D","116 E","Harcourt ST  ","LONG","7","STD","$468,000","$455.25","3/1,0,1,0","1028/A","1943/ASR","0.1122/4,889","6/6","N","N","2","09/13/18","CRMLSM"
"1","SB18183467","S","SFR/D","31 W","Scott ST  ","LONG","7","STD","$510,000","$341.82","3/1,2,0,0","1492/A","1956/ASR","0.1425/6,209","14/14","Y","N","2.5","08/31/18","CRMLSM"
"1","OC18183098","S","SFR/D","2550","Olive AVE  ","LONG","9","STD","$565,000","$441.41","3/2,0,0,0","1280/A","1908/ASR","0.1749/7,617","4/4","N","N","2.5","09/07/18","CRMLSM"
"1","PW18183183","S","CONDO/A","8222","Deerfield DR  ","HB","14","STD","$647,500","$666.15","2/2,0,0,0","972/A","1964/ASR","0.0455/1,980","2/2","Y","N","2.5","09/10/18","CRMLSM"
"1","OC18182685","S","SFR/D","9562","Netherway DR  ","HB","14","STD","$1,185,000","$427.49","5/3,0,0,0","2772/A","1972/PUB","0.1377/6,000","12/12","N","N","2.25","09/11/18","CRMLSM"
"1","PW18183295","S","CONDO/A","4447","Chase DR   #17","HB","17","STD","$353,000","$307.49","3/2,0,0,0","1148/A","1980/ASR","","66/66","Y","N","2.5","09/05/18","CRMLSM"
"1","PW18181887","S","SFR/D","5032","Knoxville AVE  ","LW","23","STD","$569,900","$410.59","3/2,0,0,0","1388/AP","1953/ASR","0.1233/5,372","13/13","N","N","2.5","09/11/18","CRMLSM"
"1","PW18183158","S","SFR/D","2819","Dollar ST  ","LW","24","STD","$511,111","$529.10","2/1,0,0,0","966/A","1952/ASR","0.1147/4,996","22/22","Y","N","2.5","09/13/18","CRMLSM"
"1","PW18183539","S","SFR/D","4633","Hazelbrook AVE  ","LONG","29","STD","$972,500","$485.52","4/3,0,0,0","2003/A","1941/PUB","0.1783/7,766","18/18","N","N","2.25","09/17/18","CRMLSM"
"1","OC18182771","S","SFR/D","9442","Dakota   ","GG","63","STD","$735,000","$311.18","4/2,0,1,0","2362/A","1973/ASR","0.1217/5,301","0/16","N","N","2.5","08/23/18","CRMLSM"
"1","OC18181621","S","SFR/D","11651","Samuel DR  ","GG","64","STD","$550,000","$366.67","3/1,0,1,0","1500/E","1959/EST","0.1667/7,260","3/3","N","Y","2.5","09/01/18","CRMLSM"
"1","PW18181700","S","CONDO/A","8255","Saigon PL  ","GG","65","STD","$549,000","$284.90","3/3,0,0,0","1927/A","2008/ASR","","10/10","N","N","2.25","09/11/18","CRMLSM"
"1","PW18183137","S","SFR/D","1423","Richland AVE  ","SA","69","STD","$530,000","$440.57","4/2,0,0,0","1203/A","1954/ASR","0.1529/6,662","7/7","N","N","2","08/31/18","CRMLSM"
"1","PW18182919","S","SFR/D","12522","Catalina DR  ","SA","70","STD","$810,500","$428.38","3/2,0,0,0","1892/A","1958/ASR","0.3347/14,580","3/3","N","Y","2.5","09/17/18","CRMLSM"
"1","PW18183153","S","SFR/D","1502","Garland AVE  ","TUS","71","STD","$747,500","$605.26","3/2,0,0,0","1235/A","1954/ASR","0.18/7,841","9/9","Y","Y","2.5","08/20/18","CRMLSM"
"1","PW18182788","S","SFR/D","444 N","Chandler Ranch RD  ","ORG","75","STD","$2,050,000","$305.33","5/5,0,1,0","6714/A","1986/PUB","1/43,560","0/0","Y","Y","2.5","08/30/18","CRMLSM"
"1","OC18183411","S","CONDO/A","1801 E","Katella AVE   #4005","ANA","78","STD","$372,500","$475.13","1/1,0,0,0","784/A","2005/ASR","","3/3","Y","N","2.5","09/17/18","CRMLSM"
"1","PW18181702","S","TWNHS/A","386 N","Via Porto   ","ANA","78","STD","$440,000","$326.65","3/1,0,1,0","1347/A","1974/ASR","0.0444/1,932","10/10","N","N","2.5","08/31/18","CRMLSM"
"1","SB18183195","S","SFR/D","854 S","Barnett ST  ","ANA","78","STD","$650,000","$330.62","4/1,1,0,0","1966/S","1959/ASR","0.1678/7,308","3/3","N","N","2.5","08/31/18","CRMLSM"
"1","PW18181986","S","SFR/D","402 S","Shields DR  ","ANA","79","STD","$550,000","$413.84","4/2,0,0,0","1329/A","1959/ASR","0.2014/8,772","8/8","N","N","2.5","08/31/18","CRMLSM"
"1","OC18181946","S","SFR/D","5022","Pine CIR  ","LP","81","STD","$812,000","$346.86","4/2,0,1,0","2341/A","1976/ASR","0.1194/5,200","4/4","N","N","2.5","08/31/18","CRMLSM"
"1","PW18182314","S","SFR/D","2125 W","Roberta AVE  ","FUL","83","STD","$625,000","$342.84","4/2,1,0,0","1823/A","1956/PUB","0.1887/8,220","7/7","N","N","2.5","08/22/18","CRMLSM"
"1","PW18183558","S","SFR/D","1436","Sunny Crest DR  ","FUL","83","STD","$948,500","$400.04","3/3,0,1,0","2371/A","1954/ASR","0.2975/12,960","7/7","Y","Y","2.5","09/07/18","CRMLSM"
"1","PW18182914","S","SFR/D","1012","Miramar PL  ","FUL","83","STD","$1,133,550","$366.13","4/2,0,1,0","3096/A","1976/ASR","0.5073/22,100","7/91","Y","N","2.5","09/10/18","CRMLSM"
"1","PW18181779","S","SFR/D","400","Keene DR  ","LH","87","STD","$587,000","$320.24","3/2,0,0,0","1833/A","1959/APP","0.1653/7,200","13/13","Y","N","2.5","09/11/18","CRMLSM"
"1","DW18183242","S","SFR/D","721 W","Florence AVE  ","LH","87","STD","$597,000","$339.78","5/1,1,0,0","1757/A","1959/ASR","0.18/7,840","4/4","N","N","2.5","08/15/18","CRMLSM"
"1","PW18182070","S","SFR/A","2529","Avenita Alpera   ","TUS","89","STD","$729,000","$410.24","3/2,0,1,0","1777/E","1989/EST","0.0483/2,106","3/3","N","N","2.25","08/20/18","CRMLSM"
"1","OC18182851","S","CONDO/A","2484","Aquasanta   ","TUS","89","STD","$885,000","$448.33","2/2,0,1,0","1974/A","1992/BLD","0/0","10/10","Y","N","3","09/04/18","CRMLSM"
"1","SR18182087","S","SFR/D","5003 W","137th PL  ","HAWT","107","STD","$750,000","$797.02","2/1,0,0,0","941/A","1948/ASR","0.1212/5,281","6/6","Y","Y","2.5","08/31/18","CRIS"
"1","SB18183077","S","SFR/D","1304 W","169th PL  ","GR","119","STD","$690,000","$296.39","4/1,2,0,0","2328/A","1969/ASR","0.1151/5,013","12/12","N","N","2.5","09/13/18","CRMLSM"
"1","SB18182239","S","SFR/D","2112","256th ST  ","LOM","121","STD","$571,206","$540.40","2/1,1,0,0","1057/A","1949/ASR","0.0976/4,250","5/5","Y","N","2.5","09/05/18","CRMLSM"
"1","SB18181831","S","SFR/D","19923","Hawthorne BLVD  ","TORR","131","STD","$778,800","$695.36","3/1,0,0,0","1120/A","1955/ASR","0.1431/6,233","11/11","N","N","2.5","08/31/18","CRMLSM"
"1","SB18182840","S","TWNHS/A","830","Arlington AVE  ","TORR","134","STD","$662,000","$445.19","3/2,0,1,0","1487/SEE","2003/ASR","0.3443/14,998","6/6","Y","N","2.5","08/31/18","CRMLSM"
"1","SB18181904","S","TWNHS/A","20","Santa Cruz CT  ","MANH","145","STD","$1,180,000","$745.42","2/1,1,1,0","1583/A","1985/ASR","0.0448/1,951","7/7","Y","N","2.5","09/07/18","CRMLSM"
"1","PV18182504","S","SFR/D","6638","El Rodeo RD  ","RPV","173","STD","$1,025,000","$666.02","4/2,0,0,0","1539/A","1971/ASR","0.188/8,188","5/5","Y","N","2.5","09/05/18","CRMLSM"
"1","18369952","S","SFR/D","28277","TRAILRIDERS DR  ","RPV","173","STD","$1,092,500","$601.60","4/2,0,0,0","1816/A","1962/ASR","0.1644/7,161","9/9","Y","N","2.5","08/21/18","CLAW"
"1","PV18182896","S","SFR/D","7034","Hartcrest DR  ","RPV","173","STD","$1,225,000","$634.06","3/1,1,1,0","1932/A","1963/ASR","0.1693/7,375","10/10","N","N","2.5","09/04/18","CRMLSM"
"1","SB18183367","S","CONDO/A","1039 S","Meyler ST   #2","SP","183","STD","$410,000","$354.67","2/1,1,0,0","1156/A","1980/ASR","0.2411/10,504","9/9","Y","N","2.5","09/07/18","CRMLSM"
"1","18369994","S","SFR/D","835 W","17TH ST  ","SP","183","STD","$596,000","$515.13","2/1,0,0,0","1157/A","1937/ASR","0.1151/5,013","13/13","N","N","2.5","09/12/18","CLAW"
"1","PW18182417","S","SFR/D","1126","11th ST  ","SP","183","STD","$702,000","$562.50","3/1,1,0,0","1248/A","1924/ASR","0.0956/4,164","16/16","Y","N","2.5","09/11/18","CRMLSM"
